ts_code,ann_date,end_date,operate_profit
688981.SH,20200630,20200331,448714189.93
688256.SH,20200630,20200331,-108357585.99
688567.SH,20200624,20200331,-119651648.67
300850.SZ,20200622,20200331,32014973.8
688027.SH,20200616,20200331,-10050086.58
688568.SH,20200616,20200331,-20695776.53
603087.SH,20200608,20200331,153593689.24
600956.SH,20200603,20200331,948307822.31
688520.SH,20200601,20200331,-150630851.0
688599.SH,20200521,20200331,198762498.22
688516.SH,20200520,20200331,12265167.14
601778.SH,20200518,20200331,-16309101.9
300832.SZ,20200511,20200331,127050662.79
002018.SZ,20200501,20200331,-6630249.38
000511.SZ,20200501,20200331,-35438969.59
000587.SZ,20200501,20200331,-344827438.53
600240.SH,20200501,20200331,-126422205.87
002240.SZ,20200430,20200331,-55943775.16
600373.SH,20200430,20200331,390021378.56
600280.SH,20200430,20200331,-50709412.74
000049.SZ,20200430,20200331,81743120.6
600282.SH,20200430,20200331,721373705.58
002310.SZ,20200430,20200331,-348897840.68
600378.SH,20200430,20200331,87036142.98
600426.SH,20200430,20200331,507484239.26
002309.SZ,20200430,20200331,-187629368.3
002335.SZ,20200430,20200331,37972242.99
600291.SH,20200430,20200331,355794588.01
600300.SH,20200430,20200331,118485097.89
600307.SH,20200430,20200331,-334112603.11
002281.SZ,20200430,20200331,-9716920.92
002277.SZ,20200430,20200331,5018560.07
002325.SZ,20200430,20200331,21060429.96
600329.SH,20200430,20200331,194667764.63
600425.SH,20200430,20200331,-79814676.68
600446.SH,20200430,20200331,-102575209.92
600295.SH,20200430,20200331,215828702.83
002340.SZ,20200430,20200331,143194358.7
600259.SH,20200430,20200331,8934223.29
600284.SH,20200430,20200331,95732108.6
002276.SZ,20200430,20200331,-89456778.82
600271.SH,20200430,20200331,-386935600.15
600363.SH,20200430,20200331,21415103.99
600267.SH,20200430,20200331,101525333.71
002399.SZ,20200430,20200331,304954856.78
600098.SH,20200430,20200331,88574439.2
600195.SH,20200430,20200331,156118925.62
600196.SH,20200430,20200331,789580909.83
002390.SZ,20200430,20200331,-33119280.7
002387.SZ,20200430,20200331,-312116599.47
600060.SH,20200430,20200331,144010299.52
002375.SZ,20200430,20200331,62583719.77
600220.SH,20200430,20200331,-32715561.07
600221.SH,20200430,20200331,-8593540000.0
600588.SH,20200430,20200331,-255189059.0
600166.SH,20200430,20200331,-295378076.48
002424.SZ,20200430,20200331,110186288.5
600158.SH,20200430,20200331,-40137487.98
002430.SZ,20200430,20200331,183412584.84
002479.SZ,20200430,20200331,48612356.61
002472.SZ,20200430,20200331,-16629116.02
002558.SZ,20200430,20200331,360388976.23
002176.SZ,20200430,20200331,-22997185.52
600038.SH,20200430,20200331,59628888.2
600260.SH,20200430,20200331,214389174.19
600397.SH,20200430,20200331,-66876935.67
002219.SZ,20200430,20200331,-35111284.42
002250.SZ,20200430,20200331,-9667994.63
600489.SH,20200430,20200331,331698608.3
600498.SH,20200430,20200331,-186218709.87
002168.SZ,20200430,20200331,36556353.94
600499.SH,20200430,20200331,68783401.56
002126.SZ,20200430,20200331,119915770.03
600500.SH,20200430,20200331,570002027.36
002123.SZ,20200430,20200331,36240124.64
600515.SH,20200430,20200331,-236065203.84
600252.SH,20200430,20200331,186416485.7
002368.SZ,20200430,20200331,23987007.48
002354.SZ,20200430,20200331,-58075110.97
002531.SZ,20200430,20200331,155870571.68
002581.SZ,20200430,20200331,-44780480.76
002127.SZ,20200430,20200331,120384161.52
002174.SZ,20200430,20200331,364577910.46
002180.SZ,20200430,20200331,336753140.02
002120.SZ,20200430,20200331,444005606.3
600521.SH,20200430,20200331,294108920.63
600522.SH,20200430,20200331,414309826.95
600525.SH,20200430,20200331,-81152103.54
002078.SZ,20200430,20200331,627806441.42
600536.SH,20200430,20200331,-197825977.06
600496.SH,20200430,20200331,133623136.16
600487.SH,20200430,20200331,224519893.12
002254.SZ,20200430,20200331,60386485.05
002152.SZ,20200430,20200331,199308941.72
002221.SZ,20200430,20200331,340126084.88
600393.SH,20200430,20200331,303205511.77
002265.SZ,20200430,20200331,-18949864.84
002408.SZ,20200430,20200331,256240711.11
600399.SH,20200430,20200331,68811485.46
600406.SH,20200430,20200331,106963506.34
002212.SZ,20200430,20200331,-185974156.65
600415.SH,20200430,20200331,363347790.99
002195.SZ,20200430,20200331,106879926.83
600416.SH,20200430,20200331,-44905373.51
600352.SH,20200430,20200331,1455933184.04
002269.SZ,20200430,20200331,-221129342.0
002266.SZ,20200430,20200331,78477542.63
600545.SH,20200430,20200331,-51344000.0
600039.SH,20200430,20200331,346153495.43
002511.SZ,20200430,20200331,231353850.73
600518.SH,20200430,20200331,-317728128.02
600478.SH,20200430,20200331,-47385486.18
600481.SH,20200430,20200331,-33418716.46
600485.SH,20200430,20200331,-174601923.11
002153.SZ,20200430,20200331,35974129.31
600180.SH,20200430,20200331,155442867.81
600170.SH,20200430,20200331,310518099.01
600179.SH,20200430,20200331,-119620169.41
002648.SZ,20200430,20200331,46906545.63
002640.SZ,20200430,20200331,159927869.57
600096.SH,20200430,20200331,116315287.62
002419.SZ,20200430,20200331,-40952403.46
002635.SZ,20200430,20200331,147802092.68
002625.SZ,20200430,20200331,29319212.67
002400.SZ,20200430,20200331,68793647.59
600236.SH,20200430,20200331,411308493.09
600010.SH,20200430,20200331,-179402276.08
600026.SH,20200430,20200331,761497992.47
002602.SZ,20200430,20200331,946173818.54
600018.SH,20200430,20200331,2224926396.9
002663.SZ,20200430,20200331,-38065671.19
002491.SZ,20200430,20200331,-56264094.61
002242.SZ,20200430,20200331,188104261.65
002681.SZ,20200430,20200331,67298465.57
002555.SZ,20200430,20200331,912649283.85
002551.SZ,20200430,20200331,59966076.93
600067.SH,20200430,20200331,-50695621.92
002532.SZ,20200430,20200331,53721672.58
600068.SH,20200430,20200331,754495448.27
002489.SZ,20200430,20200331,425292294.22
600008.SH,20200430,20200331,204404912.53
688318.SH,20200430,20200331,23461027.64
002512.SZ,20200430,20200331,7880330.25
688126.SH,20200430,20200331,-47644736.62
603225.SH,20200430,20200331,47991288.76
603259.SH,20200430,20200331,420247217.6
603290.SH,20200430,20200331,29182115.17
603338.SH,20200430,20200331,145966269.79
603377.SH,20200430,20200331,-73592268.81
603555.SH,20200430,20200331,-199292426.5
603556.SH,20200430,20200331,49300083.7
603567.SH,20200430,20200331,166259970.54
603569.SH,20200430,20200331,-37406670.28
603638.SH,20200430,20200331,102557531.24
603650.SH,20200430,20200331,71316393.37
603659.SH,20200430,20200331,107247466.22
603698.SH,20200430,20200331,-29230640.59
603699.SH,20200430,20200331,110752189.34
603707.SH,20200430,20200331,234227336.02
603728.SH,20200430,20200331,17122405.47
603885.SH,20200430,20200331,-563445297.66
603893.SH,20200430,20200331,36582047.02
603993.SH,20200430,20200331,138986981.06
688009.SH,20200430,20200331,676939217.96
688122.SH,20200430,20200331,37590421.53
600073.SH,20200430,20200331,356882982.55
002509.SZ,20200430,20200331,-61427469.77
600177.SH,20200430,20200331,1179198076.67
600115.SH,20200430,20200331,-5688000000.0
600122.SH,20200430,20200331,-628187189.08
600131.SH,20200430,20200331,43822219.73
002444.SZ,20200430,20200331,203461588.1
002439.SZ,20200430,20200331,-106668418.86
600141.SH,20200430,20200331,3036566.74
600150.SH,20200430,20200331,-154525635.94
600151.SH,20200430,20200331,-103174733.51
600153.SH,20200430,20200331,3266263842.31
002431.SZ,20200430,20200331,-235601717.2
600587.SH,20200430,20200331,50803660.52
600516.SH,20200430,20200331,124551029.6
002024.SZ,20200430,20200331,-851706000.0
600988.SH,20200430,20200331,92539011.34
600872.SH,20200430,20200331,263320709.7
000651.SZ,20200430,20200331,1825935290.33
600880.SH,20200430,20200331,22184884.53
002468.SZ,20200430,20200331,73182315.63
600537.SH,20200430,20200331,-75220093.64
002470.SZ,20200430,20200331,49370675.51
600100.SH,20200430,20200331,-605241612.59
002411.SZ,20200430,20200331,81392128.04
002458.SZ,20200430,20200331,204193139.11
002460.SZ,20200430,20200331,23576891.56
600079.SH,20200430,20200331,362685566.12
600111.SH,20200430,20200331,203132025.22
600085.SH,20200430,20200331,449891082.55
002505.SZ,20200430,20200331,-22315267.1
002672.SZ,20200430,20200331,67003424.53
600086.SH,20200430,20200331,-286305216.05
002493.SZ,20200430,20200331,2507002933.13
