ts_code,end_date,total_liab,money_cap,total_assets
000016.SZ,20100930,9844022257.98,2714148792.04,14013988972.31
002023.SZ,20100930,202919720.81,327919734.9,1144640313.81
302132.SZ,20100930,119808458.96,471374977.13,789719669.59
001267.SZ,20100930,653179804.57,814948.37,195782893.84
000776.SZ,20100930,65380933026.49,56422650214.5,84322683778.12
000675.SZ,20100930,909451745.04,2501412.19,108693866.11
601818.SH,20100930,1411087003000.0,,1491040539000.0
601988.SH,20100930,9504490000000.0,,10102435000000.0
002142.SZ,20100930,223825981000.0,,234968450000.0
600015.SH,20100930,976614622988.43,,1010790664977.8
601009.SH,20100930,184717759945.02,,198569172319.97
600036.SH,20100930,2226456000000.0,,2359564000000.0
600016.SH,20100930,1663171000000.0,,1764395000000.0
601169.SH,20100930,647087570000.0,,689758968000.0
601998.SH,20100930,1826575000000.0,,1947615000000.0
000660.SZ,20100930,1166212948.7,1828499.66,79985464.95
688029.SH,20100930,34591934.66,35606162.67,110192617.07
000562.SZ,20100930,15495615767.12,13898073959.34,22610025543.46
600109.SH,20100930,6426235623.92,7186162441.18,9366062614.81
000783.SZ,20100930,21065286940.19,19069567958.25,30345974027.1
601377.SH,20100930,15079387365.22,17753895317.65,23617334651.03
002500.SZ,20100930,8396312931.0,8976932497.0,11771214054.0
600837.SH,20100930,65476989314.65,68387444231.6,110191941924.5
600369.SH,20100930,7811249922.63,8910425718.47,18631535108.23
601099.SH,20100930,2906340249.48,3872402249.56,4810291737.74
601939.SH,20100930,9954556000000.0,,10579050000000.0
002494.SZ,20100930,73997655.05,13541840.09,337463943.99
000728.SZ,20100930,10689763145.51,18515427035.0,25481636479.05
601688.SH,20100930,67217162386.66,66555934622.67,99386563825.26
601788.SH,20100930,31491441368.32,37547847203.38,53722791143.72
603693.SH,20100930,259000000.0,,498000000.0
601236.SH,20100930,3478819600.0,,7070746300.0
000047.SZ,20100930,1234581647.58,26158.64,174629536.84
601288.SH,20100930,9588844000000.0,,10117122000000.0
601318.SH,20100930,982962000000.0,76347000000.0,1099102000000.0
002449.SZ,20100930,265086096.26,1407702350.3,2280556479.75
002469.SZ,20100930,73921357.72,588688320.0,759135953.26
002365.SZ,20100930,74062680.77,525446743.79,1074089746.57
002342.SZ,20100930,1017173965.24,535803762.39,3113304717.72
600714.SH,20100930,645401693.92,47891540.68,999644702.83
600420.SH,20100930,324974334.42,150458102.95,1125231207.51
600498.SH,20100930,3859909822.47,938265481.71,7710516481.5
