ts_code,ann_date,end_date,operate_profit,f_ann_date,report_type,revenue,oper_cost,biz_tax_surchg,sell_exp,admin_exp,fin_exp,invest_income
920932.BJ,20260428,20251231,-99400000.4,,,,,,,,,
603221.SH,20260428,20251231,4324788.19,,,,,,,,,
603936.SH,20260428,20251231,7695694.69,,,,,,,,,
300538.SZ,20260428,20251231,-58649856.56,,,,,,,,,
300854.SZ,20260428,20251231,-74272632.16,,,,,,,,,
603629.SH,20260428,20251231,384834527.94,,,,,,,,,
603667.SH,20260428,20251231,113500219.25,,,,,,,,,
002521.SZ,20260428,20251231,190945228.59,,,,,,,,,
300875.SZ,20260428,20251231,-101510524.17,,,,,,,,,
002585.SZ,20260428,20251231,-518965752.48,,,,,,,,,
301046.SZ,20260428,20251231,7358307.32,,,,,,,,,
688072.SH,20260428,20251231,875440794.51,,,,,,,,,
605196.SH,20260428,20251231,345831102.91,,,,,,,,,
002149.SZ,20260428,20251231,110529122.54,,,,,,,,,
300629.SZ,20260428,20251231,106743177.4,,,,,,,,,
003017.SZ,20260428,20251231,110172131.19,,,,,,,,,
605500.SH,20260428,20251231,-26471830.34,,,,,,,,,
688506.SH,20260428,20251231,-720314473.04,,,,,,,,,
605055.SH,20260428,20251231,-70034066.46,,,,,,,,,
301626.SZ,20260428,20251231,171078177.58,,,,,,,,,
301127.SZ,20260428,20251231,238247750.37,,,,,,,,,
300353.SZ,20260428,20251231,73670454.39,,,,,,,,,
301161.SZ,20260428,20251231,114557436.89,,,,,,,,,
301468.SZ,20260428,20251231,64731099.0,,,,,,,,,
000727.SZ,20260428,20251231,-865997999.12,,,,,,,,,
002624.SZ,20260428,20251231,974851870.39,,,,,,,,,
300862.SZ,20260428,20251231,-86709615.49,,,,,,,,,
600133.SH,20260428,20251231,358513819.68,,,,,,,,,
600998.SH,20260428,20251231,3305773944.26,,,,,,,,,
300973.SZ,20260428,20251231,366829317.71,,,,,,,,,
688566.SH,20260428,20251231,254063166.21,,,,,,,,,
300577.SZ,20260428,20251231,468455059.5,,,,,,,,,
920942.BJ,20260428,20251231,22439265.36,,,,,,,,,
002696.SZ,20260428,20251231,31323595.79,,,,,,,,,
300721.SZ,20260428,20251231,-162192918.08,,,,,,,,,
920685.BJ,20260428,20251231,48951172.5,,,,,,,,,
688383.SH,20260428,20251231,-158142089.82,,,,,,,,,
300669.SZ,20260428,20251231,21724644.75,,,,,,,,,
603197.SH,20260428,20251231,396655410.49,,,,,,,,,
000917.SZ,20260428,20251231,486081696.47,,,,,,,,,
300790.SZ,20260428,20251231,306730147.24,,,,,,,,,
000537.SZ,20260428,20251231,1407894087.38,,,,,,,,,
002328.SZ,20260428,20251231,275218063.1,,,,,,,,,
300869.SZ,20260428,20251231,-26332877.65,,,,,,,,,
301518.SZ,20260428,20251231,109116083.06,,,,,,,,,
603218.SH,20260428,20251231,614398833.39,,,,,,,,,
000672.SZ,20260428,20251231,868752861.7,,,,,,,,,
688580.SH,20260428,20251231,152323627.38,,,,,,,,,
300067.SZ,20260428,20251231,-79153460.16,,,,,,,,,
688472.SH,20260428,20251231,1160059017.23,,,,,,,,,
002267.SZ,20260428,20251231,735666683.12,,,,,,,,,
688177.SH,20260428,20251231,-364208985.65,,,,,,,,,
301012.SZ,20260428,20251231,46699206.28,,,,,,,,,
002035.SZ,20260428,20251231,354474754.94,,,,,,,,,
301157.SZ,20260428,20251231,29974692.26,,,,,,,,,
301159.SZ,20260428,20251231,5070547.88,,,,,,,,,
300163.SZ,20260428,20251231,69118437.69,,,,,,,,,
301390.SZ,20260428,20251231,4519571.61,,,,,,,,,
600285.SH,20260428,20251231,887273905.67,,,,,,,,,
688102.SH,20260428,20251231,165274653.74,,,,,,,,,
600843.SH,20260428,20251231,-77032928.6,,,,,,,,,
000881.SZ,20260428,20251231,-317625347.23,,,,,,,,,
601058.SH,20260428,20251231,4194580156.74,,,,,,,,,
300664.SZ,20260428,20251231,237160428.69,,,,,,,,,
601890.SH,20260428,20251231,376098524.9,,,,,,,,,
002015.SZ,20260428,20251231,1142594275.3,,,,,,,,,
301063.SZ,20260428,20251231,55274259.82,,,,,,,,,
301136.SZ,20260428,20251231,3873999.47,,,,,,,,,
688196.SH,20260428,20251231,154725867.66,,,,,,,,,
603178.SH,20260428,20251231,-205318712.75,,,,,,,,,
301252.SZ,20260428,20251231,123724097.65,,,,,,,,,
300531.SZ,20260428,20251231,101370930.49,,,,,,,,,
000839.SZ,20260428,20251231,164877993.76,,,,,,,,,
002412.SZ,20260428,20251231,239139164.74,,,,,,,,,
600023.SH,20260428,20251231,9180552509.22,,,,,,,,,
920471.BJ,20260428,20251231,-43324703.32,,,,,,,,,
300587.SZ,20260428,20251231,-265941561.72,,,,,,,,,
688179.SH,20260428,20251231,154643622.73,,,,,,,,,
688700.SH,20260428,20251231,141045492.05,,,,,,,,,
300602.SZ,20260428,20251231,356003466.8,,,,,,,,,
600227.SH,20260428,20251231,-266200815.61,,,,,,,,,
603655.SH,20260428,20251231,53055367.84,,,,,,,,,
301239.SZ,20260428,20251231,31074382.72,,,,,,,,,
301336.SZ,20260428,20251231,38847841.86,,,,,,,,,
300564.SZ,20260428,20251231,32083012.83,,,,,,,,,
301555.SZ,20260428,20251231,86182356.56,,,,,,,,,
603276.SH,20260428,20251231,65474754.56,,,,,,,,,
301216.SZ,20260428,20251231,182932472.4,,,,,,,,,
603858.SH,20260428,20251231,566108735.55,,,,,,,,,
920807.BJ,20260428,20251231,20178203.58,,,,,,,,,
002543.SZ,20260428,20251231,288024823.06,,,,,,,,,
300427.SZ,20260428,20251231,1498924.7,,,,,,,,,
300882.SZ,20260428,20251231,150402938.53,,,,,,,,,
000928.SZ,20260428,20251231,683887620.84,,,,,,,,,
300622.SZ,20260428,20251231,193527004.32,,,,,,,,,
688253.SH,20260428,20251231,159560953.1,,,,,,,,,
300082.SZ,20260428,20251231,14115454.65,,,,,,,,,
300680.SZ,20260428,20251231,286890763.66,,,,,,,,,
002603.SZ,20260428,20251231,1623431472.75,,,,,,,,,
920346.BJ,20260428,20251231,54736912.18,,,,,,,,,
300271.SZ,20260428,20251231,-195413891.25,,,,,,,,,
688056.SH,20260428,20251231,46364670.74,,,,,,,,,
000525.SZ,20260428,20251231,-387264334.11,,,,,,,,,
300315.SZ,20260428,20251231,-141544049.39,,,,,,,,,
920717.BJ,20260428,20251231,-16320330.22,,,,,,,,,
002639.SZ,20260428,20251231,33823890.97,,,,,,,,,
600032.SH,20260428,20251231,927008547.96,,,,,,,,,
688623.SH,20260428,20251231,71348130.7,,,,,,,,,
000788.SZ,20260428,20251231,141862998.64,,,,,,,,,
002551.SZ,20260428,20251231,-150393953.52,,,,,,,,,
301275.SZ,20260428,20251231,495907102.12,,,,,,,,,
002191.SZ,20260428,20251231,-325176494.75,,,,,,,,,
002184.SZ,20260428,20251231,-49398458.11,,,,,,,,,
300913.SZ,20260428,20251231,257313195.45,,,,,,,,,
600824.SH,20260428,20251231,185555463.1,,,,,,,,,
603257.SH,20260428,20251231,179268818.33,,,,,,,,,
301348.SZ,20260428,20251231,-47100053.66,,,,,,,,,
600785.SH,20260428,20251231,133147541.84,,,,,,,,,
301070.SZ,20260428,20251231,-3433421.27,,,,,,,,,
002574.SZ,20260428,20251231,-327463392.43,,,,,,,,,
688616.SH,20260428,20251231,122517534.08,,,,,,,,,
300488.SZ,20260428,20251231,189465318.42,,,,,,,,,
000967.SZ,20260428,20251231,774342781.12,,,,,,,,,
688376.SH,20260428,20251231,131410396.72,,,,,,,,,
688603.SH,20260428,20251231,100951983.92,,,,,,,,,
002311.SZ,20260428,20251231,5242965089.71,,,,,,,,,
000731.SZ,20260428,20251231,-110745199.9,,,,,,,,,
002999.SZ,20260428,20251231,106131787.17,,,,,,,,,
002792.SZ,20260428,20251231,52700774.18,,,,,,,,,
000598.SZ,20260428,20251231,2443933351.47,,,,,,,,,
000678.SZ,20260428,20251231,-72194183.68,,,,,,,,,
300345.SZ,20260428,20251231,-206624810.67,,,,,,,,,
002036.SZ,20260428,20251231,-1037308811.68,,,,,,,,,
603607.SH,20260428,20251231,116801598.74,,,,,,,,,
002570.SZ,20260428,20251231,166786072.26,,,,,,,,,
600737.SH,20260428,20251231,1230087053.51,,,,,,,,,
301557.SZ,20260428,20251231,103997814.38,,,,,,,,,
300252.SZ,20260428,20251231,-35085332.21,,,,,,,,,
605358.SH,20260428,20251231,-290353782.84,,,,,,,,,
688209.SH,20260428,20251231,169621937.1,,,,,,,,,
301210.SZ,20260428,20251231,72845034.39,,,,,,,,,
603356.SH,20260428,20251231,-147048678.56,,,,,,,,,
300420.SZ,20260428,20251231,56964716.93,,,,,,,,,
002409.SZ,20260428,20251231,1271243610.69,,,,,,,,,
688283.SH,20260428,20251231,43835143.99,,,,,,,,,
002951.SZ,20260428,20251231,-249628027.65,,,,,,,,,
920906.BJ,20260428,20251231,33682878.94,,,,,,,,,
000968.SZ,20260428,20251231,404768413.39,,,,,,,,,
002790.SZ,20260428,20251231,15080604.7,,,,,,,,,
601212.SH,20260428,20251231,1144414610.72,,,,,,,,,
300775.SZ,20260428,20251231,457159900.14,,,,,,,,,
301308.SZ,20260428,20251231,1740151644.5,,,,,,,,,
301190.SZ,20260428,20251231,71087241.73,,,,,,,,,
301057.SZ,20260428,20251231,37251128.44,,,,,,,,,
300276.SZ,20260428,20251231,-190434425.92,,,,,,,,,
000893.SZ,20260428,20251231,1900233200.82,,,,,,,,,
301033.SZ,20260428,20251231,128009555.2,,,,,,,,,
002849.SZ,20260428,20251231,86044879.7,,,,,,,,,
002312.SZ,20260428,20251231,584539841.68,,,,,,,,,
002061.SZ,20260428,20251231,1466460986.44,,,,,,,,,
002261.SZ,20260428,20251231,58474514.03,,,,,,,,,
301273.SZ,20260428,20251231,-81761678.06,,,,,,,,,
688577.SH,20260428,20251231,54359527.55,,,,,,,,,
000061.SZ,20260428,20251231,799189899.22,,,,,,,,,
688281.SH,20260428,20251231,295410584.35,,,,,,,,,
002402.SZ,20260428,20251231,854370954.33,,,,,,,,,
300226.SZ,20260428,20251231,474834133.16,,,,,,,,,
688087.SH,20260428,20251231,295673156.81,,,,,,,,,
603399.SH,20260428,20251231,-340063802.38,,,,,,,,,
605089.SH,20260428,20251231,82240626.99,,,,,,,,,
688010.SH,20260428,20251231,-4043800.44,,,,,,,,,
301428.SZ,20260428,20251231,-29848074.31,,,,,,,,,
301516.SZ,20260428,20251231,-54045084.47,,,,,,,,,
002476.SZ,20260428,20251231,34551533.48,,,,,,,,,
301448.SZ,20260428,20251231,-8143722.94,,,,,,,,,
688728.SH,20260428,20251231,11677237.0,,,,,,,,,
301317.SZ,20260428,20251231,397193005.67,,,,,,,,,
000552.SZ,20260428,20251231,-243620213.49,,,,,,,,,
301177.SZ,20260428,20251231,153528016.67,,,,,,,,,
603360.SH,20260428,20251231,349431367.46,,,,,,,,,
001387.SZ,20260428,20251231,109309296.37,,,,,,,,,
300751.SZ,20260428,20251231,739952521.54,,,,,,,,,
600480.SH,20260428,20251231,1268646213.41,,,,,,,,,
688153.SH,20260428,20251231,17810197.54,,,,,,,,,
002483.SZ,20260428,20251231,665666076.34,,,,,,,,,
600704.SH,20260428,20251231,6991945182.22,,,,,,,,,
301169.SZ,20260428,20251231,-32074224.2,,,,,,,,,
300978.SZ,20260428,20251231,194835863.43,,,,,,,,,
002923.SZ,20260428,20251231,-51745674.34,,,,,,,,,
300812.SZ,20260428,20251231,19414515.15,,,,,,,,,
300254.SZ,20260428,20251231,79775771.77,,,,,,,,,
300945.SZ,20260428,20251231,151032354.1,,,,,,,,,
300713.SZ,20260428,20251231,-108741824.78,,,,,,,,,
301203.SZ,20260428,20251231,136241036.44,,,,,,,,,
001201.SZ,20260428,20251231,-154918783.89,,,,,,,,,
600537.SH,20260428,20251231,-482561465.49,,,,,,,,,
600289.SH,20260428,20251231,-389703570.84,,,,,,,,,
605266.SH,20260428,20251231,210102271.78,,,,,,,,,
002702.SZ,20260428,20251231,-37027552.02,,,,,,,,,
301111.SZ,20260428,20251231,-10171937.84,,,,,,,,,
603291.SH,20260428,20251231,135136109.47,,,,,,,,,
301459.SZ,20260428,20251231,100992260.39,,,,,,,,,
603979.SH,20260428,20251231,3214497474.3,,,,,,,,,
002830.SZ,20260428,20251231,63619218.76,,,,,,,,,
605337.SH,20260428,20251231,247935100.91,,,,,,,,,
300424.SZ,20260428,20251231,-47535213.72,,,,,,,,,
000825.SZ,20260428,20251231,134848880.56,,,,,,,,,
688113.SH,20260428,20251231,102530734.1,,,,,,,,,
600291.SH,20260428,20251231,128931619.99,,,,,,,,,
603315.SH,20260428,20251231,43152749.06,,,,,,,,,
600732.SH,20260428,20251231,-1863013524.6,,,,,,,,,
300712.SZ,20260428,20251231,-12139648.21,,,,,,,,,
600759.SH,20260428,20251231,338279341.54,,,,,,,,,
605488.SH,20260428,20251231,74724599.0,,,,,,,,,
301135.SZ,20260428,20251231,41176899.43,,,,,,,,,
002098.SZ,20260428,20251231,235621053.92,,,,,,,,,
000848.SZ,20260428,20251231,832768950.67,,,,,,,,,
301276.SZ,20260428,20251231,145303365.5,,,,,,,,,
002398.SZ,20260428,20251231,66600931.83,,,,,,,,,
301578.SZ,20260428,20251231,26183022.81,,,,,,,,,
000545.SZ,20260428,20251231,-512703329.91,,,,,,,,,
603679.SH,20260428,20251231,-151170688.94,,,,,,,,,
002101.SZ,20260428,20251231,402224973.65,,,,,,,,,
002864.SZ,20260428,20251231,110120622.43,,,,,,,,,
300441.SZ,20260428,20251231,236139882.28,,,,,,,,,
000536.SZ,20260428,20251231,-1032352434.74,,,,,,,,,
603116.SH,20260428,20251231,-126382516.29,,,,,,,,,
300762.SZ,20260428,20251231,-179120143.17,,,,,,,,,
301267.SZ,20260428,20251231,615595126.37,,,,,,,,,
605378.SH,20260428,20251231,67376315.34,,,,,,,,,
002005.SZ,20260428,20251231,47168490.51,,,,,,,,,
600197.SH,20260428,20251231,414819117.52,,,,,,,,,
603283.SH,20260428,20251231,616825622.74,,,,,,,,,
301231.SZ,20260428,20251231,-22833036.28,,,,,,,,,
301268.SZ,20260428,20251231,-250389186.67,,,,,,,,,
300520.SZ,20260428,20251231,-199121751.47,,,,,,,,,
600979.SH,20260428,20251231,-238709646.91,,,,,,,,,
002424.SZ,20260428,20251231,78744327.04,,,,,,,,,
603120.SH,20260428,20251231,100051443.18,,,,,,,,,
000428.SZ,20260428,20251231,-277517886.36,,,,,,,,,
688229.SH,20260428,20251231,-87839812.67,,,,,,,,,
920857.BJ,20260428,20251231,-25118420.5,,,,,,,,,
001366.SZ,20260428,20251231,-24448919.82,,,,,,,,,
301501.SZ,20260428,20251231,251543028.32,,,,,,,,,
002746.SZ,20260428,20251231,305155472.48,,,,,,,,,
603322.SH,20260428,20251231,-53706309.62,,,,,,,,,
000850.SZ,20260428,20251231,250381345.79,,,,,,,,,
603379.SH,20260428,20251231,2585592051.02,,,,,,,,,
301126.SZ,20260428,20251231,-216165801.0,,,,,,,,,
002646.SZ,20260428,20251231,33951182.78,,,,,,,,,
920527.BJ,20260428,20251231,18979029.79,,,,,,,,,
300901.SZ,20260428,20251231,4704433.83,,,,,,,,,
601169.SH,20260428,20251231,,20260428.0,1.0,68036000000.0,,979000000.0,,21026000000.0,,12254000000.0
603709.SH,20260428,20251231,-25744566.43,,,,,,,,,
002009.SZ,20260428,20251231,88622356.49,,,,,,,,,
002831.SZ,20260428,20251231,1940488417.71,,,,,,,,,
001266.SZ,20260428,20251231,10758275.84,,,,,,,,,
002548.SZ,20260428,20251231,-285347011.85,,,,,,,,,
300902.SZ,20260428,20251231,-3380304.26,,,,,,,,,
300464.SZ,20260428,20251231,68144714.7,,,,,,,,,
603135.SH,20260428,20251231,-10568746.0,,,,,,,,,
002931.SZ,20260428,20251231,26670027.9,,,,,,,,,
300124.SZ,20260428,20251231,5435618041.69,,,,,,,,,
002416.SZ,20260428,20251231,625954876.27,,,,,,,,,
300718.SZ,20260428,20251231,312684991.59,,,,,,,,,
300864.SZ,20260428,20251231,175852869.67,,,,,,,,,
603106.SH,20260428,20251231,59524715.27,,,,,,,,,
300169.SZ,20260428,20251231,51627489.25,,,,,,,,,
002601.SZ,20260428,20251231,1591876953.92,,,,,,,,,
603038.SH,20260428,20251231,22511723.13,,,,,,,,,
002048.SZ,20260428,20251231,1060169422.83,,,,,,,,,
002625.SZ,20260428,20251231,836345125.36,,,,,,,,,
002950.SZ,20260428,20251231,319723855.82,,,,,,,,,
920239.BJ,20260428,20251231,344254161.63,,,,,,,,,
603386.SH,20260428,20251231,-929535.7,,,,,,,,,
603915.SH,20260428,20251231,270794209.39,,,,,,,,,
300298.SZ,20260428,20251231,64007025.33,,,,,,,,,
301029.SZ,20260428,20251231,582229806.39,,,,,,,,,
002869.SZ,20260428,20251231,-119430293.52,,,,,,,,,
301081.SZ,20260428,20251231,20754478.42,,,,,,,,,
600481.SH,20260428,20251231,-1259639937.73,,,,,,,,,
920252.BJ,20260428,20251231,5498370.06,,,,,,,,,
301535.SZ,20260428,20251231,112788287.27,,,,,,,,,
300004.SZ,20260428,20251231,29062853.33,,,,,,,,,
920926.BJ,20260428,20251231,31140931.0,,,,,,,,,
300643.SZ,20260428,20251231,200780446.42,,,,,,,,,
603207.SH,20260428,20251231,241519793.7,,,,,,,,,
301313.SZ,20260428,20251231,-137850672.15,,,,,,,,,
920267.BJ,20260428,20251231,-12032883.42,,,,,,,,,
301381.SZ,20260428,20251231,381593540.36,,,,,,,,,
603776.SH,20260428,20251231,-238184889.72,,,,,,,,,
001400.SZ,20260428,20251231,96891946.5,,,,,,,,,
300663.SZ,20260427,20251231,-396338576.74,,,,,,,,,
300453.SZ,20260427,20251231,325380316.15,,,,,,,,,
002877.SZ,20260427,20251231,22410264.4,,,,,,,,,
300341.SZ,20260427,20251231,178041648.43,,,,,,,,,
002677.SZ,20260427,20251231,14763334.73,,,,,,,,,
301066.SZ,20260427,20251231,35054470.17,,,,,,,,,
300981.SZ,20260427,20251231,-125528884.39,,,,,,,,,
300930.SZ,20260427,20251231,63245806.63,,,,,,,,,
301072.SZ,20260427,20251231,-63646239.79,,,,,,,,,
300486.SZ,20260427,20251231,16656292.29,,,,,,,,,
002210.SZ,20260427,20251231,37032610.5,,,,,,,,,
688485.SH,20260427,20251231,-21777729.97,,,,,,,,,
002707.SZ,20260427,20251231,122230926.59,,,,,,,,,
300819.SZ,20260427,20251231,66817584.35,,,,,,,,,
300135.SZ,20260427,20251231,-85556824.57,,,,,,,,,
001373.SZ,20260427,20251231,-41577334.97,,,,,,,,,
603599.SH,20260427,20251231,809701338.69,,,,,,,,,
002228.SZ,20260427,20251231,158994854.68,,,,,,,,,
603176.SH,20260427,20251231,79252036.05,,,,,,,,,
002775.SZ,20260427,20251231,-344246702.84,,,,,,,,,
300957.SZ,20260427,20251231,628929371.78,,,,,,,,,
002335.SZ,20260427,20251231,437913694.74,,,,,,,,,
301018.SZ,20260427,20251231,251003098.32,,,,,,,,,
002976.SZ,20260427,20251231,-6743669.83,,,,,,,,,
300266.SZ,20260427,20251231,-175821201.61,,,,,,,,,
300942.SZ,20260427,20251231,5577907.93,,,,,,,,,
301372.SZ,20260427,20251231,-41145759.86,,,,,,,,,
002996.SZ,20260427,20251231,246275945.5,,,,,,,,,
300709.SZ,20260427,20251231,80506801.64,,,,,,,,,
605151.SH,20260427,20251231,36334566.44,,,,,,,,,
301048.SZ,20260427,20251231,249592286.18,,,,,,,,,
300406.SZ,20260427,20251231,235982871.91,,,,,,,,,
301010.SZ,20260427,20251231,6662402.34,,,,,,,,,
301296.SZ,20260427,20251231,94052100.58,,,,,,,,,
301035.SZ,20260427,20251231,1503208920.32,,,,,,,,,
001221.SZ,20260427,20251231,823713614.78,,,,,,,,,
300851.SZ,20260427,20251231,73574396.54,,,,,,,,,
002941.SZ,20260427,20251231,611912563.17,,,,,,,,,
688662.SH,20260427,20251231,44759375.59,,,,,,,,,
300797.SZ,20260427,20251231,147371521.02,,,,,,,,,
300194.SZ,20260427,20251231,84179322.27,,,,,,,,,
002115.SZ,20260427,20251231,44994128.5,,,,,,,,,
301121.SZ,20260427,20251231,-6931651.8,,,,,,,,,
300279.SZ,20260427,20251231,86711641.16,,,,,,,,,
300817.SZ,20260427,20251231,73881833.94,,,,,,,,,
000617.SZ,20260427,20251231,,20260427.0,1.0,917619498.96,601026222.27,210086468.01,,3986045362.74,139568543.55,3489485708.93
300181.SZ,20260427,20251231,766929828.88,,,,,,,,,
301389.SZ,20260427,20251231,141706510.53,,,,,,,,,
001300.SZ,20260427,20251231,-49320976.4,,,,,,,,,
301379.SZ,20260427,20251231,151652883.96,,,,,,,,,
002558.SZ,20260427,20251231,1987593786.09,,,,,,,,,
002880.SZ,20260427,20251231,284011914.46,,,,,,,,,
001318.SZ,20260427,20251231,109556276.07,,,,,,,,,
300763.SZ,20260427,20251231,794246282.18,,,,,,,,,
002796.SZ,20260427,20251231,-58481133.79,,,,,,,,,
300950.SZ,20260427,20251231,106355460.93,,,,,,,,,
301213.SZ,20260427,20251231,8573925.11,,,,,,,,,
002578.SZ,20260427,20251231,-37993805.46,,,,,,,,,
301059.SZ,20260427,20251231,88377096.95,,,,,,,,,
300291.SZ,20260427,20251231,-1226330314.36,,,,,,,,,
002329.SZ,20260427,20251231,-467447874.97,,,,,,,,,
002969.SZ,20260427,20251231,131710837.02,,,,,,,,,
002587.SZ,20260427,20251231,9850702.22,,,,,,,,,
301110.SZ,20260427,20251231,128686703.5,,,,,,,,,
301172.SZ,20260427,20251231,43187724.38,,,,,,,,,
300662.SZ,20260427,20251231,364662758.15,,,,,,,,,
000529.SZ,20260427,20251231,310424752.55,,,,,,,,,
002888.SZ,20260427,20251231,13536199.59,,,,,,,,,
002810.SZ,20260427,20251231,188429001.22,,,,,,,,,
600459.SH,20260427,20251231,806792563.82,,,,,,,,,
301197.SZ,20260427,20251231,28995977.35,,,,,,,,,
301331.SZ,20260427,20251231,62359043.7,,,,,,,,,
300141.SZ,20260427,20251231,-50954175.07,,,,,,,,,
301222.SZ,20260427,20251231,92083777.06,,,,,,,,,
301556.SZ,20260427,20251231,118947782.97,,,,,,,,,
301009.SZ,20260427,20251231,39759164.03,,,,,,,,,
301180.SZ,20260427,20251231,7217727.09,,,,,,,,,
301603.SZ,20260427,20251231,402283875.06,,,,,,,,,
001231.SZ,20260427,20251231,75233646.06,,,,,,,,,
603439.SH,20260427,20251231,64546162.01,,,,,,,,,
002737.SZ,20260427,20251231,-251188532.46,,,,,,,,,
301186.SZ,20260427,20251231,153199505.81,,,,,,,,,
002104.SZ,20260427,20251231,74032955.93,,,,,,,,,
002769.SZ,20260427,20251231,40839094.6,,,,,,,,,
002809.SZ,20260427,20251231,-44663814.44,,,,,,,,,
000995.SZ,20260427,20251231,16907405.51,,,,,,,,,
001229.SZ,20260427,20251231,80154090.94,,,,,,,,,
603648.SH,20260427,20251231,153139315.46,,,,,,,,,
002518.SZ,20260427,20251231,726594452.48,,,,,,,,,
300798.SZ,20260427,20251231,-27455809.39,,,,,,,,,
300134.SZ,20260427,20251231,-340894655.33,,,,,,,,,
301187.SZ,20260427,20251231,114265082.34,,,,,,,,,
600592.SH,20260427,20251231,198275430.72,,,,,,,,,
300963.SZ,20260427,20251231,56716223.78,,,,,,,,,
002929.SZ,20260427,20251231,-23643154.79,,,,,,,,,
002497.SZ,20260427,20251231,797193387.83,,,,,,,,,
300840.SZ,20260427,20251231,56883448.0,,,,,,,,,
688118.SH,20260427,20251231,3661293.83,,,,,,,,,
002952.SZ,20260427,20251231,10922980.9,,,,,,,,,
002836.SZ,20260427,20251231,50923117.98,,,,,,,,,
002488.SZ,20260427,20251231,123486622.04,,,,,,,,,
301311.SZ,20260427,20251231,-97811356.43,,,,,,,,,
688138.SH,20260427,20251231,213917432.62,,,,,,,,,
300155.SZ,20260427,20251231,-39959125.04,,,,,,,,,
002452.SZ,20260427,20251231,413828032.94,,,,,,,,,
300749.SZ,20260427,20251231,7063134.98,,,,,,,,,
300912.SZ,20260427,20251231,-86505345.64,,,,,,,,,
300670.SZ,20260427,20251231,-240516490.47,,,,,,,,,
300992.SZ,20260427,20251231,17599816.08,,,,,,,,,
002840.SZ,20260427,20251231,-123020803.31,,,,,,,,,
301183.SZ,20260427,20251231,112316425.09,,,,,,,,,
300806.SZ,20260427,20251231,38338104.04,,,,,,,,,
300692.SZ,20260427,20251231,100511642.09,,,,,,,,,
601699.SH,20260427,20251231,1281158171.99,,,,,,,,,
300250.SZ,20260427,20251231,39725244.14,,,,,,,,,
300277.SZ,20260427,20251231,7071635.09,,,,,,,,,
002216.SZ,20260427,20251231,663979431.53,,,,,,,,,
300786.SZ,20260427,20251231,-22327633.21,,,,,,,,,
003038.SZ,20260427,20251231,-232672903.44,,,,,,,,,
001313.SZ,20260427,20251231,25242521.58,,,,,,,,,
300701.SZ,20260427,20251231,98408880.36,,,,,,,,,
300729.SZ,20260427,20251231,316538918.78,,,,,,,,,
000657.SZ,20260427,20251231,1622153940.29,,,,,,,,,
301665.SZ,20260427,20251231,717356477.55,,,,,,,,,
301533.SZ,20260427,20251231,35197042.91,,,,,,,,,
300724.SZ,20260427,20251231,2972655862.44,,,,,,,,,
301607.SZ,20260427,20251231,205020570.04,,,,,,,,,
688265.SH,20260427,20251231,29988075.25,,,,,,,,,
300931.SZ,20260427,20251231,-63269048.63,,,,,,,,,
301013.SZ,20260427,20251231,-177002703.7,,,,,,,,,
300350.SZ,20260427,20251231,-36326469.99,,,,,,,,,
300088.SZ,20260427,20251231,252770025.34,,,,,,,,,
301208.SZ,20260427,20251231,58165246.05,,,,,,,,,
002988.SZ,20260427,20251231,119362633.75,,,,,,,,,
301566.SZ,20260427,20251231,179207889.27,,,,,,,,,
002651.SZ,20260427,20251231,65394813.35,,,,,,,,,
300941.SZ,20260427,20251231,37614510.6,,,,,,,,,
300214.SZ,20260427,20251231,-3302512.36,,,,,,,,,
001259.SZ,20260427,20251231,3167509.31,,,,,,,,,
001332.SZ,20260427,20251231,265270660.75,,,,,,,,,
300640.SZ,20260427,20251231,15854981.52,,,,,,,,,
603079.SH,20260427,20251231,80214011.27,,,,,,,,,
600642.SH,20260427,20251231,5887299115.42,,,,,,,,,
300504.SZ,20260427,20251231,-110126920.7,,,,,,,,,
002562.SZ,20260427,20251231,119217126.53,,,,,,,,,
002739.SZ,20260427,20251231,647758861.98,,,,,,,,,
002928.SZ,20260427,20251231,720617186.43,,,,,,,,,
002892.SZ,20260427,20251231,32480155.39,,,,,,,,,
001330.SZ,20260427,20251231,-1763106497.47,,,,,,,,,
600348.SH,20260427,20251231,3114894349.02,,,,,,,,,
301068.SZ,20260427,20251231,-7588360.15,,,,,,,,,
603685.SH,20260427,20251231,12824138.16,,,,,,,,,
301141.SZ,20260425,20251231,33356427.16,,,,,,,,,
600703.SH,20260425,20251231,-108947665.66,,,,,,,,,
600490.SH,20260425,20251231,380274264.62,,,,,,,,,
603663.SH,20260425,20251231,148415548.87,,,,,,,,,
603755.SH,20260425,20251231,96754429.56,,,,,,,,,
603600.SH,20260425,20251231,235098640.29,,,,,,,,,
600645.SH,20260425,20251231,177647914.75,,,,,,,,,
920378.BJ,20260425,20251231,27946935.83,,,,,,,,,
300604.SZ,20260425,20251231,1335628280.64,,,,,,,,,
600615.SH,20260425,20251231,-20459765.11,,,,,,,,,
300368.SZ,20260425,20251231,-182761759.33,,,,,,,,,
603579.SH,20260425,20251231,183929321.78,,,,,,,,,
300868.SZ,20260425,20251231,-59351871.67,,,,,,,,,
002154.SZ,20260425,20251231,490205440.21,,,,,,,,,
920395.BJ,20260425,20251231,45162138.93,,,,,,,,,
300649.SZ,20260425,20251231,-35434804.76,,,,,,,,,
