ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,continued_net_profit,update_flag
001221.SZ,20250711,20250711.0,20250331,1.0,1.0,1.0,0.32,0.32,626123479.73,626123479.73,,,,,,,,,,,,,,,,561794.53,,,496879801.65,406061287.76,,,4866501.0,46427542.12,24259095.82,-1866645.13,778247.28,,,,,,,,,,,132056918.34,179343.36,928444.57,,131307817.13,15715107.95,115592709.18,115592709.18,,-18760.52,115573948.66,115573948.66,,128847992.46,,,,,17523147.14,1547250.05,2808733.34,,,,,,,,,,,,,,,115592709.18,1.0
600930.SH,20250627,,20250331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3588432591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603049.SH,20250515,20250515.0,20250331,1.0,1.0,1.0,1.46,1.46,10640817411.37,10640817411.37,,,,,,,,,,,,,,,-1729853.76,,,,9453902048.06,8359779923.66,,,55634510.11,360755715.83,261394781.72,47143813.84,-14033054.76,,,,,,,,,,,1217124454.29,1183672.53,6984458.96,,1211323667.86,59767594.19,1151556073.67,1151554533.38,1540.29,12190528.14,1163746601.81,1163745061.52,1540.29,1275757071.21,,,,,344139105.08,84318970.99,13762135.4,,,,,,,,,,,,,,,1151556073.67,1.0
688235.SH,20250514,,20250331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150673000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688981.SH,20250509,,20250331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2479469000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688347.SH,20250509,,20250331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-402732057.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000046.SZ,20250501,,20250331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1130782437.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600823.SH,20250501,,20250331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462180541.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600809.SH,20250430,,20250331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8900471495.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600717.SH,20250430,,20250331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528127687.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600732.SH,20250430,,20250331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-366123386.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600755.SH,20250430,,20250331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566125972.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600759.SH,20250430,,20250331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90487072.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600779.SH,20250430,,20250331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256511410.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600783.SH,20250430,,20250331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43468721.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600790.SH,20250430,,20250331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42997527.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600804.SH,20250430,,20250331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-111971586.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600851.SH,20250430,,20250331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39931799.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600820.SH,20250430,,20250331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434900168.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600827.SH,20250430,,20250331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524937163.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600682.SH,20250430,,20250331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204553096.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600831.SH,20250430,,20250331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-148866053.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601678.SH,20250430,,20250331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118434063.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600959.SH,20250430,,20250331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31956227.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600872.SH,20250430,,20250331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225283255.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600886.SH,20250430,,20250331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4490285779.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600894.SH,20250430,,20250331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15614429.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601778.SH,20250430,,20250331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1298672.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
