ts_code,end_date,total_liab,money_cap,total_assets
603927.SH,20081231,215536442.34,152579921.62,423728640.53
601991.SH,20081231,126729977000.0,5645375000.0,157280757000.0
601988.SH,20081231,6461793000000.0,,6955694000000.0
601975.SH,20081231,7302313791.85,1451888885.61,11836382945.71
601939.SH,20081231,7087890000000.0,,7555452000000.0
601918.SH,20081231,8765109179.99,1559640675.48,14438986494.46
601899.SH,20081231,7038424084.0,5039491385.0,26217550132.0
601898.SH,20081231,26551287000.0,37389495000.0,94678980000.0
601866.SH,20081231,17846715262.57,11675994867.88,50298573277.22
601857.SH,20081231,347176000000.0,45879000000.0,1194901000000.0
601699.SH,20081231,8872438878.58,3017487573.07,17207884140.67
601628.SH,20081231,854283000000.0,34085000000.0,990164000000.0
601607.SH,20081231,5665752538.26,1037249376.23,7755514940.82
601600.SH,20081231,75330697000.0,16295585000.0,135527519000.0
601588.SH,20081231,16812495661.0,5012714464.0,25619295384.0
601398.SH,20081231,9150516000000.0,,9757654000000.0
601328.SH,20081231,2532613000000.0,,2678255000000.0
601168.SH,20081231,6652216348.0,5010598618.0,17407317269.0
601088.SH,20081231,104267000000.0,59491000000.0,278407000000.0
601007.SH,20081231,169871216.95,495539862.58,1286832903.84
600997.SH,20081231,6721773389.82,2670218494.5,11731757229.01
600995.SH,20081231,697847858.35,166157958.71,1520060152.55
600992.SH,20081231,432530819.36,537154393.74,1236135823.53
600991.SH,20081231,3622651306.7,796473028.73,5974949229.19
600984.SH,20081231,465311173.7,38316363.28,753515071.62
600983.SH,20081231,477826313.53,193395308.02,1126690131.41
600982.SH,20081231,183147141.96,137681559.66,582919378.52
600981.SH,20081231,1043349383.07,331781638.93,1921888966.32
600980.SH,20081231,118067637.28,50933783.87,458058388.0
600978.SH,20081231,1207201930.8,826415227.11,3819438468.67
600973.SH,20081231,1571992340.77,324732912.67,2322022728.55
600971.SH,20081231,3142594410.67,257270746.39,4798590369.07
600967.SH,20081231,1381521268.57,546104420.65,2319320513.67
600966.SH,20081231,1697725601.15,518218850.18,4405039025.61
600965.SH,20081231,156536439.42,38909676.81,678041668.73
600963.SH,20081231,4463884604.8,590710802.99,7397414250.06
600961.SH,20081231,2905126172.41,608398218.01,4875565773.44
600960.SH,20081231,1575008904.19,758063175.32,2216063881.57
600896.SH,20081231,690566257.33,146665553.49,2388568839.02
600895.SH,20081231,5230653473.25,2248491448.14,10658646348.06
600892.SH,20081231,147507644.86,12812866.65,137309389.03
600889.SH,20081231,1221091811.15,182609738.5,1923591651.17
600888.SH,20081231,682468668.16,948866031.13,2420455264.61
600886.SH,20081231,12243062425.78,1070983977.46,18269985438.84
600884.SH,20081231,1744161859.57,697599825.56,3784779780.51
600882.SH,20081231,1309937026.24,311478675.68,1721138423.36
600881.SH,20081231,8764367459.14,1467631410.89,14204466561.18
600880.SH,20081231,325590302.57,591670401.62,1391672489.14
600876.SH,20081231,1743269146.3,276023329.72,2003149707.07
600871.SH,20081231,1753892000.0,1203755000.0,8417284000.0
600869.SH,20081231,198231936.64,51341339.62,275741862.28
600868.SH,20081231,3520481379.78,23664189.6,5693550575.3
600866.SH,20081231,580444032.09,128743433.93,1356907568.32
600865.SH,20081231,217908709.94,230186871.63,1003611834.62
600864.SH,20081231,1508961143.83,245159904.36,3284535022.96
600861.SH,20081231,566301508.84,851727894.66,2683448047.8
600860.SH,20081231,1036691582.05,74783510.0,1959518162.6
600858.SH,20081231,1798312163.58,642561016.65,3189953801.39
600855.SH,20081231,173398397.26,188750028.52,785470993.99
600853.SH,20081231,3685375529.13,165225426.06,4421611027.8
600850.SH,20081231,441174824.48,236860332.66,762994721.09
600848.SH,20081231,932745764.27,140978960.85,1088944027.29
600845.SH,20081231,965755636.47,296832905.6,1798639214.28
600843.SH,20081231,1477429329.08,379921085.97,2042412641.76
600842.SH,20081231,332646677.0,34054479.67,647164789.18
600841.SH,20081231,907311583.59,704173553.98,2833316270.47
600840.SH,20081231,758904121.34,84455819.78,2069575005.22
600836.SH,20081231,1692284190.9,219444032.61,2237849609.24
600834.SH,20081231,316394320.95,21211827.45,1293355475.49
600831.SH,20081231,1465699400.91,188332982.12,2615482399.85
600830.SH,20081231,762252416.24,820030786.72,2178536175.09
600828.SH,20081231,1068482954.2,65870438.65,1463341131.78
600827.SH,20081231,12054973582.18,7102736371.32,16437613809.8
600826.SH,20081231,490166356.64,160659695.62,1555236419.14
600824.SH,20081231,796450006.43,138907917.81,1995769092.92
600823.SH,20081231,1197626784.12,400752600.38,2714721834.26
600822.SH,20081231,3547337555.57,723651471.26,4368864476.43
600820.SH,20081231,11083399895.62,3349397106.38,14816942726.52
600815.SH,20081231,3147964758.47,454865055.36,4944012846.14
600805.SH,20081231,6123981923.98,1632497161.62,7823909392.65
600804.SH,20081231,701540505.42,492152602.41,2442138303.18
600803.SH,20081231,749258367.83,192461286.48,1150459167.95
600801.SH,20081231,5803910580.0,986717837.0,10716353587.0
600800.SH,20081231,916069569.9,29167455.89,1252364864.23
600798.SH,20081231,4252886758.82,745160611.3,6866022704.97
600796.SH,20081231,372970501.45,81112777.11,809602789.76
600794.SH,20081231,89114603.61,33694596.88,346064084.78
600793.SH,20081231,750347016.51,47470282.56,813969547.23
600792.SH,20081231,1006230347.25,121834891.17,1090452534.27
600791.SH,20081231,2199370462.34,209026910.79,3327917785.84
600789.SH,20081231,1000528156.23,122062804.06,2501423009.08
600787.SH,20081231,4947679971.24,1227093493.61,7955212535.98
600785.SH,20081231,754270386.71,586225261.75,1471299215.43
600784.SH,20081231,1095201764.7,220191211.33,1506332535.45
600783.SH,20081231,342432947.7,110066431.07,662105466.22
600782.SH,20081231,14755733780.85,2793151484.77,22854915330.17
600780.SH,20081231,1277570733.64,138149372.61,2922803185.07
600779.SH,20081231,1068096492.67,381791609.6,2512504751.09
600777.SH,20081231,1946453300.02,238173128.83,4036379219.86
600775.SH,20081231,1069111426.25,383654043.46,2574554115.63
600774.SH,20081231,922615605.54,79938331.61,1485493719.86
600773.SH,20081231,76772584.42,5506486.2,70534282.5
600768.SH,20081231,462208819.47,100835245.87,581777403.28
600764.SH,20081231,984459195.05,245478206.94,1685695390.56
600761.SH,20081231,858242815.76,430864495.87,3015900182.12
600758.SH,20081231,324161054.2,38236173.63,570234641.93
