ts_code,end_date,operate_profit,total_revenue
600759.SH,20070930,-4825295.42,150882130.39
600846.SH,20070930,44443895.49,503412426.74
000851.SZ,20070930,-19720583.73,272025007.7
000301.SZ,20070930,126979903.74,2364155957.17
600068.SH,20070930,543230041.27,7532667892.11
000687.SZ,20070930,43912527.54,562631388.94
000839.SZ,20070930,150873619.68,1476064292.48
000556.SZ,20070930,,0.0
002009.SZ,20070930,21004168.3,246127148.46
000047.SZ,20070930,-47292178.86,0.0
601118.SH,20070930,187913947.41,1954002109.23
600025.SH,20070930,236117434.9,618376611.09
000675.SZ,20070930,-33120793.12,0.0
000621.SZ,20070930,-215664.13,0.0
000658.SZ,20070930,-11378587.9,0.0
000660.SZ,20070930,-15151013.21,16227839.12
000689.SZ,20070930,-21777932.19,0.0
601628.SH,20070930,28909000000.0,222819000000.0
601398.SH,20070930,90682000000.0,182374000000.0
600816.SH,20070930,1897623.78,45191081.11
600837.SH,20070930,6024232502.1,8334884223.77
600000.SH,20070930,8072652142.22,18310358281.45
000686.SZ,20070930,1499271195.29,2051227251.69
002142.SZ,20070930,797116786.33,1573380563.61
601998.SH,20070930,9280000000.0,19299000000.0
600036.SH,20070930,14338000000.0,28173000000.0
601169.SH,20070930,3843682000.0,5254866000.0
601939.SH,20070930,83415000000.0,158789000000.0
000562.SZ,20070930,2919512916.24,3695404088.06
600030.SH,20070930,12954676654.51,19352429194.76
601166.SH,20070930,7890362291.02,15982859651.14
601318.SH,20070930,12376000000.0,129102000000.0
600016.SH,20070930,6620808000.0,17976602000.0
000001.SZ,20070930,2776427000.0,7767194000.0
601009.SH,20070930,812206577.78,1402212882.88
000949.SZ,20070930,295024355.63,2020500206.31
000683.SZ,20070930,54637685.01,828781373.37
600600.SH,20070930,911364234.0,11113310243.0
600519.SH,20070930,2505723084.77,4458382249.26
600586.SH,20070930,181111383.26,1036945764.8
600680.SH,20070930,2983249.18,618765812.66
600805.SH,20070930,139900913.13,1215957183.47
600337.SH,20070930,45164919.62,771553292.85
600331.SH,20070930,1342869460.36,4492638958.08
600470.SH,20070930,64121043.74,1393087991.94
600559.SH,20070930,16188402.84,297578228.64
600074.SH,20070930,-67486015.14,1384043362.83
000760.SZ,20070930,6513264.3,324148150.55
600592.SH,20070930,98324563.18,428285879.55
600809.SH,20070930,453798566.25,1301685789.82
600533.SH,20070930,383716283.91,1717315806.78
600531.SH,20070930,200512974.4,5050557917.53
600159.SH,20070930,11353197.21,155216766.72
600967.SH,20070930,13114697.7,1209809808.04
600508.SH,20070930,606860629.17,3930414341.63
000578.SZ,20070930,-56287207.19,421740390.78
002019.SZ,20070930,244530146.25,547920712.52
600425.SH,20070930,40326528.24,521718549.89
600498.SH,20070930,71956582.59,1651458461.17
600420.SH,20070930,96626694.14,489219506.23
600842.SH,20070930,49276231.35,194306374.81
600714.SH,20070930,-14805463.17,19723746.63
600230.SH,20070930,200829549.87,1163408675.42
600782.SH,20070930,46929583.47,787303622.78
600702.SH,20070930,53280259.37,609892393.82
600692.SH,20070930,23834461.57,316330695.4
600708.SH,20070930,109996341.41,1275433728.1
600693.SH,20070930,55670905.28,756081911.22
600704.SH,20070930,153037660.92,2734999543.93
600701.SH,20070930,-1722910.26,242585319.09
600697.SH,20070930,90380421.24,1548952602.16
600706.SH,20070930,-72462177.31,127269126.73
600719.SH,20070930,6407022.05,429854967.41
600720.SH,20070930,18343216.32,900139347.93
600725.SH,20070930,174721964.63,2152707578.41
600713.SH,20070930,71398835.25,6718569742.21
600726.SH,20070930,55428549.81,2627296664.65
600731.SH,20070930,11869756.8,496280648.4
600727.SH,20070930,1698128.48,568812110.14
600718.SH,20070930,170152851.0,1852400815.0
600724.SH,20070930,34638869.89,993043463.49
600732.SH,20070930,-9054002.08,8785698.33
600710.SH,20070930,76518923.45,1432537361.39
600733.SH,20070930,6125500.95,65371445.99
600739.SH,20070930,1970112912.96,3759363794.84
600742.SH,20070930,41113095.27,2462277421.58
600749.SH,20070930,18199735.09,109735875.07
600735.SH,20070930,101136052.66,1103445519.15
600740.SH,20070930,127658338.06,2141444757.63
600744.SH,20070930,-134596541.6,2369519137.85
600750.SH,20070930,122159350.65,859968064.85
600741.SH,20070930,202456021.14,3772051809.49
600746.SH,20070930,12347571.29,515097157.7
600747.SH,20070930,-34791364.87,645171206.94
600259.SH,20070930,-39013356.31,485592957.94
600757.SH,20070930,-569508893.58,1822993900.23
600260.SH,20070930,135676667.18,803602194.69
600758.SH,20070930,16780438.3,100282921.08
600764.SH,20070930,71384670.54,1510605531.37
600753.SH,20070930,6259944.31,39948296.29
600261.SH,20070930,109592038.61,1299172657.24
600761.SH,20070930,335444999.77,2621728098.19
600271.SH,20070930,515360556.02,3131471065.94
600276.SH,20070930,339062815.69,1387117062.94
600262.SH,20070930,15074420.85,841856019.96
600267.SH,20070930,153120200.97,2110319140.9
600277.SH,20070930,34695398.35,1229083953.17
600279.SH,20070930,46089646.53,297518000.16
600265.SH,20070930,-27089041.17,184511450.89
600268.SH,20070930,19810693.81,817399005.19
600266.SH,20070930,257855972.3,1140964075.59
600278.SH,20070930,100568649.73,4496721135.25
600295.SH,20070930,402361327.0,4127788804.0
600284.SH,20070930,99208742.42,543019137.82
600302.SH,20070930,108021632.58,958435327.11
600289.SH,20070930,54143227.24,632035679.97
600303.SH,20070930,156114148.63,3122683998.97
600285.SH,20070930,65370203.33,347944128.56
600291.SH,20070930,32194590.86,374778664.07
600292.SH,20070930,84263447.4,1778324826.36
600282.SH,20070930,1121575519.38,16090891584.89
600300.SH,20070930,116357134.08,2589458116.39
600287.SH,20070930,66422396.26,3786247134.34
600307.SH,20070930,684282955.93,13895142587.05
600319.SH,20070930,25480519.93,1408193248.02
600310.SH,20070930,71183662.77,688781750.76
600316.SH,20070930,58796496.65,1318733804.48
600308.SH,20070930,543033535.07,4505821764.64
600320.SH,20070930,1678804071.0,14522097863.0
600312.SH,20070930,130090924.07,1149626621.47
600305.SH,20070930,46148430.37,523059728.91
600309.SH,20070930,1717663900.59,5865382373.64
600318.SH,20070930,10287013.0,431173663.2
600335.SH,20070930,2520929.76,324562178.08
600343.SH,20070930,23781311.07,274982794.38
600327.SH,20070930,113946072.66,2474746128.6
600332.SH,20070930,335513516.46,9097162219.17
600336.SH,20070930,-44732820.82,1350172192.2
600333.SH,20070930,52192334.8,983137576.23
600339.SH,20070930,31397130.32,768783695.71
600350.SH,20070930,1223963845.0,2293888840.0
600322.SH,20070930,38337553.71,1158371522.26
600355.SH,20070930,-5026728.84,156782473.32
600362.SH,20070930,3891393805.0,28561233233.0
600368.SH,20070930,77454217.23,143307401.38
600377.SH,20070930,1839287703.0,3931825403.0
600352.SH,20070930,298577298.8,2446470312.76
600357.SH,20070930,479570756.81,10575314702.45
600365.SH,20070930,-167239299.59,53105371.26
600369.SH,20070930,-66339924.86,56331611.38
600379.SH,20070930,4849230.33,260160368.03
600353.SH,20070930,12268642.2,194841092.62
600366.SH,20070930,112538309.55,3166163132.11
600375.SH,20070930,53572712.61,1605308066.69
600390.SH,20070930,61943982.67,1016389714.87
600396.SH,20070930,198441168.77,1098533145.74
600382.SH,20070930,27287554.36,423116379.29
600392.SH,20070930,31696977.47,334849684.2
600397.SH,20070930,12066196.98,883789959.53
600383.SH,20070930,644878415.45,3314766558.41
600389.SH,20070930,99116559.11,2053791525.68
600393.SH,20070930,101466613.89,933585900.4
600399.SH,20070930,25964563.02,3596854907.87
600387.SH,20070930,50926833.57,597335752.75
600381.SH,20070930,-18755606.57,881447.36
600400.SH,20070930,91228320.52,1088974551.71
600422.SH,20070930,18162160.91,908389093.47
600409.SH,20070930,326990728.01,2759567533.79
600415.SH,20070930,342278298.93,1293455647.85
600403.SH,20070930,18816790.7,130152905.93
600429.SH,20070930,12353897.31,806003727.24
600410.SH,20070930,164097096.18,1596854636.1
600416.SH,20070930,56641968.0,1881098761.0
600406.SH,20070930,39035339.44,674699352.93
600770.SH,20070930,99573604.11,505416885.67
600769.SH,20070930,7667535.21,735148899.24
600455.SH,20070930,4920403.18,150109268.15
600439.SH,20070930,192370474.98,993824781.46
600436.SH,20070930,112655199.37,466559159.67
600456.SH,20070930,457059223.25,1658012156.54
600444.SH,20070930,7348304.22,177996878.04
600462.SH,20070930,-156627378.74,536938689.7
600459.SH,20070930,114138093.36,867812055.55
600438.SH,20070930,189346292.38,5137395870.45
600448.SH,20070930,14060674.3,1393994298.07
600435.SH,20070930,3523791.25,265221603.17
600452.SH,20070930,18419350.69,412917891.9
600485.SH,20070930,7420452.69,135508053.99
600478.SH,20070930,19610643.4,662573546.4
600469.SH,20070930,132772149.08,4478533807.82
600481.SH,20070930,156095927.57,2205008045.28
600486.SH,20070930,74434165.5,1071588833.99
600479.SH,20070930,121922113.91,507888440.96
