ts_code,ann_date,f_ann_date,end_date,n_cashflow_act,c_pay_acq_const_fiolta
000587.SZ,20150423,20150423,20141231,-141256679.49,5147774.82
000582.SZ,20150404,20150404,20141231,1192662892.3,344264985.5
000592.SZ,20150415,20150415,20141231,-8881205.34,23052893.38
000591.SZ,20150312,20150312,20141231,12229013.55,51738079.58
000598.SZ,20150307,20150307,20141231,1173286621.67,1293079240.01
000600.SZ,20150415,20150415,20141231,4659307797.71,1093277491.15
000596.SZ,20150429,20150429,20141231,387494289.89,387438488.77
000612.SZ,20150425,20150425,20141231,1643778183.2,237647717.16
000616.SZ,20150428,20150428,20141231,-22176751.36,14198506.01
000617.SZ,20150328,20150328,20141231,17788347.18,1122727.05
000623.SZ,20150421,20150421,20141231,288827750.65,402010608.51
000620.SZ,20150415,20150415,20141231,-2012662078.49,439474099.99
000627.SZ,20150214,20150214,20141231,-121268070.51,185542932.45
000625.SZ,20150417,20150417,20141231,3779921774.57,2215608713.93
000629.SZ,20150429,20150429,20141231,1671534927.48,3631847206.16
000630.SZ,20150429,20150429,20141231,2291797623.07,2082203119.21
000631.SZ,20150326,20150326,20141231,-376013696.63,331450.0
000636.SZ,20150327,20150327,20141231,81144707.52,232202826.65
000651.SZ,20150428,20150428,20141231,18939165507.73,1777308642.2
000652.SZ,20150320,20150415,20141231,-967658716.0,249832872.0
000657.SZ,20150401,20150401,20141231,1116998980.51,419094712.3
000656.SZ,20150331,20150331,20141231,-8384763000.08,104806293.62
000661.SZ,20150313,20150313,20141231,279752231.51,101700596.44
000667.SZ,20150217,20150217,20141231,872793126.31,3270032.14
000669.SZ,20150416,20150416,20141231,737503613.89,987273225.87
000680.SZ,20150425,20150425,20141231,578116984.8,72569072.4
000671.SZ,20150403,20150403,20141231,-5640930142.29,14923635.35
000681.SZ,20150216,20150216,20141231,67038970.47,4312156.51
000683.SZ,20150402,20150402,20141231,763851228.57,344907925.59
000686.SZ,20150318,20150318,20141231,2327123644.17,69054374.56
000685.SZ,20150421,20150421,20141231,379967287.61,212423597.5
000690.SZ,20150228,20150228,20141231,1624554188.9,456781482.72
000703.SZ,20150328,20150328,20141231,1880793971.8,516757794.44
000697.SZ,20150418,20150418,20141231,220776149.03,317070719.62
000708.SZ,20150321,20150321,20141231,440275069.03,85718782.03
000709.SZ,20150428,20150428,20141231,14434257142.75,7860371561.86
000712.SZ,20150415,20150415,20141231,1541439207.17,90778565.86
000717.SZ,20150427,20150427,20141231,2047132281.21,1179661536.19
000718.SZ,20150422,20150422,20141231,802468268.58,13336757.09
000723.SZ,20150430,20150430,20141231,-26523334.05,3365058.37
000726.SZ,20150331,20150331,20141231,1112095349.02,756763199.57
000725.SZ,20150421,20150421,20141231,8095825923.0,21290003058.0
000728.SZ,20150317,20150317,20141231,8637417369.86,137508938.16
000727.SZ,20150409,20150409,20141231,52537577.99,103050976.65
000729.SZ,20150410,20150410,20141231,1202722309.58,889598738.38
000732.SZ,20150411,20150411,20141231,-16625705221.07,139707086.8
000733.SZ,20150425,20150425,20141231,78515287.06,351505428.89
000738.SZ,20150421,20150421,20141231,138144437.89,357593095.25
000739.SZ,20150424,20150424,20141231,786637638.17,540218615.96
000748.SZ,20150324,20150324,20141231,186329792.64,256812400.67
000750.SZ,20150326,20150326,20141231,5482255475.33,74677892.2
000758.SZ,20150421,20150421,20141231,565720947.59,723012329.84
000761.SZ,20150422,20150422,20141231,2868140094.86,642437425.53
000762.SZ,20150402,20150402,20141231,-105007193.01,82004883.79
000768.SZ,20150331,20150331,20141231,-1132583271.22,893817394.05
000766.SZ,20150418,20150418,20141231,34317920.13,183391090.93
000776.SZ,20150214,20150214,20141231,25416953468.46,234735905.61
000778.SZ,20150421,20150421,20141231,2005061005.08,1704504358.95
000777.SZ,20150331,20150331,20141231,-2723790.56,30341659.44
000785.SZ,20150328,20150328,20141231,203198046.46,294952131.9
000783.SZ,20150327,20150327,20141231,10923913280.96,105005154.92
000786.SZ,20150320,20150320,20141231,1568739190.6,1183957138.48
000792.SZ,20150331,20150331,20141231,1355651678.59,7498818432.96
000793.SZ,20150325,20150325,20141231,799167052.23,242614861.29
000800.SZ,20150401,20150401,20141231,291061292.73,847701726.43
000806.SZ,20150424,20150424,20141231,49425309.72,9333295.19
000807.SZ,20150428,20150428,20141231,295140676.17,1234763591.41
000810.SZ,20150320,20150320,20141231,213957789.11,86099169.53
000813.SZ,20150324,20150324,20141231,136465461.46,81012322.55
000816.SZ,20150418,20150418,20141231,-30410151.57,298817226.51
000818.SZ,20150311,20150311,20141231,370374748.82,66073179.21
000825.SZ,20150425,20150425,20141231,5421387601.89,4084303571.65
000826.SZ,20150316,20150316,20141231,29256008.7,1277765897.52
000829.SZ,20150427,20150427,20141231,-782538703.37,131529020.42
000830.SZ,20150414,20150414,20141231,1320122375.03,2151531700.65
000831.SZ,20150403,20150403,20141231,404002233.18,10708408.2
000839.SZ,20150321,20150321,20141231,1290881739.94,122190619.17
000848.SZ,20150320,20150320,20141231,329821329.3,29687805.53
000858.SZ,20150417,20150417,20141231,794565645.34,411004620.02
000860.SZ,20150325,20150325,20141231,293909655.18,451084353.42
000861.SZ,20150429,20150429,20141231,365209145.03,1045488572.07
000869.SZ,20150428,20150428,20141231,1070083296.0,1238293585.0
000876.SZ,20150430,20150430,20141231,1343951250.37,2199213769.22
000877.SZ,20150321,20150321,20141231,426977040.73,203228427.66
000878.SZ,20150408,20150408,20141231,4461053715.18,812222077.19
000883.SZ,20150429,20150429,20141231,2535550317.18,2276340879.85
000887.SZ,20150410,20150410,20141231,547396371.01,223544762.79
000893.SZ,20150314,20150314,20141231,229909323.5,88985806.27
000895.SZ,20150326,20150326,20141231,4712041491.8,2488850927.04
000897.SZ,20150330,20150330,20141231,1053738637.69,969687.0
000900.SZ,20150421,20150421,20141231,1195709910.34,1010945057.21
000898.SZ,20150331,20150331,20141231,2137000000.0,4416000000.0
000917.SZ,20150429,20150429,20141231,153006649.36,1004342225.83
000919.SZ,20150331,20150331,20141231,299891714.98,91140821.04
000921.SZ,20150327,20150327,20141231,965990457.87,766186788.01
000926.SZ,20150317,20150317,20141231,-1520647917.61,121293852.78
000930.SZ,20150320,20150320,20141231,206776195.43,129548339.3
000931.SZ,20150422,20150422,20141231,-391310673.68,69570214.74
000932.SZ,20150326,20150326,20141231,7267806122.96,3133924580.16
000933.SZ,20150325,20150325,20141231,752849881.82,1909616055.06
000937.SZ,20150429,20150429,20141231,1952086013.07,2873480285.95
000938.SZ,20150410,20150410,20141231,120815217.65,29407756.47
000939.SZ,20150210,20150210,20141231,134068489.27,1542226069.92
000951.SZ,20150327,20150327,20141231,47332552.27,57037687.25
000958.SZ,20150327,20150327,20141231,39106762.67,205864900.17
000959.SZ,20150327,20150327,20141231,3105728791.27,3067010867.65
000960.SZ,20150427,20150427,20141231,1730784086.43,1193229759.65
000963.SZ,20150314,20150314,20141231,740854724.82,324888508.53
000961.SZ,20150410,20150410,20141231,-5867585035.55,355616346.07
000970.SZ,20150328,20150328,20141231,238577140.56,188339372.9
000967.SZ,20150317,20150317,20141231,89548347.26,24559863.51
000969.SZ,20150321,20150321,20141231,129044941.45,309438854.57
000973.SZ,20150314,20150314,20141231,162411298.14,138801843.08
000975.SZ,20150409,20150409,20141231,186052063.54,166456841.97
000977.SZ,20150320,20150320,20141231,-441901057.0,101162726.87
000980.SZ,20150407,20150407,20141231,-336819631.86,65087435.49
000979.SZ,20150429,20150429,20141231,-3827801703.22,167733239.72
000987.SZ,20150316,20150316,20141231,56818303.26,202082615.62
000983.SZ,20150407,20150407,20141231,934449664.14,1697840159.35
000988.SZ,20150331,20150331,20141231,179389577.05,113469425.8
000997.SZ,20150423,20150423,20141231,316421967.43,18727126.07
000990.SZ,20150327,20150327,20141231,-142259059.72,58541810.35
000999.SZ,20150319,20150319,20141231,1184427722.11,341221896.32
000998.SZ,20150428,20150428,20141231,276094324.08,288362635.09
001227.SZ,20160701,20160701,20141231,7101526000.0,846098000.0
001289.SZ,20150430,20150430,20141231,11232311759.76,16813255206.78
001696.SZ,20150425,20150425,20141231,274387644.9,202249082.51
001872.SZ,20150327,20150327,20141231,818315147.74,223690273.38
001914.SZ,20150320,20150320,20141231,-2675234234.7,77769948.33
001979.SZ,20150918,20150918,20141231,-4941344846.98,1003494657.47
001965.SZ,20170731,20170731,20141231,1428517500.0,1109530400.0
002002.SZ,20150428,20150428,20141231,-98816433.69,478353611.84
002001.SZ,20150414,20150414,20141231,1079736503.0,731463927.96
002004.SZ,20150410,20150410,20141231,455964027.92,585539376.73
002007.SZ,20150328,20150328,20141231,497148698.87,139208842.57
002005.SZ,20150429,20150429,20141231,334235640.94,936689192.43
002008.SZ,20150421,20150421,20141231,958317537.26,263010792.18
002010.SZ,20150331,20150331,20141231,337348092.94,76043914.38
002011.SZ,20150324,20150324,20141231,141820884.46,985250045.27
002018.SZ,20150310,20150310,20141231,-794546089.13,254001734.23
002013.SZ,20150420,20150420,20141231,198051381.19,509750940.91
002019.SZ,20150131,20150131,20141231,139735191.77,89508862.95
002022.SZ,20150430,20150430,20141231,249638498.44,100666309.81
002024.SZ,20150331,20150331,20141231,-1381419000.0,3854484000.0
002027.SZ,20150416,20150416,20141231,5804089.73,44505393.8
002025.SZ,20150421,20150421,20141231,135311423.6,67033111.16
002028.SZ,20150321,20150321,20141231,-16153208.8,133913586.83
002029.SZ,20150403,20150403,20141231,766877429.24,133287613.34
002030.SZ,20150328,20150328,20141231,40377289.65,77568693.49
002032.SZ,20150326,20150326,20141231,833189311.71,124458315.77
002038.SZ,20150428,20150428,20141231,465004184.35,151011018.51
002041.SZ,20150421,20150421,20141231,736566835.1,94649803.02
002044.SZ,20150227,20150227,20141231,29845946.21,6169016.88
002048.SZ,20150424,20150424,20141231,465301000.75,727902773.61
002049.SZ,20150211,20150211,20141231,253305547.33,183429983.84
002050.SZ,20150313,20150313,20141231,577502333.72,399860406.9
002051.SZ,20150403,20150403,20141231,408940474.41,135813901.85
002056.SZ,20150328,20150328,20141231,692513560.48,215104242.07
002063.SZ,20150418,20150418,20141231,131851044.82,74697781.21
002064.SZ,20150410,20150410,20141231,712873113.86,1209741194.89
002065.SZ,20150429,20150429,20141231,-15144074.12,233815355.13
002073.SZ,20150320,20150320,20141231,-289782381.46,442458567.61
002074.SZ,20150312,20150312,20141231,57183741.92,36742720.9
002078.SZ,20150424,20150424,20141231,2608087577.11,1947375769.83
002075.SZ,20150422,20150422,20141231,1515047058.69,30566722.73
002081.SZ,20150428,20150428,20141231,-346005196.29,234101209.04
002085.SZ,20150320,20150320,20141231,842477879.92,590960050.91
002080.SZ,20150320,20150320,20141231,381621479.49,365581853.0
002106.SZ,20150330,20150330,20141231,-131314786.3,374260281.78
002110.SZ,20150429,20150429,20141231,1367087981.74,97597779.87
002092.SZ,20150428,20150827,20141231,2571985519.07,2977167794.82
002093.SZ,20150425,20150425,20141231,-85797135.89,144366923.38
002118.SZ,20150217,20150217,20141231,4619573.11,65664033.46
002120.SZ,20150331,20150331,20141231,116000355.94,65288136.26
002124.SZ,20150421,20150421,20141231,85228225.53,154317091.37
002122.SZ,20150421,20150421,20141231,133913180.65,238354664.93
002127.SZ,20150409,20150409,20141231,-79312584.05,44279715.0
002126.SZ,20150429,20150429,20141231,181260109.59,327745788.65
002128.SZ,20150327,20150327,20141231,1404935534.28,747669162.32
002129.SZ,20150325,20150325,20141231,239336177.41,1863621408.94
002130.SZ,20150212,20150212,20141231,26336886.04,93406280.31
002131.SZ,20150310,20150310,20141231,-109977222.09,163338989.02
002142.SZ,20150428,20150428,20141231,22776297000.0,1135934000.0
002138.SZ,20150227,20150227,20141231,234275866.51,486039357.88
002146.SZ,20150320,20150320,20141231,-1660815661.12,119119951.12
002152.SZ,20150326,20150326,20141231,1108639128.97,95615892.91
002123.SZ,20150418,20150418,20141231,-112482507.3,13844755.83
002156.SZ,20150328,20150328,20141231,415074338.01,663686067.6
002168.SZ,20150304,20150304,20141231,57850330.69,74309247.96
002174.SZ,20150331,20150331,20141231,243833605.25,437605050.1
002176.SZ,20150310,20150310,20141231,-14129933.7,162108600.54
002153.SZ,20150331,20150331,20141231,484459916.95,13508874.46
002155.SZ,20150317,20150317,20141231,535726922.27,610273966.57
002180.SZ,20150401,20150401,20141231,205494613.08,5618274.92
002181.SZ,20150408,20170419,20141231,196757837.9,61540211.75
002179.SZ,20150331,20150331,20141231,153483783.19,157947414.71
002183.SZ,20150424,20150424,20141231,-3280440670.0,182013185.0
002185.SZ,20150310,20150310,20141231,553145925.08,599511064.29
002190.SZ,20150429,20150429,20141231,-39327976.67,245314589.54
002192.SZ,20150320,20150320,20141231,6060396.21,1088849.61
002191.SZ,20150411,20150411,20141231,717422230.87,180735653.36
002194.SZ,20150410,20150410,20141231,-175203105.5,151282228.79
002202.SZ,20150328,20150328,20141231,2829382591.1,2746385184.23
002195.SZ,20150213,20150213,20141231,117391316.45,11051427.21
002203.SZ,20150423,20150423,20141231,1332599559.69,141711624.04
002157.SZ,20150429,20150429,20141231,593959443.47,1466654263.56
002212.SZ,20150428,20150428,20141231,-28384983.16,48156630.15
002216.SZ,20150320,20150320,20141231,142968002.08,251700204.71
002217.SZ,20150331,20150331,20141231,-170784686.89,256380212.39
002219.SZ,20150429,20150429,20141231,193353694.53,25741760.14
002161.SZ,20150420,20150420,20141231,27603265.23,26607070.55
002221.SZ,20150403,20150403,20141231,-359593504.56,2189122693.01
002223.SZ,20150331,20150331,20141231,205781087.3,146160007.66
002230.SZ,20150318,20150318,20141231,420075250.4,580178094.29
002233.SZ,20150317,20150317,20141231,1152205535.87,293361537.32
002236.SZ,20150320,20150320,20141231,-17080921.46,127315815.44
002238.SZ,20150401,20150401,20141231,670002878.1,310721815.27
002240.SZ,20150424,20150424,20141231,242500930.17,12249109.03
002241.SZ,20150331,20150331,20141231,1164874983.68,1345239160.23
002242.SZ,20150401,20150401,20141231,595413906.91,142087538.84
002244.SZ,20150429,20150429,20141231,-1317042447.78,24259481.2
002249.SZ,20150217,20150217,20141231,540509706.1,293333911.18
002250.SZ,20150409,20150409,20141231,633714625.39,813295139.76
002252.SZ,20150213,20150213,20141231,465961164.58,65058976.55
002254.SZ,20150429,20150429,20141231,317915357.1,73185605.21
002261.SZ,20150327,20150327,20141231,108736304.87,6992037.95
002266.SZ,20150429,20150429,20141231,-81767313.1,143560482.11
002268.SZ,20150217,20150217,20141231,41820219.13,7619392.16
002267.SZ,20150428,20150428,20141231,1125546822.3,701745332.98
002269.SZ,20150401,20150401,20141231,1322173963.0,144230308.0
002271.SZ,20150428,20150428,20141231,351061516.89,535289762.55
002251.SZ,20150429,20150429,20141231,648903620.76,1223174780.72
002273.SZ,20150325,20150325,20141231,149684735.19,287140194.73
002276.SZ,20150415,20150415,20141231,247936206.96,117637608.38
002262.SZ,20150217,20150217,20141231,160236857.87,261601718.66
002277.SZ,20150417,20150417,20141231,-225497600.45,1264451457.0
002265.SZ,20150325,20150325,20141231,7084108.29,7850178.6
002285.SZ,20150324,20150324,20141231,-921857612.94,30953786.85
002281.SZ,20150320,20150320,20141231,125589452.51,100958709.69
002280.SZ,20150304,20150304,20141231,98943200.81,24492251.01
002293.SZ,20150425,20150425,20141231,508017310.1,47393806.95
002292.SZ,20150429,20150429,20141231,522773944.04,57317922.36
002304.SZ,20150429,20150429,20141231,2711804132.16,1786518032.72
002299.SZ,20150331,20150331,20141231,920817520.54,1993507662.51
002294.SZ,20150325,20150325,20141231,982249146.6,200654293.92
002302.SZ,20150331,20150331,20141231,19244366.13,319880513.2
002308.SZ,20150418,20150418,20141231,84754281.03,58241737.27
002309.SZ,20150422,20150422,20141231,-1244623252.68,385849677.82
002312.SZ,20150325,20150325,20141231,-118950733.31,369325397.52
002311.SZ,20150428,20150428,20141231,1071398757.16,538377739.89
002310.SZ,20150418,20150418,20141231,-303498043.85,83344077.42
002317.SZ,20150317,20150317,20141231,100595091.43,199543758.37
002315.SZ,20150416,20150416,20141231,99895923.09,20957007.88
002318.SZ,20150317,20150317,20141231,251833477.95,441969312.55
002325.SZ,20150428,20150428,20141231,223128958.36,141021658.7
002326.SZ,20150324,20150324,20141231,166637109.98,151408976.25
002327.SZ,20150414,20150414,20141231,435767496.19,171223161.09
002332.SZ,20150402,20150402,20141231,141638736.64,108256157.56
002340.SZ,20150327,20150327,20141231,22635769.76,1654261289.88
002335.SZ,20150306,20150306,20141231,52650813.2,153872121.4
002342.SZ,20150320,20150320,20141231,297011055.53,127476562.49
002344.SZ,20150327,20150327,20141231,685714715.32,1412149871.71
002345.SZ,20150327,20150327,20141231,262321371.6,79077107.21
002352.SZ,20150429,20150429,20141231,148544685.58,21877734.83
002353.SZ,20150331,20150331,20141231,457802590.87,610102604.4
002354.SZ,20150212,20150212,20141231,130247553.36,6505669.96
002366.SZ,20150417,20150417,20141231,19804820.37,6207435.8
002368.SZ,20150328,20150328,20141231,-16906483.18,131172683.15
002371.SZ,20150311,20150311,20141231,92833251.76,195834577.0
002372.SZ,20150425,20150425,20141231,513259593.16,180055061.65
002375.SZ,20150429,20150429,20141231,147924506.31,171080947.53
002373.SZ,20150428,20150428,20141231,162958303.92,53490353.13
002382.SZ,20150416,20150416,20141231,150958834.43,73002006.68
002384.SZ,20150403,20150403,20141231,-141783149.63,426535630.43
002385.SZ,20150410,20150410,20141231,847419737.58,984568643.48
002387.SZ,20150414,20150414,20141231,-2342193.23,730628155.43
002392.SZ,20150417,20150417,20141231,-15057836.52,85379657.37
002390.SZ,20150422,20150422,20141231,-198596680.25,282637497.88
002396.SZ,20150402,20150402,20141231,198557701.52,91547162.01
002399.SZ,20150428,20150428,20141231,912803849.12,167622565.51
002400.SZ,20150331,20150331,20141231,132259958.91,25463511.2
002402.SZ,20150326,20150326,20141231,47618312.39,36288088.39
002358.SZ,20150429,20150429,20141231,-54881986.99,672581647.19
002410.SZ,20150326,20150326,20141231,600611462.57,80513478.31
002405.SZ,20150326,20150326,20141231,324775433.95,399210922.07
002409.SZ,20150331,20150331,20141231,168022047.88,84199423.76
002408.SZ,20150317,20150317,20141231,-87104683.09,268610588.52
002407.SZ,20150303,20150303,20141231,7444665.03,85000965.68
002411.SZ,20150317,20150317,20141231,-94341737.3,92642446.69
002416.SZ,20150421,20150421,20141231,9096769.34,42913935.4
002415.SZ,20150312,20150312,20141231,3706420782.04,610826390.46
002414.SZ,20150327,20150327,20141231,-58480770.97,160401444.59
002419.SZ,20150311,20150311,20141231,748131305.97,804747965.61
002422.SZ,20150331,20150331,20141231,1218735938.0,2757684873.0
002423.SZ,20150410,20150410,20141231,31738129.59,394880478.08
002424.SZ,20150403,20150403,20141231,395833192.16,96491311.09
002426.SZ,20150327,20150327,20141231,-161163642.18,544704431.4
002428.SZ,20150401,20150401,20141231,80429457.67,250600283.73
002429.SZ,20150418,20150418,20141231,1026219377.56,426008265.61
002432.SZ,20150414,20150414,20141231,-68921756.5,58487401.16
002430.SZ,20150328,20150328,20141231,139746126.0,640076537.33
002431.SZ,20150415,20150415,20141231,-264209701.3,41440439.04
002434.SZ,20150414,20150414,20141231,208691945.42,88019932.58
002436.SZ,20150415,20150415,20141231,157718880.62,105219349.62
002444.SZ,20150417,20150417,20141231,484284949.27,129142510.1
002440.SZ,20150429,20150429,20141231,1224944288.5,835038088.8
002437.SZ,20150403,20150403,20141231,674036849.79,125894490.16
002439.SZ,20150328,20150328,20141231,368140438.35,68389177.62
002450.SZ,20150415,20150415,20141231,429685348.4,267991735.08
002456.SZ,20150421,20150421,20141231,-220894777.35,1061337379.11
002458.SZ,20150331,20150331,20141231,70034625.38,118495017.47
002459.SZ,20150331,20150331,20141231,-171376674.49,17718679.07
002460.SZ,20150414,20150414,20141231,11107441.03,150331684.52
002461.SZ,20150331,20150331,20141231,1167236126.28,662101458.84
002465.SZ,20150327,20150327,20141231,-86176803.8,374525425.22
002463.SZ,20150326,20150326,20141231,57975154.0,873582832.0
002466.SZ,20150413,20150413,20141231,302255610.15,85395578.17
002468.SZ,20150414,20150414,20141231,35002247.75,37278887.52
002470.SZ,20150417,20150417,20141231,183247120.6,987475918.25
002477.SZ,20150424,20150424,20141231,-150798658.94,1067841763.89
002475.SZ,20150415,20150415,20141231,320904617.51,983124504.88
002472.SZ,20150409,20150409,20141231,126386693.88,178192695.21
002479.SZ,20150216,20150216,20141231,401867769.08,338313781.7
002482.SZ,20150416,20150416,20141231,245268917.66,68548625.58
002487.SZ,20150228,20150228,20141231,-67612686.92,208832289.72
002491.SZ,20150326,20150326,20141231,573431427.84,143083119.19
002489.SZ,20150421,20150421,20141231,-207985826.64,162567169.9
002493.SZ,20150423,20150423,20141231,3712063100.14,3814264171.72
002497.SZ,20150328,20150328,20141231,197512869.29,81928934.02
002503.SZ,20150414,20150414,20141231,-44116609.48,225894010.75
002500.SZ,20150421,20150421,20141231,2252672689.0,63989794.0
002498.SZ,20150423,20150423,20141231,213858620.01,26369110.56
002505.SZ,20150417,20150417,20141231,-472354531.25,207042858.17
002506.SZ,20150429,20150429,20141231,-1110300070.27,112215104.71
002509.SZ,20150324,20150324,20141231,-15218627.91,103248819.69
002507.SZ,20150328,20150328,20141231,109211412.81,111088781.44
002508.SZ,20150410,20150410,20141231,658696443.73,206873654.96
002511.SZ,20150415,20150415,20141231,262277899.94,366879729.23
002512.SZ,20150307,20150307,20141231,-16987760.57,81959590.37
002517.SZ,20150327,20150327,20141231,-7240769.98,38473942.33
002518.SZ,20150318,20150318,20141231,137331965.13,55847193.88
002531.SZ,20150422,20150422,20141231,165603650.3,89215899.09
002532.SZ,20150422,20150422,20141231,188488404.2,99405541.15
002544.SZ,20150422,20150422,20141231,8306260.03,297124671.19
002551.SZ,20150428,20150428,20141231,-14052013.89,77038548.97
002555.SZ,20150331,20150331,20141231,91586947.76,50024912.09
002557.SZ,20150410,20150410,20141231,157325513.11,241600993.91
002558.SZ,20150414,20150414,20141231,74226996.08,21489793.84
002563.SZ,20150317,20150317,20141231,761991509.7,104461533.75
002572.SZ,20150325,20150325,20141231,352256556.84,414899136.06
002568.SZ,20150326,20150326,20141231,58686141.34,21171639.2
002573.SZ,20150411,20150411,20141231,203103398.32,914926577.31
002581.SZ,20150418,20150418,20141231,80108148.74,20594337.72
002583.SZ,20150330,20150330,20141231,116038070.02,212801166.5
002588.SZ,20150331,20150331,20141231,707269548.57,565139313.67
002589.SZ,20150422,20150422,20141231,-163621029.09,183249514.06
002594.SZ,20150330,20150330,20141231,38069000.0,8578136000.0
002595.SZ,20150305,20150305,20141231,253288291.78,492316359.38
002600.SZ,20150310,20150310,20141231,-8739537.41,101922195.28
002602.SZ,20150422,20150422,20141231,245450357.61,278115964.25
002601.SZ,20150317,20150317,20141231,21072155.08,475155317.19
