ts_code,ann_date,end_date,total_liab,money_cap,total_assets
301552.SZ,20240627,20231231,80422456.99,130029605.03,626320976.8
301603.SZ,20240621,20231231,915664731.07,163503937.32,2173001653.92
603285.SH,20240618,20231231,114100235.42,446497112.19,1049728929.79
603350.SH,20240614,20231231,662661739.2,525921104.72,1390969383.21
301580.SZ,20240606,20231231,212195940.94,558155826.76,1291720904.45
603381.SH,20240606,20231231,4208211517.78,494876259.84,6401411181.51
301565.SZ,20240531,20231231,1255868818.62,451947223.21,2855735925.35
300784.SZ,20240524,20231231,257741020.13,124314904.27,656930914.99
688692.SH,20240523,20231231,415406089.32,1113241688.96,1824976770.96
301392.SZ,20240516,20231231,399108216.1,128910166.47,851798884.48
000046.SZ,20240501,20231231,99756697970.49,1524868101.7,76458604954.69
000540.SZ,20240501,20231231,153105395137.04,5945889275.36,123934638190.62
300202.SZ,20240501,20231231,215316826.82,110670039.15,806178685.26
600086.SH,20240501,20231231,15870131689.94,6606818.86,6590298217.61
603555.SH,20240501,20231231,860139931.04,94638183.0,1934933310.25
600978.SH,20240501,20231231,9354236771.57,4324356.97,7699281871.01
600393.SH,20240501,20231231,9071887763.24,59037046.68,9197175841.5
600466.SH,20240501,20231231,146278728937.47,1261218335.74,107224892775.44
002589.SZ,20240430,20231231,11072329037.39,5060786524.48,16709306031.48
600569.SH,20240430,20231231,36102857780.88,7594674277.65,43509535165.73
002459.SZ,20240430,20231231,68585335089.58,15988433550.07,106589466073.52
600887.SH,20240430,20231231,94299895215.57,43371541992.39,151620252657.98
603299.SH,20240430,20231231,4177878715.55,3099677005.54,10106389189.76
002371.SZ,20240430,20231231,28799771760.61,12451459936.82,53624552279.13
603283.SH,20240430,20231231,2378547226.88,619045659.67,4621424426.15
688193.SH,20240430,20231231,91974054.59,609567016.44,1054715696.08
603717.SH,20240430,20231231,2438286169.05,151602505.27,3272635868.81
600619.SH,20240430,20231231,13455386273.35,3438451961.34,21274525084.6
002567.SZ,20240430,20231231,11028638223.09,2090680820.39,17009423697.72
603363.SH,20240430,20231231,14128429997.37,207660935.35,13625213490.65
688001.SH,20240430,20231231,1631695381.14,874199350.32,5567108629.02
603365.SH,20240430,20231231,702340686.31,1124022442.94,3647155297.02
000066.SZ,20240430,20231231,20254395269.2,4309901013.81,34131823790.93
688525.SH,20240430,20231231,4411278181.93,339271584.47,6332400734.15
002573.SZ,20240430,20231231,16723445853.69,1190744480.79,24557133241.28
600199.SH,20240430,20231231,945036906.27,507310869.72,3476257231.71
688282.SH,20240430,20231231,255182368.01,842786886.94,1635977662.15
600778.SH,20240430,20231231,3785298295.78,287108751.78,4009675857.12
600378.SH,20240430,20231231,7203867453.53,2695153354.73,15761660575.39
300762.SZ,20240430,20231231,984162791.26,1407109070.28,3480462750.96
688590.SH,20240430,20231231,1105007201.94,552213575.62,2699689831.86
600501.SH,20240430,20231231,3232517365.77,1009182295.88,5735952479.77
920407.BJ,20240430,20231231,57500826.58,103875512.7,314609108.94
002318.SZ,20240430,20231231,5564149131.45,4313418668.06,13016027034.79
300163.SZ,20240430,20231231,104591416.97,87959078.98,598897747.03
688298.SH,20240430,20231231,1446223002.71,4164735978.75,8995951150.74
002157.SZ,20240430,20231231,9441416017.57,2442176752.15,17494129821.88
920985.BJ,20240430,20231231,2415458912.71,932384000.49,3749137253.93
603980.SH,20240430,20231231,629609385.42,774169421.93,4530133413.73
688623.SH,20240430,20231231,597491651.59,1695002282.05,2775941756.82
002851.SZ,20240430,20231231,5572903204.41,595508623.15,10113413379.25
605123.SH,20240430,20231231,2323485782.93,1577950435.82,6614936855.43
688375.SH,20240430,20231231,2473001530.56,2330673638.9,8471069558.54
001238.SZ,20240430,20231231,262428350.04,410091237.05,1352936118.26
920275.BJ,20240430,20231231,8857962.65,9878750.39,238152812.43
000571.SZ,20240430,20231231,1761544890.86,551266458.76,2879381359.33
603023.SH,20240430,20231231,16705856.66,546293555.58,790820033.59
002783.SZ,20240430,20231231,4960111240.42,525661619.24,7463096757.89
601700.SH,20240430,20231231,4713912266.06,1221608343.95,7784643303.82
002086.SZ,20240430,20231231,1080847504.21,1292911042.35,2707578833.26
920753.BJ,20240430,20231231,32522289.86,216986903.28,456087896.19
000893.SZ,20240430,20231231,3060238902.21,755333715.81,15698292082.93
603990.SH,20240430,20231231,2815714892.79,478230565.79,3915297259.57
688363.SH,20240430,20231231,1486581550.49,1168717886.67,8470008293.83
603276.SH,20240430,20231231,121816908.17,310800959.09,1880816443.76
688443.SH,20240430,20231231,810364379.85,2892140402.93,3594596738.24
600768.SH,20240430,20231231,171145163.88,197727117.87,579385295.41
600305.SH,20240430,20231231,715820746.48,584254121.34,4053131840.29
301336.SZ,20240430,20231231,119323529.75,47340908.37,916351257.32
600439.SH,20240430,20231231,2532572108.47,917645641.01,5289491593.08
000559.SZ,20240430,20231231,11840468781.69,5255062475.62,20890473039.2
002639.SZ,20240430,20231231,2125132451.56,513522319.15,4597834083.49
603598.SH,20240430,20231231,1025114501.25,322954942.08,1222061619.07
600343.SH,20240430,20231231,1451722098.79,333238587.81,3137026710.45
920058.BJ,20240430,20231231,212829851.11,179588528.89,570841908.88
605366.SH,20240430,20231231,1010920068.06,174122068.76,2999633547.52
688468.SH,20240430,20231231,431760797.88,448662548.16,1820562566.47
600771.SH,20240430,20231231,1120549836.97,258763333.43,2628413544.42
002050.SZ,20240430,20231231,13826877149.05,6584684683.93,31890584773.41
600682.SH,20240430,20231231,7017213664.98,5000758404.36,25719533432.05
002203.SZ,20240430,20231231,23566388243.43,7721492735.1,40405099640.89
002723.SZ,20240430,20231231,1587024812.77,140721323.69,2860033075.69
002747.SZ,20240430,20231231,7259485356.38,1227394708.75,10081500504.19
000936.SZ,20240430,20231231,1340904776.55,666337136.82,6456602837.61
600668.SH,20240430,20231231,1578751464.77,211278795.28,7047279717.07
603681.SH,20240430,20231231,3972092967.73,1154178773.57,6486300111.06
300560.SZ,20240430,20231231,1622354813.22,753487937.63,2722441098.83
688186.SH,20240430,20231231,6772236416.13,570604073.5,10660077297.17
920152.BJ,20240430,20231231,677762431.63,54810311.56,1148285865.75
605588.SH,20240430,20231231,676072536.66,415378552.22,1729752106.15
920729.BJ,20240430,20231231,119309799.39,161395328.66,787859964.71
000938.SZ,20240430,20231231,47221826792.61,14710814862.2,87264490585.74
605186.SH,20240430,20231231,179057693.66,267759758.0,1316771113.76
002193.SZ,20240430,20231231,1964813474.35,18250535.9,3209436548.18
600880.SH,20240430,20231231,759291518.94,487631152.9,4002500181.86
002440.SZ,20240430,20231231,2112163465.34,1783025905.25,11771191843.81
603306.SH,20240430,20231231,1273808971.47,1480518083.13,5083536482.34
600405.SH,20240430,20231231,1508248186.59,126104178.59,2121348808.52
002272.SZ,20240430,20231231,1846964749.15,272910817.74,3271535129.3
000980.SZ,20240430,20231231,4675601873.4,795197386.34,6179196278.99
002455.SZ,20240430,20231231,9056777673.82,756744447.89,11441149080.98
600500.SH,20240430,20231231,32319795253.58,1912784287.32,53917252446.29
001330.SZ,20240430,20231231,9383465251.92,2261771205.66,15584343506.05
603369.SH,20240430,20231231,8343830943.0,6457257184.43,21630647731.29
000605.SZ,20240430,20231231,5337686939.24,421090413.65,7986057318.47
603690.SH,20240430,20231231,6853058227.34,886628532.58,11919485610.81
688671.SH,20240430,20231231,310218567.79,261566215.32,1458269955.36
002514.SZ,20240430,20231231,1652936304.7,88618531.85,2895035872.71
601118.SH,20240430,20231231,22315859133.12,3505677373.32,33950326709.76
002752.SZ,20240430,20231231,5447316010.07,1627591216.75,8591670745.99
002780.SZ,20240430,20231231,398038035.22,115324020.61,1105053620.18
600540.SH,20240430,20231231,2302641571.91,871706592.1,3064983333.46
920455.BJ,20240430,20231231,15491231.4,42881618.21,352482522.82
605196.SH,20240430,20231231,2677004592.44,986159770.08,5516700381.23
920802.BJ,20240430,20231231,60173275.85,89881728.68,474453457.22
