ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
600939.SH,20250430,,20250331,,,,,,,,,3965377413.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83525610348.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75603373885.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600859.SH,20250430,,20250331,,,,,,,,,7787617672.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40728147461.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20434317558.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000898.SZ,20250430,,20250331,,,,,,,,,3311000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100516000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52349000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600872.SH,20250430,,20250331,,,,,,,,,1189257915.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8533509036.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2573842523.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600867.SH,20250430,,20250331,,,,,,,,,688082043.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7548393331.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1036610410.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601002.SH,20250430,,20250331,,,,,,,,,455639401.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5174997793.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931133863.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000829.SZ,20250430,,20250331,,,,,,,,,3933445142.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23317810943.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20275641523.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000800.SZ,20250430,,20250331,,,,,,,,,20137686670.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79041948893.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52409253489.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601010.SH,20250430,,20250331,,,,,,,,,623286745.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6361254502.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1906804206.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601117.SH,20250430,,20250331,,,,,,,,,33331050378.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230978404513.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160376944197.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000785.SZ,20250430,,20250331,,,,,,,,,2152102319.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49354408280.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28167314960.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601233.SH,20250430,,20250331,,,,,,,,,13905599943.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110190693741.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72591667181.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601928.SH,20250430,,20250331,,,,,,,,,1719133231.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31507123142.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11027532798.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000732.SZ,20250430,,20250331,,,,,,,,,1133751194.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164739041370.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188190562885.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601333.SH,20250430,,20250331,,,,,,,,,2335160601.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36189454267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8589904968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601369.SH,20250430,,20250331,,,,,,,,,10271567901.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25815650768.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15972369212.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601515.SH,20250430,,20250331,,,,,,,,,2253938391.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6728585256.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1389468520.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600851.SH,20250430,,20250331,,,,,,,,,491425641.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5219239055.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770488916.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600827.SH,20250430,,20250331,,,,,,,,,17625214078.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54127621354.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32255479219.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600850.SH,20250430,,20250331,,,,,,,,,876627362.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11271657133.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6314691575.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000977.SZ,20250430,,20250331,,,,,,,,,17675347775.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91480946121.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70872058298.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600755.SH,20250430,,20250331,,,,,,,,,11433744229.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120050513797.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80853516925.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600642.SH,20250430,,20250331,,,,,,,,,15182385309.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103404331932.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54964383135.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600651.SH,20250430,,20250331,,,,,,,,,1095342429.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4143258979.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614181630.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600654.SH,20250430,,20250331,,,,,,,,,608489273.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3587412235.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1915837485.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600682.SH,20250430,,20250331,,,,,,,,,4916035329.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26328731382.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7097206230.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600717.SH,20250430,,20250331,,,,,,,,,5521287539.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35847743880.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8898151767.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600732.SH,20250430,,20250331,,,,,,,,,2821833842.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34686217781.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29820077392.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000980.SZ,20250430,,20250331,,,,,,,,,155987123.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3504595198.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3367826792.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000951.SZ,20250430,,20250331,,,,,,,,,9021128409.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44586390600.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27724004694.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600831.SH,20250430,,20250331,,,,,,,,,218871583.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10795801165.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8879098874.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600759.SH,20250430,,20250331,,,,,,,,,731913268.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12172550240.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3381615674.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600764.SH,20250430,,20250331,,,,,,,,,2181246838.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11570183344.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3123756088.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000697.SZ,20250430,,20250331,,,,,,,,,96431166.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3546747933.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3451009606.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601618.SH,20250430,,20250331,,,,,,,,,50197422000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832043897000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659525132000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603377.SH,20250430,,20250331,,,,,,,,,70495140.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3989321076.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2908854682.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601186.SH,20250430,,20250331,,,,,,,,,165707940000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1907756542000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1480163925000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000793.SZ,20250430,,20250331,,,,,,,,,95762434.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2484621436.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989710135.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600582.SH,20250430,,20250331,,,,,,,,,9147329212.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59194676375.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26759545747.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601611.SH,20250430,,20250331,,,,,,,,,16668758641.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240517219317.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198017271549.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601777.SH,20250430,,20250331,,,,,,,,,3216271711.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21183409773.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9497791345.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601678.SH,20250430,,20250331,,,,,,,,,2614122550.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24097460913.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12614384938.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000488.SZ,20250430,,20250331,,,,,,,,,2282679189.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58022971669.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47742475388.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000669.SZ,20250430,,20250331,,,,,,,,,49530661.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400759754.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2283164190.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000592.SZ,20250430,,20250331,,,,,,,,,462301273.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3577412311.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600280051.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000566.SZ,20250430,,20250331,,,,,,,,,303738729.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6053293977.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5539344277.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603556.SH,20250430,,20250331,,,,,,,,,2064546794.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9538508831.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2259816254.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603567.SH,20250430,,20250331,,,,,,,,,780957969.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12868394445.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4502271141.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
