ts_code,end_date,c_fr_sale_sg,c_pay_acq_const_fiolta
000001.SZ,20070331,,746270777.0
000002.SZ,20070331,4716002553.79,8166190.46
000004.SZ,20070331,24044733.57,231748.85
000005.SZ,20070331,24835958.87,
000006.SZ,20070331,118421051.38,425202.52
000007.SZ,20070331,52008143.8,170960.0
000008.SZ,20070331,1614413.0,
000009.SZ,20070331,371275041.21,31058900.47
000010.SZ,20070331,17785399.09,906770.0
000011.SZ,20070331,65437975.63,234371.0
000012.SZ,20070331,945658233.0,257694980.0
000014.SZ,20070331,13884283.99,646328.0
000016.SZ,20070331,3866647559.46,22408807.93
000017.SZ,20070331,37954641.47,149954.0
000018.SZ,20070331,46575869.55,
000019.SZ,20070331,23933965.67,22415318.12
000020.SZ,20070331,70712169.28,917673.8
000021.SZ,20070331,3305529489.89,15762760.08
000023.SZ,20070331,99707203.83,6232730.96
000024.SZ,20070331,456467018.0,5778875.0
000025.SZ,20070331,321681395.19,91934.0
000026.SZ,20070331,210107915.5,3984578.98
000027.SZ,20070331,2095733239.85,95556878.22
000028.SZ,20070331,1580082014.01,15364586.3
000029.SZ,20070331,196995115.42,1419572.71
000030.SZ,20070331,,
000031.SZ,20070331,71951173.07,11299555.49
000032.SZ,20070331,573757779.09,6478135.4
000033.SZ,20070331,19124975.4,3585611.21
000034.SZ,20070331,83211145.3,111232.0
000035.SZ,20070331,1143694.68,
000036.SZ,20070331,1450187141.0,166675982.75
000037.SZ,20070331,997446022.1,120312532.78
000038.SZ,20070331,,
000039.SZ,20070331,8400850884.93,393764959.14
000040.SZ,20070331,61528385.0,1535455.0
000042.SZ,20070331,289475976.7,5469993.2
000045.SZ,20070331,109594983.72,2524150.83
000046.SZ,20070331,622664874.22,1099316.97
000047.SZ,20070331,,
000048.SZ,20070331,158143716.85,852585.58
000049.SZ,20070331,204960077.29,21419571.28
000050.SZ,20070331,382010955.61,172960274.82
000055.SZ,20070331,134332930.81,4246201.25
000056.SZ,20070331,14025756.94,122310.0
000058.SZ,20070331,441310494.69,9506470.96
000059.SZ,20070331,720792838.42,32235896.99
000060.SZ,20070331,2443645691.43,94590600.36
000061.SZ,20070331,295594848.9,101728418.92
000062.SZ,20070331,463069700.12,13484111.66
000063.SZ,20070331,4652094000.0,494534000.0
000065.SZ,20070331,281672483.21,180707.5
000066.SZ,20070331,826562239.85,8401857.02
000068.SZ,20070331,263044480.22,45550824.62
000069.SZ,20070331,170259396.77,534322903.47
000070.SZ,20070331,88656671.0,2626761.97
000078.SZ,20070331,607600792.69,36140324.97
000088.SZ,20070331,186073902.02,47932390.58
000089.SZ,20070331,243030008.82,51592128.91
000090.SZ,20070331,596191460.35,1132006.12
000096.SZ,20070331,429363292.18,2095155.0
000099.SZ,20070331,97633207.72,28485628.99
000100.SZ,20070331,10369966953.0,71658530.0
000150.SZ,20070331,36441740.82,314491.02
000151.SZ,20070331,111812231.3,11989340.29
000153.SZ,20070331,145057186.6,15902866.21
000155.SZ,20070331,342183811.53,96457748.54
000156.SZ,20070331,87219918.62,71800.0
000157.SZ,20070331,1333931303.59,66805396.16
000158.SZ,20070331,610664441.71,43084048.57
000159.SZ,20070331,141309463.94,57664759.36
000301.SZ,20070331,769293832.67,19760727.45
000338.SZ,20070331,,
000400.SZ,20070331,400315458.86,6550030.0
000401.SZ,20070331,431204528.12,95664088.64
000402.SZ,20070331,358783363.54,153709687.77
000403.SZ,20070331,104190937.24,469051.5
000404.SZ,20070331,423382048.07,41780910.17
000407.SZ,20070331,161137222.97,13263132.32
000408.SZ,20070331,113237182.48,423419.0
000409.SZ,20070331,1138095.72,4878.0
000410.SZ,20070331,1255177491.03,19633085.64
000411.SZ,20070331,739149168.09,5464693.47
000413.SZ,20070331,8227600.98,391600.0
000415.SZ,20070331,56100728.04,4429334.5
000416.SZ,20070331,417495116.88,1465920.92
000417.SZ,20070331,1254959416.35,11481567.05
000418.SZ,20070331,1547379968.55,16161303.64
000419.SZ,20070331,415111158.88,23789539.57
000420.SZ,20070331,302253870.42,25839893.85
000421.SZ,20070331,316572245.31,25211707.96
000422.SZ,20070331,981080005.88,554815613.39
000423.SZ,20070331,428536615.88,30562599.87
000425.SZ,20070331,576736118.68,69915820.13
000426.SZ,20070331,89205098.21,38086457.97
000428.SZ,20070331,111797034.51,8466717.25
000429.SZ,20070331,257222341.53,46766777.41
000430.SZ,20070331,18901222.44,1023691.9
000488.SZ,20070331,2937086498.12,442184236.85
000498.SZ,20070331,1090846.03,8500.0
000501.SZ,20070331,1889886242.84,51684261.91
000502.SZ,20070331,122697247.55,42370.0
000503.SZ,20070331,46088006.74,209229.12
000504.SZ,20070331,40702887.37,60679.0
000505.SZ,20070331,35424909.11,12662647.89
000506.SZ,20070331,,
000507.SZ,20070331,324238701.58,2585359.32
000509.SZ,20070331,96797453.58,1025638.56
000510.SZ,20070331,544458057.89,65631913.15
000511.SZ,20070331,175728493.67,4955.3
000513.SZ,20070331,322733072.83,34182259.5
000514.SZ,20070331,114858583.28,588570.63
000515.SZ,20070331,110289021.22,1902500.0
000516.SZ,20070331,431827435.78,11605887.22
000517.SZ,20070331,18850928.47,
000518.SZ,20070331,39624952.91,1549366.82
000519.SZ,20070331,31079784.04,670398.3
000520.SZ,20070331,298862216.23,331412574.13
000521.SZ,20070331,423135449.1,2866171.95
000522.SZ,20070331,667190392.78,9171620.67
000523.SZ,20070331,168784823.55,11539709.02
000524.SZ,20070331,65378689.05,13645148.08
000525.SZ,20070331,677182453.07,61692861.24
000526.SZ,20070331,835152.7,32196.0
000527.SZ,20070331,3324996612.85,97259742.17
000528.SZ,20070331,960062683.81,33792307.19
000529.SZ,20070331,36746079.11,
000530.SZ,20070331,293631467.96,12903343.56
000531.SZ,20070331,349534000.7,137606323.09
000532.SZ,20070331,70465110.96,9714972.53
000533.SZ,20070331,581352267.43,1664612.13
000534.SZ,20070331,146009827.6,2523949.99
000536.SZ,20070331,30088216.88,138242.41
000537.SZ,20070331,289428969.43,101479.0
000538.SZ,20070331,945987667.27,1663974.43
000539.SZ,20070331,1902763969.37,773536823.36
000540.SZ,20070331,59876427.13,308922.26
000541.SZ,20070331,325776237.29,35762661.86
000543.SZ,20070331,762206814.65,212928700.42
000544.SZ,20070331,34734386.32,822235.0
000545.SZ,20070331,12770699.67,1500.0
000546.SZ,20070331,5689755.0,195355.0
000547.SZ,20070331,119838610.51,428801.3
000548.SZ,20070331,304518738.71,14493886.19
000549.SZ,20070331,1650385739.96,130213307.2
000550.SZ,20070331,1928412657.69,95109927.43
000551.SZ,20070331,387529375.55,45963197.8
000552.SZ,20070331,59494228.21,623640.0
000553.SZ,20070331,283272368.94,7798233.4
000554.SZ,20070331,834574049.01,14380327.87
000555.SZ,20070331,,9980.0
000556.SZ,20070331,,
000557.SZ,20070331,12319424.53,81082.06
000558.SZ,20070331,33046264.8,61794.0
000559.SZ,20070331,1066870327.77,63960049.7
000560.SZ,20070331,334302285.75,418728.1
000561.SZ,20070331,62099731.93,613054.38
000562.SZ,20070331,7393756.83,2962748.32
000563.SZ,20070331,35994363.52,384935.0
000564.SZ,20070331,360198735.37,1164483.81
000565.SZ,20070331,87760719.22,42423148.3
000566.SZ,20070331,49474497.17,1829152.0
000567.SZ,20070331,38238841.52,1328426.0
000568.SZ,20070331,884115177.56,27839092.41
000569.SZ,20070331,626512032.99,2800870.0
000570.SZ,20070331,510597480.55,14002542.74
000571.SZ,20070331,196909644.19,25042330.73
000572.SZ,20070331,2750271961.11,28843268.24
000573.SZ,20070331,89665129.18,6522823.1
000576.SZ,20070331,219916445.58,4480412.84
000578.SZ,20070331,159142007.58,1138074.46
000581.SZ,20070331,685824155.26,70653024.47
000582.SZ,20070331,75874778.59,8843551.06
000583.SZ,20070331,,
000584.SZ,20070331,217209895.72,5748099.53
000585.SZ,20070331,124970402.31,200638.0
000586.SZ,20070331,176875965.94,617185.58
