ts_code,ann_date,end_date,total_liab,money_cap,total_assets
002263.SZ,20190628,20181231,1670171943.24,777935333.93,3838103131.93
688008.SH,20190628,20181231,564907632.37,3679991286.52,4180657397.3
600610.SH,20190628,20181231,488710134.66,8543580.18,26008562.43
603236.SH,20190626,20181231,637149588.98,283455763.66,1292448613.62
603530.SH,20190625,20181231,159665615.13,75452180.17,901414344.85
688006.SH,20190625,20181231,1396355129.74,484837510.21,2307894943.64
688002.SH,20190624,20181231,185277315.61,454821642.5,1191274990.35
688003.SH,20190624,20181231,215795275.09,241379642.27,635099396.62
688001.SH,20190619,20181231,331956016.98,371668840.13,1243257078.26
603983.SH,20190617,20181231,735022425.43,1563449985.59,2116886483.46
603687.SH,20190617,20181231,925760330.33,215502479.28,1969633146.07
300788.SZ,20190617,20181231,822742876.15,674186062.45,1710807589.53
920505.BJ,20190612,20181231,36203953.17,3855736.01,128174821.42
601698.SH,20190610,20181231,3609061824.48,2625470912.06,17148330476.6
603256.SH,20190610,20181231,210400370.39,453697363.84,1283881470.26
600968.SH,20190605,20181231,13840332927.25,1005682535.92,27779224645.22
603867.SH,20190605,20181231,857106227.97,309351754.54,1724618109.01
300594.SZ,20190603,20181231,263094832.32,123771382.84,620487250.34
300783.SZ,20190603,20181231,1984714972.0,816797979.46,3096494041.24
002956.SZ,20190603,20181231,226329098.43,406483367.49,748859839.39
300782.SZ,20190527,20181231,69037359.72,265432640.34,541490434.67
603915.SH,20190527,20181231,1008932242.27,562331877.11,2174893498.65
920001.BJ,20190525,20181231,36857531.89,53030392.25,275913978.27
300781.SZ,20190520,20181231,103749552.62,153534086.33,411289274.5
603217.SH,20190513,20181231,381176912.15,147344729.6,1268347753.0
603863.SH,20190513,20181231,281788189.4,434669565.89,854146659.92
300780.SZ,20190513,20181231,266495844.05,84737446.64,796349446.09
920252.BJ,20190501,20181231,24782329.42,6330266.91,42705744.63
920402.BJ,20190501,20181231,809062635.58,44117931.3,978850428.11
920152.BJ,20190501,20181231,137009587.13,2945960.67,313104255.81
000692.SZ,20190430,20181231,4628536007.74,464626323.65,6094147190.03
002640.SZ,20190430,20181231,4972726045.32,1071124891.2,12295544014.63
600319.SH,20190430,20181231,1240750831.86,53534501.63,1277522427.32
300411.SZ,20190430,20181231,441046698.72,201438726.2,2088490706.45
002421.SZ,20190430,20181231,3438389023.4,892377916.11,6765000908.12
000850.SZ,20190430,20181231,3298422927.4,249673753.26,7578544010.22
002445.SZ,20190430,20181231,2946220225.0,270835551.79,5150322729.08
000592.SZ,20190430,20181231,920602574.97,466065649.96,4303768827.29
603111.SH,20190430,20181231,2998569971.1,829584913.64,4746475076.08
002279.SZ,20190430,20181231,2110488979.18,793917307.25,3277058167.32
002931.SZ,20190430,20181231,118030959.69,160327932.04,614269412.65
600177.SH,20190430,20181231,47230709879.36,10708060229.95,75612003575.99
600210.SH,20190430,20181231,5670068085.48,1327654747.56,10374314906.91
002432.SZ,20190430,20181231,381910467.59,438312837.59,1908226379.51
002624.SZ,20190430,20181231,6669375276.08,4228909530.42,15978277672.0
002333.SZ,20190430,20181231,495483957.54,86324607.96,1820200688.0
300163.SZ,20190430,20181231,396038075.72,49855675.55,875655773.28
002102.SZ,20190430,20181231,5225107354.36,469889101.65,7668567056.67
002857.SZ,20190430,20181231,166830914.47,120974004.61,624336095.89
000007.SZ,20190430,20181231,191483115.41,6669715.39,385709995.47
603668.SH,20190430,20181231,1195077028.41,551054689.78,2134600991.04
300135.SZ,20190430,20181231,1720748123.16,644477255.11,2957260515.78
920263.BJ,20190430,20181231,180032667.1,33519486.14,452903198.64
002210.SZ,20190430,20181231,14659969784.78,3183899875.02,16653365640.73
600418.SH,20190430,20181231,33766635041.88,9356041807.65,47491504865.09
