ts_code,end_date,total_liab,money_cap,total_assets
000016.SZ,20060331,5020706751.06,550924873.55,8514032036.17
002023.SZ,20060331,53460505.79,139852813.88,552250262.68
001267.SZ,20060331,621196544.84,404077.07,266667305.2
000563.SZ,20060331,,,1162421952.08
600816.SH,20060331,716781451.68,7143626.33,1166470235.86
600198.SH,20060331,3738704394.38,341343598.6,4958314505.79
000006.SZ,20060331,1416391335.87,444661198.5,2606651791.14
600983.SH,20060331,128392093.74,184795671.85,638713481.22
600004.SH,20060331,3794054703.47,509947858.29,8043893275.17
600498.SH,20060331,1373247956.33,544582715.76,3792364734.93
600699.SH,20060331,1017180331.76,5771909.96,1496454120.01
600291.SH,20060331,558793118.65,116134795.01,1255539254.74
600496.SH,20060331,1378042853.81,301224969.01,1773528827.37
600523.SH,20060331,421653210.87,74769939.92,1007360929.25
600035.SH,20060331,1055361296.78,206632551.09,3250642701.44
600005.SH,20060331,15997468328.96,3784831503.01,36515918653.28
600096.SH,20060331,3470918858.59,1225201343.91,6927600924.84
600570.SH,20060331,48920856.2,80126515.94,419359279.2
600210.SH,20060331,4025808744.95,391073397.47,7262933842.2
600231.SH,20060331,654732390.93,504686479.51,3104964293.36
600217.SH,20060331,1362686349.34,36060854.08,2018912002.34
600685.SH,20060331,2170512528.84,935256961.79,3062029654.6
000589.SZ,20060331,2099466783.95,209192645.99,3125377851.99
000591.SZ,20060331,1681123253.95,566924038.09,2082294589.76
000608.SZ,20060331,1578550000.0,450008000.0,2557650000.0
000810.SZ,20060331,416562940.54,40310198.14,770398796.1
000920.SZ,20060331,,,1509054373.15
600549.SH,20060331,2685536739.98,277666775.69,3982571158.73
000717.SZ,20060331,7370697859.21,1028659934.83,12378287014.15
600270.SH,20060331,1445853813.78,2477037517.61,4769393874.59
600227.SH,20060331,405137340.74,767642689.87,1670908959.51
600281.SH,20060331,1589864375.55,356738964.74,2792957846.24
600251.SH,20060331,464320561.01,150550879.94,910941469.44
000569.SZ,20060331,1539456639.09,110345141.33,2335830522.01
000526.SZ,20060331,36927996.31,23739860.38,191376836.2
600689.SH,20060331,531153461.16,112318114.55,859237404.54
600240.SH,20060331,779291028.26,323092812.65,1387885442.66
600648.SH,20060331,3142181022.58,429347823.18,4297696241.7
600256.SH,20060331,2744404104.8,318865464.24,4667528699.51
600583.SH,20060331,1057821271.87,502222340.2,3458834901.87
600118.SH,20060331,579865322.52,483710369.15,986046168.65
600060.SH,20060331,2097977658.82,312655920.02,4775868836.28
600038.SH,20060331,614018658.79,240283979.38,1776156834.8
600327.SH,20060331,712628117.49,418699549.17,1452430083.23
600764.SH,20060331,656722210.36,102310837.03,1294938746.82
600260.SH,20060331,544689449.51,207282387.17,1642433838.77
600261.SH,20060331,508019158.67,487007505.58,1321700403.51
600708.SH,20060331,1431644971.29,229298088.18,2391783177.35
600608.SH,20060331,869428052.69,29985491.75,1306488925.66
600099.SH,20060331,79972564.61,272085584.44,542400328.39
600317.SH,20060331,1951192087.86,106678863.6,2919288342.12
000568.SZ,20060331,931554224.93,336960652.74,2591591207.46
600326.SH,20060331,365814439.01,82587188.7,821327295.59
000538.SZ,20060331,835028261.46,561353237.84,1804260793.01
600590.SH,20060331,855150933.2,112425821.03,1355718781.48
000782.SZ,20060331,1211454744.16,77881506.31,2200924989.6
000720.SZ,20060331,2598781643.18,245868175.1,4131970596.07
600393.SH,20060331,960872976.56,109477960.68,1519937242.93
600400.SH,20060331,1319251301.75,579483033.47,2542813269.38
600403.SH,20060331,95271421.24,192200852.28,372218263.49
600444.SH,20060331,513092404.47,16446094.82,811751265.95
600366.SH,20060331,1164450411.81,165584092.19,1950035204.42
600355.SH,20060331,89342900.18,159499801.26,738317204.46
600420.SH,20060331,93902610.56,169848114.44,592949766.76
600380.SH,20060331,1605582254.68,671886798.14,4612544505.09
600391.SH,20060331,278845573.54,70520313.04,752359577.16
000159.SZ,20060331,592651943.53,42738724.51,1171153272.26
000155.SZ,20060331,832440744.1,387226014.44,2501307797.31
