ts_code,end_date,total_liab,money_cap,total_assets
920017.BJ,20080630,82203130.3,3421334.07,168983177.97
688981.SH,20080630,12806893119.0,,31888669256.0
603927.SH,20080630,175451889.0,39349751.45,353917882.73
603588.SH,20080630,,,86439200.0
601999.SH,20080630,613509905.92,620428257.06,1908630934.95
601998.SH,20080630,1027012000000.0,,1117208000000.0
601991.SH,20080630,112460586000.0,9257438000.0,143957480000.0
601990.SH,20080630,5328455144.53,4721410186.77,7780086896.95
601988.SH,20080630,6023451000000.0,,6487313000000.0
601975.SH,20080630,6155992007.48,1270953699.12,10470418414.28
601958.SH,20080630,1210259346.86,9321973261.53,14041108083.2
601939.SH,20080630,6602308000000.0,,7057706000000.0
601919.SH,20080630,55338849679.34,32510373604.38,121351734579.74
601918.SH,20080630,8301972492.1,1933797195.6,13001711788.99
601916.SH,20080630,66823657113.0,,70640127484.0
601899.SH,20080630,6408463313.29,7201474763.9,25598780228.53
601898.SH,20080630,28749945000.0,39464354000.0,91797755000.0
601878.SH,20080630,6554767654.72,4698206813.63,9233497936.25
601872.SH,20080630,3918173197.0,4115331316.0,13262218010.0
601866.SH,20080630,16902292393.37,15647415328.39,49680778360.95
601857.SH,20080630,316651000000.0,74377000000.0,1059396000000.0
601808.SH,20080630,5544423575.0,6435536666.0,23763865806.0
601788.SH,20080630,48083589452.33,23169093432.34,58269309133.98
601699.SH,20080630,8751239854.31,2352822135.38,13428204503.96
601688.SH,20080630,37614720892.04,23193394462.57,46727968399.17
601666.SH,20080630,6694537381.5,5319514984.5,13385318088.03
601628.SH,20080630,784598000000.0,42226000000.0,913020000000.0
601607.SH,20080630,5999691060.26,1022484853.24,8075259239.82
601601.SH,20080630,255337000000.0,17499000000.0,305985000000.0
601600.SH,20080630,58028744000.0,11590371000.0,120526052000.0
601588.SH,20080630,14311689928.0,3644542302.0,22830542397.0
601555.SH,20080630,10324817122.86,11430693723.73,13279834516.56
601398.SH,20080630,8845618000000.0,,9399960000000.0
601390.SH,20080630,173307402000.0,53515255000.0,234125632000.0
601377.SH,20080630,19471425500.02,9977765184.7,23675056879.33
601333.SH,20080630,6005093794.59,1422935964.83,27907968564.95
601328.SH,20080630,2290968000000.0,,2426366000000.0
601318.SH,20080630,560228000000.0,69127000000.0,643606000000.0
601236.SH,20080630,3053303757.15,3097899399.46,6129066304.73
601229.SH,20080630,319268671000.0,,335739103000.0
601211.SH,20080630,88325720852.39,47300847390.97,104131321837.68
601186.SH,20080630,159646545000.0,53642532000.0,205527867000.0
601169.SH,20080630,334630394000.0,,363352953000.0
601168.SH,20080630,5928076319.0,5332928255.0,16771904616.0
601166.SH,20080630,873081853839.63,,916963905675.66
601136.SH,20080630,3472956293.66,2036407905.91,4499946673.67
601111.SH,20080630,63605231000.0,4558193000.0,95269678000.0
601099.SH,20080630,2344622077.1,1645624628.07,3922499809.6
601088.SH,20080630,97405000000.0,57255000000.0,253724000000.0
601009.SH,20080630,79857824731.42,,90045772175.59
601008.SH,20080630,814477788.41,387131202.46,2419304451.72
601007.SH,20080630,143680494.46,496153259.97,1247742742.44
601006.SH,20080630,18366757786.0,7954553316.0,55727921542.0
601005.SH,20080630,7333841000.0,1529680000.0,12864424000.0
601003.SH,20080630,10200406415.06,1136649081.57,15219280479.64
601002.SH,20080630,1455014505.02,197397328.82,3188801048.05
601001.SH,20080630,5068227917.19,4905832770.48,10313619780.73
600999.SH,20080630,74748236000.0,26131216000.0,82548088000.0
600997.SH,20080630,5460196651.3,1295542422.79,9422765895.28
600995.SH,20080630,590068491.07,52054391.38,1317710862.17
600993.SH,20080630,195360476.55,463259827.52,997426374.11
600992.SH,20080630,550367342.8,569834411.19,1341747525.58
600991.SH,20080630,3609678479.16,790301526.72,5911942566.11
600990.SH,20080630,144573965.11,34891879.59,474590768.46
600988.SH,20080630,109732304.04,168674.97,111189199.47
600987.SH,20080630,316637409.4,141859257.8,1570935183.06
600986.SH,20080630,677411134.77,209085526.03,1300059732.72
600985.SH,20080630,34321138.51,153537648.87,384848623.96
600984.SH,20080630,384129391.73,26224080.99,709419546.13
600983.SH,20080630,212575024.36,214094664.77,807519942.62
600982.SH,20080630,148082127.5,100832339.85,525531271.03
600981.SH,20080630,1610201990.1,366902824.79,2513385304.65
600980.SH,20080630,198483338.02,88755748.1,544006702.9
600979.SH,20080630,901108079.28,89544818.39,1317407724.73
600978.SH,20080630,1708393727.15,1089657525.29,4249232907.96
600976.SH,20080630,443575059.7,333592360.21,1198837020.18
600975.SH,20080630,199444184.14,234241034.98,677106949.38
600973.SH,20080630,1941094732.91,553544670.05,2840098769.45
600971.SH,20080630,3267160926.37,495894988.86,4572195469.76
600970.SH,20080630,11043217162.6,5599455105.7,12547442750.98
600969.SH,20080630,1655143575.01,368561322.36,2435843920.47
600967.SH,20080630,889443091.17,420516464.97,1747680314.58
600966.SH,20080630,1810090514.49,558058440.33,4425976547.51
600965.SH,20080630,112961738.12,24270587.93,638349107.78
600963.SH,20080630,3851320960.25,699924758.41,6773312708.24
600962.SH,20080630,1044525452.32,111448326.45,1770877529.46
600961.SH,20080630,3048318647.23,441008059.5,5237045833.49
600960.SH,20080630,1441743258.19,416780139.13,2092365153.14
600958.SH,20080630,24619106858.93,11046803420.73,31689050603.43
600939.SH,20080630,8947551886.75,1171354891.46,10446197648.94
600909.SH,20080630,4339770778.67,5162048646.96,6528689399.67
600900.SH,20080630,24010255266.78,2151926272.0,61430408833.81
600898.SH,20080630,567850785.46,465386635.44,860003088.98
600897.SH,20080630,103405550.01,216046676.51,1468524464.63
600896.SH,20080630,729554242.06,161878381.29,2541103773.01
