ts_code,ann_date,end_date,operate_profit
600968.SH,20190625,20190331,118201401.92
688002.SH,20190624,20190331,24019369.59
688266.SH,20190610,20190331,-173660032.13
603256.SH,20190610,20190331,33315864.47
300782.SZ,20190527,20190331,48929793.57
300776.SZ,20190516,20190331,87588372.49
600989.SH,20190515,20190331,1185335411.46
603267.SH,20190514,20190331,101141689.33
605589.SH,20190501,20190331,136387903.25
603927.SH,20190501,20190331,23499718.69
688122.SH,20190501,20190331,42124464.82
601669.SH,20190430,20190331,3151120645.06
601360.SH,20190430,20190331,768536000.0
601390.SH,20190430,20190331,5410357000.0
601515.SH,20190430,20190331,267232566.4
601600.SH,20190430,20190331,701982000.0
601633.SH,20190430,20190331,936646137.1
601668.SH,20190430,20190331,15540203000.0
600195.SH,20190430,20190331,103769183.67
601258.SH,20190430,20190331,-493112831.0
601717.SH,20190430,20190331,501293693.22
601727.SH,20190430,20190331,1437134000.0
601766.SH,20190430,20190331,2410022000.0
601800.SH,20190430,20190331,4666693327.0
601811.SH,20190430,20190331,215359839.86
601857.SH,20190430,20190331,29273000000.0
601866.SH,20190430,20190331,661260621.19
601872.SH,20190430,20190331,282692022.81
601298.SH,20190430,20190331,1297765498.0
601238.SH,20190430,20190331,2346950145.0
601991.SH,20190430,20190331,1123883000.0
601117.SH,20190430,20190331,818171587.96
601000.SH,20190430,20190331,548683302.38
601002.SH,20190430,20190331,95205297.12
601010.SH,20190430,20190331,132842326.79
601012.SH,20190430,20190331,740700067.8
601018.SH,20190430,20190331,1057679000.0
601019.SH,20190430,20190331,221803307.9
601021.SH,20190430,20190331,635407104.0
601068.SH,20190430,20190331,126432576.91
601118.SH,20190430,20190331,39315501.74
601231.SH,20190430,20190331,259805553.1
601126.SH,20190430,20190331,-29850799.03
601127.SH,20190430,20190331,-8085786.45
601138.SH,20190430,20190331,3400380000.0
601168.SH,20190430,20190331,384004846.0
601186.SH,20190430,20190331,5493261000.0
601200.SH,20190430,20190331,193543285.53
601212.SH,20190430,20190331,116435372.93
601216.SH,20190430,20190331,814373018.8
601899.SH,20190430,20190331,1497254443.0
603005.SH,20190430,20190331,3857140.94
603000.SH,20190430,20190331,-28388736.75
603658.SH,20190430,20190331,138361095.98
600352.SH,20190430,20190331,1558364136.44
600346.SH,20190430,20190331,608094860.31
603556.SH,20190430,20190331,85524862.84
603555.SH,20190430,20190331,20232042.11
600393.SH,20190430,20190331,99327784.29
600335.SH,20190430,20190331,246093880.68
600363.SH,20190430,20190331,30787573.42
603833.SH,20190430,20190331,104882871.74
600362.SH,20190430,20190331,953669026.0
603613.SH,20190430,20190331,31600705.51
603569.SH,20190430,20190331,56166236.35
603885.SH,20190430,20190331,459127315.17
603986.SH,20190430,20190331,34857957.59
600252.SH,20190430,20190331,202149762.03
600240.SH,20190430,20190331,-92662283.91
600221.SH,20190430,20190331,1616765000.0
600200.SH,20190430,20190331,11697138.72
603650.SH,20190430,20190331,108619352.38
600329.SH,20190430,20190331,217639584.94
600196.SH,20190430,20190331,990831834.2
603806.SH,20190430,20190331,252620807.49
603056.SH,20190430,20190331,-72071399.62
603127.SH,20190430,20190331,15504117.59
603156.SH,20190430,20190331,1058905622.28
600998.SH,20190430,20190331,387499704.91
603185.SH,20190430,20190331,49675669.78
603188.SH,20190430,20190331,107897053.33
603198.SH,20190430,20190331,472036782.98
603233.SH,20190430,20190331,245421022.96
603259.SH,20190430,20190331,506272181.69
603260.SH,20190430,20190331,506105169.46
603317.SH,20190430,20190331,86797628.61
603328.SH,20190430,20190331,136129134.58
603338.SH,20190430,20190331,120018938.08
603355.SH,20190430,20190331,99057131.9
600295.SH,20190430,20190331,380971078.28
600312.SH,20190430,20190331,24086542.01
600320.SH,20190430,20190331,87944494.0
603179.SH,20190430,20190331,60518857.1
600978.SH,20190430,20190331,136174899.22
600988.SH,20190430,20190331,73414382.48
600586.SH,20190430,20190331,77048148.68
600525.SH,20190430,20190331,42437553.54
600537.SH,20190430,20190331,-21250255.37
600545.SH,20190430,20190331,177546000.0
600551.SH,20190430,20190331,119321909.62
600562.SH,20190430,20190331,20424407.56
600565.SH,20190430,20190331,159866195.31
600580.SH,20190430,20190331,285334562.29
600584.SH,20190430,20190331,-227370120.31
600587.SH,20190430,20190331,586370953.45
600642.SH,20190430,20190331,788222260.29
600594.SH,20190430,20190331,78394468.72
600596.SH,20190430,20190331,171446128.55
600600.SH,20190430,20190331,1122605550.0
