ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,n_cashflow_act,c_pay_acq_const_fiolta
600978.SH,20220901,20220901,20220630,1,1,2,-11117559.65,
600614.SH,20220901,20220901,20220630,1,1,2,-257675.03,9600.0
600038.SH,20220831,20220831,20220630,1,1,2,-2383322687.43,54662368.79
000488.SZ,20220831,20220831,20220630,1,1,2,998264209.45,815285839.39
600295.SH,20220831,20220831,20220630,1,1,2,3760930692.97,1704793591.07
600125.SH,20220831,20220831,20220630,1,1,2,451937506.34,52980676.1
600522.SH,20220831,20220831,20220630,1,1,2,-259261090.59,898977926.63
000425.SZ,20220831,20220831,20220630,1,1,2,2523683011.3,1489593142.83
600151.SH,20220831,20220831,20220630,1,1,2,300892595.58,123768306.95
000034.SZ,20220831,20220831,20220630,1,1,2,-133178942.71,128418836.46
600017.SH,20220831,20220831,20220630,1,1,2,1483467716.84,972233406.04
000806.SZ,20220831,20220831,20220630,1,1,2,-36465125.78,3818882.02
600068.SH,20220831,20220831,20220630,1,1,2,-12711959004.61,1932679226.42
600426.SH,20220831,20220831,20220630,1,1,2,4445565939.29,2627502993.4
000501.SZ,20220831,20220831,20220630,1,1,2,250175195.36,1383244857.89
600635.SH,20220831,20220831,20220630,1,1,2,566772737.36,161780537.75
600425.SH,20220831,20220831,20220630,1,1,2,86617307.66,163129559.06
600886.SH,20220831,20220831,20220630,1,1,2,8648391563.88,4692660510.21
600085.SH,20220831,20220831,20220630,1,1,2,1883382071.01,127944148.62
300104.SZ,20220831,20220831,20220630,1,1,2,161580299.18,26330000.0
000625.SZ,20220831,20220831,20220630,1,1,2,5852236420.2,783516340.12
000669.SZ,20220831,20220831,20220630,1,1,2,223039760.11,66872711.96
600751.SH,20220831,20220831,20220630,1,1,2,37279000.0,43432000.0
600466.SH,20220831,20220831,20220630,1,1,2,263973575.56,1197082.84
600100.SH,20220831,20220831,20220630,1,1,2,-2290486789.42,402066286.26
600088.SH,20220831,20220831,20220630,1,1,2,-301039209.71,4928283.16
600008.SH,20220831,20220831,20220630,1,1,2,1363447191.91,4137628676.43
688567.SH,20220831,20220831,20220630,1,1,2,-842371434.89,529702604.43
600416.SH,20220831,20220831,20220630,1,1,2,-272279709.25,8928399.7
600031.SH,20220831,20220831,20220630,1,1,2,2986374000.0,2731219000.0
600060.SH,20220831,20220831,20220630,1,1,2,3348231853.45,115097016.66
600887.SH,20220831,20220831,20220630,1,1,2,5529910821.82,3046467041.37
601005.SH,20220831,20220831,20220630,1,1,2,936511000.0,2420875000.0
600582.SH,20220831,20220831,20220630,1,1,2,862951626.22,121695505.63
600500.SH,20220831,20220831,20220630,1,1,2,1384186532.42,4089549356.77
000592.SZ,20220831,20220831,20220630,1,1,2,118389089.15,15953055.33
000596.SZ,20220831,20220831,20220630,1,1,2,4191246799.79,714217547.21
600115.SH,20220831,20220831,20220630,1,1,2,-1575000000.0,2490000000.0
000612.SZ,20220831,20220831,20220630,1,1,2,779622461.35,75818856.86
600240.SH,20220831,20220831,20220630,1,1,2,28951457.72,
000623.SZ,20220831,20220831,20220630,1,1,2,37041289.92,125106064.88
600637.SH,20220831,20220831,20220630,1,1,2,-727343201.67,502597410.4
600361.SH,20220831,20220831,20220630,1,1,2,318365999.1,78558462.71
000800.SZ,20220831,20220831,20220630,1,1,2,1443137726.63,1125719469.03
600682.SH,20220831,20220831,20220630,1,1,2,679776270.14,167377430.73
300418.SZ,20220831,20220831,20220630,1,1,2,410836979.19,43420845.49
000785.SZ,20220831,20220831,20220630,1,1,2,1797090023.45,317976672.27
600373.SH,20220831,20220831,20220630,1,1,2,464036367.27,43355503.02
600867.SH,20220831,20220831,20220630,1,1,2,574330355.99,284576557.06
600372.SH,20220831,20220831,20220630,1,1,2,-1375361747.95,226304481.06
600654.SH,20220831,20220831,20220630,1,1,2,112766482.05,3355172.65
600339.SH,20220831,20220831,20220630,1,1,2,-10504607319.53,158283025.25
600739.SH,20220831,20220831,20220630,1,1,2,-11923727.71,337393328.03
688538.SH,20220831,20220831,20220630,1,1,2,-29635132.76,1207228396.17
600783.SH,20220831,20220831,20220630,1,1,2,-84574879.85,2753743.03
688425.SH,20220831,20220831,20220630,1,1,2,212466960.04,511042201.06
601866.SH,20220831,20220831,20220630,1,1,2,4747780350.62,5855272987.39
601828.SH,20220831,20220831,20220630,1,1,2,2001276530.19,762478845.52
601816.SH,20220831,20220831,20220630,1,1,2,962758597.0,617330488.9
601800.SH,20220831,20220831,20220630,1,1,2,-45724544630.0,20030240239.0
601778.SH,20220831,20220831,20220630,1,1,2,770252037.09,1024671893.65
601717.SH,20220831,20220831,20220630,1,1,2,704724989.9,462258461.68
601698.SH,20220831,20220831,20220630,1,1,2,-36022762.2,248111212.98
601636.SH,20220831,20220831,20220630,1,1,2,586090870.54,1191794492.45
601633.SH,20220831,20220831,20220630,1,1,2,8164218672.39,7108528787.73
601618.SH,20220831,20220831,20220630,1,1,2,167708000.0,1327518000.0
601615.SH,20220831,20220831,20220630,1,1,2,-2414890030.32,4133392274.49
601390.SH,20220831,20220831,20220630,1,1,2,-37715787000.0,21589987000.0
601333.SH,20220831,20220831,20220630,1,1,2,-695486622.0,248037607.0
601298.SH,20220831,20220831,20220630,1,1,2,3186960054.0,1183000834.0
601238.SH,20220831,20220831,20220630,1,1,2,-5410317236.0,3196981992.0
601228.SH,20220831,20220831,20220630,1,1,2,1623821151.11,1845112297.3
601225.SH,20220831,20220831,20220630,1,1,2,18193591572.55,1902389301.38
601212.SH,20220831,20220831,20220630,1,1,2,-255829524.91,372673561.59
601186.SH,20220831,20220831,20220630,1,1,2,-19604382000.0,15026123000.0
601179.SH,20220831,20220831,20220630,1,1,2,-165741843.24,138469686.29
601126.SH,20220831,20220831,20220630,1,1,2,-129490072.87,37573430.83
601111.SH,20220831,20220831,20220630,1,1,2,-6650156000.0,1212470000.0
601021.SH,20220831,20220831,20220630,1,1,2,-188417914.0,2131713473.0
601868.SH,20220831,20220831,20220630,1,1,2,-13792961000.0,6107049000.0
601872.SH,20220831,20220831,20220630,1,1,2,3087304577.33,1422265456.95
601877.SH,20220831,20220831,20220630,1,1,2,-1542155438.23,2770939606.38
603708.SH,20220831,20220831,20220630,1,1,2,885432231.96,157146252.46
688375.SH,20220831,20220831,20220630,1,1,2,-292803775.9,228687301.16
688349.SH,20220831,20220831,20220630,1,1,2,-1012318881.48,782059793.26
688331.SH,20220831,20220831,20220630,1,1,2,-698888452.45,382927553.0
688235.SH,20220831,20220831,20220630,1,1,2,-3337338000.0,749586000.0
688180.SH,20220831,20220831,20220630,1,1,2,-458226892.0,151459064.9
688047.SH,20220831,20220831,20220630,1,1,2,-170806963.88,46253907.33
688019.SH,20220831,20220831,20220630,1,1,2,61865949.39,66870507.02
688005.SH,20220831,20220831,20220630,1,1,2,950428568.1,1819656082.7
603885.SH,20220831,20220831,20220630,1,1,2,118198755.43,408233567.49
603737.SH,20220831,20220831,20220630,1,1,2,155988705.19,581053049.83
603638.SH,20220831,20220831,20220630,1,1,2,86120165.98,81926001.45
601888.SH,20220831,20220831,20220630,1,1,2,-3435636942.92,1266477230.22
603555.SH,20220831,20220831,20220630,1,1,2,98939249.74,31351135.62
603517.SH,20220831,20220831,20220630,1,1,2,494534564.32,289766311.31
603369.SH,20220831,20220831,20220630,1,1,2,853138794.24,505638231.22
603127.SH,20220831,20220831,20220630,1,1,2,545493427.6,116831691.46
603026.SH,20220831,20220831,20220630,1,1,2,1108432188.45,203554617.58
603019.SH,20220831,20220831,20220630,1,1,2,-1440659366.97,852929370.73
603001.SH,20220831,20220831,20220630,1,1,2,-156693200.43,52640353.73
601991.SH,20220831,20220831,20220630,1,1,2,12856090000.0,5232515000.0
601929.SH,20220831,20220831,20220630,1,1,2,-156414472.13,76951867.0
601919.SH,20220831,20220831,20220630,1,1,2,112538743170.83,1780102081.59
600811.SH,20220831,20220831,20220630,1,1,2,389578536.13,42331262.37
600827.SH,20220831,20220831,20220630,1,1,2,1616741525.79,420968194.99
600611.SH,20220831,20220831,20220630,1,1,2,-60768910.52,193686394.75
600545.SH,20220831,20220831,20220630,1,1,2,-141507000.0,55442000.0
600685.SH,20220831,20220831,20220630,1,1,2,1279468624.31,89389920.99
600167.SH,20220831,20220831,20220630,1,1,2,-370840806.58,118561367.33
000046.SZ,20220831,20220831,20220630,1,1,2,6522858.55,68020727.67
600019.SH,20220831,20220831,20220630,1,1,2,14549744527.45,9581547460.1
600687.SH,20220831,20220831,20220630,1,1,2,-5556513.81,
688772.SH,20220831,20220831,20220630,1,1,2,795760893.62,1488977193.55
600516.SH,20220831,20220831,20220630,1,1,2,260408065.3,67772257.57
600660.SH,20220831,20220831,20220630,1,1,2,2989284840.0,1386280162.0
