ts_code,ann_date,end_date,n_cashflow_act,c_pay_acq_const_fiolta,f_ann_date,comp_type,report_type,end_type
601019.SH,20240831,20240630,-243824485.36,156739530.45,20240831.0,1.0,1.0,2.0
600801.SH,20240831,20240630,1730584063.0,1444409433.0,20240831.0,1.0,1.0,2.0
002123.SZ,20240831,20240630,634709322.88,4486468.4,20240831.0,1.0,1.0,2.0
600827.SH,20240831,20240630,1216640670.18,341089113.58,20240831.0,1.0,1.0,2.0
002168.SZ,20240831,20240630,-50502770.43,5306338.35,20240831.0,1.0,1.0,2.0
600614.SH,20240831,20240630,-262400.99,21075.0,20240831.0,1.0,1.0,2.0
600811.SH,20240831,20240630,117923012.91,81720756.35,20240831.0,1.0,1.0,2.0
600597.SH,20240831,20240630,228900270.0,353500138.0,20240831.0,1.0,1.0,2.0
002203.SZ,20240831,20240630,-4209106826.7,839433959.92,20240831.0,1.0,1.0,2.0
600580.SH,20240831,20240630,354170332.45,625633005.16,20240831.0,1.0,1.0,2.0
002217.SZ,20240831,20240630,-89151410.22,30472958.01,20240831.0,1.0,1.0,2.0
600654.SH,20240831,20240630,45255960.82,8438792.18,20240831.0,1.0,1.0,2.0
600682.SH,20240831,20240630,277805739.78,103600993.98,20240831.0,1.0,1.0,2.0
600482.SH,20240831,20240630,4768483974.79,434649846.47,,,,
600879.SH,20240831,20240630,-3073159984.99,315037465.05,20240831.0,1.0,1.0,2.0
688361.SH,20240831,20240630,-94995376.8,68666324.67,20240831.0,1.0,1.0,2.0
601390.SH,20240831,20240630,-69332329000.0,24860049000.0,,,,
000685.SZ,20240831,20240630,-404227490.68,301909771.03,20240831.0,1.0,1.0,2.0
000727.SZ,20240831,20240630,-159061622.62,556096599.16,20240831.0,1.0,1.0,2.0
000166.SZ,20240831,20240630,-20261447396.7,254617616.08,,,,
600867.SH,20240831,20240630,128224217.42,282159342.24,20240831.0,1.0,1.0,2.0
600642.SH,20240831,20240630,4454817827.71,2812071397.53,20240831.0,1.0,1.0,2.0
600917.SH,20240831,20240630,360869872.85,201401128.64,20240831.0,1.0,1.0,2.0
002399.SZ,20240831,20240630,1294842070.7,87347256.63,20240831.0,1.0,1.0,2.0
002390.SZ,20240831,20240630,181185712.37,62074855.2,20240831.0,1.0,1.0,2.0
002408.SZ,20240831,20240630,886434164.5,568754204.53,20240831.0,1.0,1.0,2.0
002081.SZ,20240831,20240630,-1190262319.12,19104436.51,20240831.0,1.0,1.0,2.0
600521.SH,20240831,20240630,1297827513.8,788970589.8,20240831.0,1.0,1.0,2.0
601005.SH,20240831,20240630,822749668.37,415809328.07,20240831.0,1.0,1.0,2.0
603127.SH,20240831,20240630,157716643.31,130028912.2,20240831.0,1.0,1.0,2.0
000776.SZ,20240831,20240630,-33573962859.97,345756698.86,,,,
688390.SH,20240831,20240630,-908229488.41,261711587.72,20240831.0,1.0,1.0,2.0
600528.SH,20240831,20240630,-2246911318.83,346177113.31,20240831.0,1.0,1.0,2.0
688425.SH,20240831,20240630,351886731.73,320710707.72,20240831.0,1.0,1.0,2.0
603517.SH,20240831,20240630,718981689.37,194820368.28,20240831.0,1.0,1.0,2.0
603486.SH,20240831,20240630,247675913.0,479798454.69,20240831.0,1.0,1.0,2.0
603317.SH,20240831,20240630,297469633.91,78083609.64,20240831.0,1.0,1.0,2.0
603290.SH,20240831,20240630,520962279.2,1424782094.41,20240831.0,1.0,1.0,2.0
603228.SH,20240831,20240630,1148535005.76,783280369.66,20240831.0,1.0,1.0,2.0
603185.SH,20240831,20240630,112123596.75,1526956775.39,20240831.0,1.0,1.0,2.0
603179.SH,20240831,20240630,679261786.72,939705068.2,20240831.0,1.0,1.0,2.0
601698.SH,20240831,20240630,301823447.98,49792823.9,,,,
601992.SH,20240831,20240630,-4170136271.34,1241603487.25,20240831.0,1.0,1.0,2.0
601868.SH,20240831,20240630,-14514997000.0,24456255000.0,,,,
601866.SH,20240831,20240630,379434303.74,2507078092.52,20240831.0,1.0,1.0,2.0
601828.SH,20240831,20240630,-821266895.74,194886587.96,20240831.0,1.0,1.0,2.0
601778.SH,20240831,20240630,-725696037.69,1047255137.59,20240831.0,1.0,1.0,2.0
601727.SH,20240831,20240630,-202352000.0,1491925000.0,20240831.0,1.0,1.0,2.0
601615.SH,20240831,20240630,-4553061557.67,3096055714.75,20240831.0,1.0,1.0,2.0
