ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
600606.SH,20250429,20250429,20250331,1,1,1,14054218314.0,10133518644.32,35141354318.83,6782152925.99,1542704106.39,21730740494.26,7329394387.3,593308265.58,64468750988.4,78440157115.85,10000377032.92,478444407.3,3828680.56,497737805890.91,,2410622561.92,,,,,,,23612819723.65,867133446608.82,,,38792920688.68,20280977965.28,,,6317853061.73,,,,,13750673.57,,12623589777.51,3061327.57,2482036646.77,501429784.96,18697333625.95,2775670180.22,12026802910.97,189968827607.05,,,,252628.07,,,,,,,,,,,,,1057102274215.87,73361249489.89,39623364897.23,,4470179219.7,,,7423205635.68,327650658505.34,1789414343.7,,,2031951196.99,54939142812.76,2074655379.1,995897589.88,69581435348.26,,,,,,,,72846555623.86,27452726499.32,806620684797.85,24512274900.55,,,1163257803.48,3022895137.01,759474055.21,11707773226.89,131365537240.05,,157866.94,,,,,,,,,,,,,,,937986222037.9,,,,,55506473492.87,63609578685.1,119116052177.97,1057102274215.87,,-4044369624.43,,,,,,,2269767304.09,2237757648.94,,,157884373725.68,193503582230.15,65062059253.98,335073864141.02,78922430203.71,42250228364.08,3754803701.4,72651988317.24,10799223550.98,459093409.96,13281771309.82,0
603658.SH,20250418,20250418,20250331,1,1,1,571424768.0,3358127469.5,4653097643.92,293162011.78,,232830899.63,231034759.8,21449039.17,1096610904.01,,39101818.13,194694.6,,1170654495.92,,,,,,,,,3640730929.94,6462106370.66,,,17598636.34,25188435.08,,,,2871569206.06,,,,,,131612654.59,39899199.13,164648504.26,71565934.11,340497674.64,,600636898.83,5505925305.88,,,,,,,,,,,,,,,,,11968031676.54,,321996399.08,,,,,667500000.0,630665859.85,,,,60770910.69,162351413.08,,,,,,,,,,,10523820.02,92702705.41,2462122219.57,,,,4679170.1,274720721.2,67492495.62,169577198.58,536052608.02,,,,,,,,,,,,,,,,,2998174827.59,,,,,92920021.79,8876936827.16,8969856848.95,11968031676.54,,1124933.96,,,,,,,,,,,,60658764.78,1118059943.18,1298165859.85,26003081.05,2871569206.06,1053481097.32,454952346.66,,,,1
600299.SH,20250429,20250429,20250331,1,1,1,2681901273.0,1004724989.0,12426891630.0,714341527.0,,1608270356.0,,,2040588658.0,,118814040.0,,2889410.0,2721838510.0,,,,,,,,,616494579.0,7262532111.0,,,102402463.0,,,,544197884.0,8338352991.0,1722156938.0,,,,,2015241076.0,202608979.0,2119515924.0,2879202.0,174930447.0,,74272205.0,16033405820.0,,,,41835380.0,,,,,,,,,,,,,23295937931.0,1092915979.0,200221.0,,,,,22700000.0,1810608780.0,,,,735024881.0,290012348.0,235495.0,,,,,,,,,,379821303.0,624387.0,4074052999.0,,,,548074983.0,654401690.0,135130044.0,,3036352807.0,,2643949.0,,,,,,,,,,,,,,,7110405806.0,,,,,28748320.0,16156783805.0,16185532125.0,23295937931.0,282931782.0,-671075614.0,,,,,,,,,,,,87668739.0,2040588658.0,1833308780.0,114690588.0,8338352991.0,1722156938.0,744748391.0,16124795.0,,,0
002461.SZ,20250425,20250425,20250331,1,1,1,2213328480.0,4504528968.93,3612937600.99,332278792.46,,7190957058.16,340643607.94,,75235630.56,,15062617.03,,,663431526.9,,,,,,,,,22524162.44,8312263751.75,,,,51066879.92,,,,3155674454.46,875695891.13,,,,,2200354084.85,,,,415735360.39,,84918927.35,6949712944.47,,,,,,,,,,,,,,,,,15261976696.22,,1657667187.19,,,,,171596167.65,547188926.23,21749.84,,,114931314.4,128148753.28,,,,,,,,,,,2306979.01,4437324.57,3669085330.72,,,,,27643838.97,817423749.23,,854451360.81,,,,,,,,,,,,,,,,,4523536691.53,,,,,71448090.66,10666991914.03,10738440004.69,15261976696.22,,3918071.65,,,,,,,,,,,,620014208.51,75235630.56,718785093.88,4409148.72,3155674454.46,875695891.13,422772720.04,,,,0
603707.SH,20250429,20250429,20250331,1,1,1,1615634969.0,588594990.36,3753138949.87,535696037.71,28239063.21,662890157.3,767722471.96,,942719507.91,,189078041.48,,,3397433729.88,,,,,,,,,17318964.96,6272049783.71,,,,,,,,,116573558.04,,,,,327962512.29,657881048.02,129326696.4,960208.46,188271636.75,,63803029.79,2656256380.24,,,,,,,,,,,,,,,,,8928306163.95,297000000.0,648929367.35,,,,3258107.52,,414504499.38,,,,182611013.91,33468326.82,,,,,,,,,,,2196426.38,11681676.5,1377598789.36,523377725.84,,,,37411068.54,85264921.4,,977344480.31,,,,,,,,,,,,,,,,,2354943269.67,,,,,-3522035.64,6576884929.92,6573362894.28,8928306163.95,,6290849.23,49290070.54,,,,,,,,,,,40727668.18,942719507.91,414504499.38,277388635.88,1061226102.58,116573558.04,40221703.32,6170000.0,,,0
601998.SH,20250430,20250430,20250331,1,2,1,55645000000.0,95566000000.0,363299000000.0,67629000000.0,,,653867000000.0,,,,,,,,,,,446523000000.0,,,,99702000000.0,,,,,7518000000.0,573000000.0,,105157000000.0,,50983000000.0,894000000.0,,,,,3620000000.0,,951000000.0,,56440000000.0,5747735000000.0,,,368270000000.0,122133000000.0,31371000000.0,64735000000.0,,,,,,,,,,,,,9855268000000.0,,,109173000000.0,,104422000000.0,2754000000.0,,,,384067000000.0,,18430000000.0,7375000000.0,,,,,,,,,,,,,,1333636000000.0,,,10174000000.0,58000000.0,,,,822554000000.0,66846000000.0,6111779000000.0,,46228000000.0,,,,,,,,,,,,9028427000000.0,,111801000000.0,,,18409000000.0,808432000000.0,826841000000.0,9855268000000.0,,9544000000.0,104948000000.0,34955000000.0,,,,,,,,,,,,,,,,,,1123392000000.0,956456000000.0,0
601998.SH,20250430,20250430,20250331,1,2,1,55645162264.0,95566000000.0,363299000000.0,67629000000.0,,,653867000000.0,,,,,,,,,,,446523000000.0,,,,99702000000.0,,,,,7518000000.0,573000000.0,,105157000000.0,,50983000000.0,894000000.0,,,,,3620000000.0,,951000000.0,,56440000000.0,5747735000000.0,,,368270000000.0,122133000000.0,31371000000.0,64735000000.0,,,,,,,,,,,,,9855268000000.0,,,109173000000.0,,104422000000.0,2754000000.0,,,,384067000000.0,,18430000000.0,7375000000.0,,,,,,,,,,,,,,1333636000000.0,,,10174000000.0,58000000.0,,,,822554000000.0,66846000000.0,6111779000000.0,,46228000000.0,,,,,,,,,,,,9028427000000.0,,111801000000.0,,,18409000000.0,808432000000.0,826841000000.0,9855268000000.0,,9544000000.0,104948000000.0,34955000000.0,,,,,,,,,,,,,,,,,,1123392000000.0,956456000000.0,1
688702.SH,20250428,20250428,20250331,1,1,1,410000000.0,2049549044.88,-147141551.06,16005622.48,,940097986.75,449743772.99,39422755.49,117854173.35,,83342877.85,,,659065757.85,,,,,,,,,2188822.82,2300360359.02,,,,,,,,,,,,,,17369444.01,,,5862434.95,,,94921747.9,306544908.24,,,,,,,,,,,,,,,,,2606905267.26,,,,,,,,68545386.5,,,,21373946.52,11088017.57,,,,,,,,,,,220637.99,12059245.52,236970557.73,,,,,,41521593.23,,41521593.23,,,,,,,,,,,,,,,,,278492150.96,,,,,,2328413116.3,2328413116.3,2606905267.26,,,,,,,,,,,,,,121126019.4,157276928.84,68545386.5,832843.92,188108934.84,,2557304.23,,,,0
688375.SH,20250418,20250418,20250331,1,1,1,596014900.0,4134749251.78,1289799926.33,207865153.64,16229444.44,1943963983.86,120517808.22,472061221.87,2672242850.59,,3227542.6,,,346109095.66,,,,,,,,,,5569906489.8,,,,97811350.63,,,,1450322761.93,212898778.17,,,,,106732756.37,,,676650.9,74770538.88,,,2034551188.41,,,,,,,,,,,,,,,,,7604457678.21,,,,,,,318348825.92,865592912.54,,,,29318025.04,9307364.59,,,,,,,,,,,35253540.23,253209.62,1263003862.23,,,,,,33688305.53,,96795139.79,,,,,,,,,,,,,,,,,1359799002.02,,,,,,6244658676.19,6244658676.19,7604457678.21,,,,,,,,,,,,,,4112317.9,3144304072.46,1183941738.46,764588.15,1450322761.93,212898778.17,817666.39,,,,0
600436.SH,20250430,20250430,20250331,1,1,1,603317210.0,1094876106.8,11606249987.55,1890270682.12,,1394171106.08,,64592056.37,852864284.14,,285409315.58,310676.51,,4945638813.44,,,,,,,,,4479792269.27,12178589003.65,,,514640967.67,15844207.09,,,,,299312948.73,,,9491570.57,,269048206.24,,,31779689.79,133254459.35,,3211077247.47,6305997934.19,,,,,,,,,,,,,,,,,18484586937.84,59884724.01,838479665.92,,,,,39262729.03,538489822.99,12566682.42,,,116408838.23,258040400.88,,31500.0,,,,,,,,,41250775.37,4314810.39,2323952074.87,,,,,416070.63,26221024.19,34096171.5,318206577.38,,,,,,,,,,,,,,,,,2642158652.25,,,,,579503498.91,15262924786.68,15842428285.59,18484586937.84,52928616.57,68210800.21,,,,,,,,,,,1704495.1,56490430.03,917456340.51,577752552.02,75440583.63,1209779557.15,299312948.73,418647919.61,,,,0
002673.SZ,20250424,20250424,20250331,1,4,1,4469581705.0,15996913110.9,4000878700.3,1512705888.44,,22072094159.21,55416681651.25,,,,,,,,,,2782830682.46,,,,,6637394707.82,,,,,44806372.59,,,2032371634.69,,186256508.49,516673931.22,,,,,216731759.47,,6243686.47,,879916338.78,,,,,,,8866391.33,,,,,1919655022.29,,,,15206276368.71,2170982245.83,,,104784090564.93,,25022569.45,,,3775249455.66,6664617493.08,,,,23318234536.34,,2163112710.47,60554926.99,,,,,,,,,18344466433.67,,,,,13800808551.43,,,,,,,,,757680120.5,,,1386243807.14,,,,,,,,,,,,75523115020.72,50099206.85,3165683403.5,,,211130439.13,29049845105.08,29260975544.21,104784090564.93,,-45818496.21,,,10224492664.77,428853771.88,4141086291.04,596766720.66,,,,,,148285089.74,,,,,,,,,381870533.51,0
000623.SZ,20250430,20250430,20250331,1,1,1,1195895387.0,4900422023.2,20301340855.0,2681599551.8,,1065323742.19,1584869029.1,,933364368.64,,52005044.75,,,892786743.89,,,,,,,,,9996684.65,4830817991.73,,,24889398417.49,21780555.25,,,,2052900250.21,436718234.36,,,7053450.42,,466307167.58,84260255.19,,5101213.83,320984201.57,,67118281.61,28680312550.19,,,,,,,,,,,,,,,,,33511130541.92,,1345101197.84,,,,,14001175.19,387371704.82,977582.68,,,63577919.45,39549681.23,32698630.14,665696.46,647315046.6,,,,,,,,21795402.03,3258385.45,2581586219.14,995705070.88,,,,18922681.93,219221904.76,,1249046014.45,,,,,,,,,,,,,,,,,3830632233.59,420005418.42,,,,254318840.33,29426179468.0,29680498308.33,33511130541.92,,766927069.42,,,,,,,,,,,,25273797.25,933364368.64,401372880.01,24856421.76,2052900250.21,436718234.36,680679373.2,,,,0
300748.SZ,20250428,20250428,20250331,1,1,1,1372131923.0,4181025197.13,1577466267.57,250414692.86,,2298754660.6,310661454.68,63101103.48,2302038108.23,,223584823.83,,,2833732922.06,,10093166.66,,,,,,,166133453.24,9087656233.87,,,8802663.84,,,,,2309888410.07,785265229.02,,,,,262984304.97,,64433072.71,4482551.69,2661852.98,,1215757392.61,4688030341.99,,,,,,,,,,,,,,,,,13775686575.86,859404262.47,725501865.71,,,,,3184996835.95,722585856.37,,,,73563715.53,28439832.84,,,,,,,,,,,321570794.77,4214949.66,5324430801.77,,,,,54083509.64,259792970.71,,1175691235.86,,,,,,,,,,,,,,,,,6500122037.63,159999241.18,,,,104956447.84,7170608090.39,7275564538.23,13775686575.86,,-50430748.99,,,,,,,,,,,,44126004.48,2365139211.71,3907582692.32,85431759.01,2309888410.07,785265229.02,219430946.46,,,,0
300782.SZ,20250428,20250428,20250331,1,1,1,534547532.0,3638387096.46,5506490258.74,267264355.5,,1402329772.37,,,489060687.7,,39853890.43,,,2517133482.77,,24953862.0,,,,,,,420478854.8,4930305223.54,,,84751504.52,,,,,,2805262943.48,,,,,149307911.18,,,26756131.38,65952176.12,,284613257.69,9172280184.24,,,,,,,,,,,,,,,,,14102585407.78,783000000.0,1614444503.86,,,,,,787308824.84,,,,68623593.86,21385336.75,,,,,,,,,,,209740848.41,47951277.42,2763566931.44,,,,,75230210.86,273735962.88,,1184359402.25,,,,,,,,,,,,,,,,,3947926333.69,,,,,1418876.48,10153240197.61,10154659074.09,14102585407.78,,206550954.91,,,,,,,,,,,,1085211.46,489060687.7,787308824.84,36494673.47,5337032588.74,2805262943.48,13027334.84,,,,0
688166.SH,20250418,20250418,20250331,1,1,1,422466646.0,1076444676.59,973798977.73,85464856.69,,812681675.88,,2934536.96,276775866.89,,49610071.01,,,365680037.04,,,,,,,,,56364726.7,1571596585.71,,,37969215.94,58845712.57,,,4100000.0,1491235661.86,1201042721.66,,,,,88288104.11,183674072.4,3120100.0,42545333.66,82358685.61,,337973436.39,3713676711.1,,,,,,,,,,,,,,,,,5285273296.81,1155361436.71,131419652.77,,,,1678957.59,25000000.0,184466569.37,,,,43140065.45,8575171.41,,,,,,,,,,,480935520.71,18179806.69,938194263.59,457913213.27,,,,,73112154.99,,1731062179.25,,,,,,,,,,,,,,,,,2669256442.84,10009948.64,,,,114398072.75,2501618781.22,2616016853.97,5285273296.81,,-122185574.81,75639147.66,,,,,,,,,,,,,,,,,,,,,0
688166.SH,20250418,20250418,20250331,1,1,1,422469516.0,1076444676.59,973798977.73,85464856.69,,812681675.88,,2934536.96,276775866.89,,49610071.01,,,365680037.04,,,,,,,,,56364726.7,1571596585.71,,,37969215.94,58845712.57,,,4100000.0,1491235661.86,1201042721.66,,,,,88288104.11,183674072.4,3120100.0,42545333.66,82358685.61,,337973436.39,3713676711.1,,,,,,,,,,,,,,,,,5285273296.81,1155361436.71,131419652.77,,,,1678957.59,25000000.0,184466569.37,,,,43140065.45,8575171.41,,,,,,,,,,,480935520.71,18179806.69,938194263.59,457913213.27,,,,,73112154.99,,1731062179.25,,,,,,,,,,,,,,,,,2669256442.84,10009948.64,,,,114398072.75,2501618781.22,2616016853.97,5285273296.81,,-122185574.81,75639147.66,,,,,,,,,,,34884385.09,279710403.85,209466569.37,2025851.04,1491235661.86,1201042721.66,9914134.51,36231046.0,,,1
