ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
688297.SH,20250426,20250426,20250331,1,1,1,675000000.0,4412419043.47,480485661.0,112827682.94,25751741.35,4042453603.49,,,668966373.83,,231123939.37,,,3051448060.32,,,,,,,,,169024524.54,8201561285.81,,,,,,,,,,,,,,33526739.89,87018038.57,,,41720799.25,,1985400.0,467673857.57,,,,,,,,,,,,,,,,,8669235143.38,,,,,,,153363778.18,2157399761.48,,,,29851313.05,767205.7,,,,,,,,,,,11164450.9,10804043.82,2813968673.58,,,,,8145437.3,81761351.57,,148782341.04,,,,,,,,,,,,,,,,,2962751014.62,,,,,,5706484128.76,5706484128.76,8669235143.38,,,,,,,,,,,,,,419941072.82,668966373.83,2310763539.66,38544784.26,133757630.74,118144644.65,30677047.63,,,,0
000400.SZ,20250411,20250411,20250331,1,1,1,1018874309.0,648568171.35,9365523291.15,539057897.68,72973328.13,5574920468.61,,231622331.2,7777451139.38,,931997983.12,,,2962908006.16,,77134383.69,,,,,,,451850788.39,20076524696.11,,,339553927.22,,,,107016390.04,,,,,,,716188549.97,109726236.11,,7907356.57,240533162.87,,1233227577.51,4777638900.33,,,,,,,,,,,,,,,,,24854163596.44,153000000.0,78136900.0,,,,,715251626.3,8061591121.29,1089714.79,,,16678316.93,66022363.14,,,,,,,,,,,101153226.58,298206551.19,11758385646.61,,,,900946.1,6507480.12,168606630.87,,461309183.01,,,,,,,,,,,,,,,,,12219694829.62,126076610.0,,,,1116216990.57,11518251776.25,12634468766.82,24854163596.44,4553186.1,-668611.06,,,,,,,,,,,,,,,,,,,,,,0
000400.SZ,20250411,20250411,20250331,1,1,1,1018874309.0,648568171.35,9365523291.15,539057897.68,72973328.13,5574920468.61,,231622331.2,7777451139.38,,931997983.12,,,2962908006.16,,77134383.69,,,,,,,451850788.39,20076524696.11,,,339553927.22,,,,107016390.04,1801544827.53,178367805.28,,,,,716188549.97,109726236.11,,7907356.57,240533162.87,,1233227577.51,4777638900.33,,,,,,,,,,,,,,,,,24854163596.44,153000000.0,78136900.0,,,,,715251626.3,8061591121.29,1089714.79,,,16678316.93,66022363.14,,,,,,,,,,,101153226.58,298206551.19,11758385646.61,,,,900946.1,6507480.12,168606630.87,,461309183.01,,,,,,,,,,,,,,,,,12219694829.62,126076610.0,,,,1116216990.57,11518251776.25,12634468766.82,24854163596.44,4553186.1,-668611.06,,,,,,,,,,,885474458.91,2167376108.92,8009073470.58,8776842747.59,679185500.21,1801544827.53,178367805.28,252879717.47,104559125.6,,,1
688281.SH,20250425,20250425,20250331,1,1,1,194693339.0,3062216374.89,1258476924.02,97346669.5,,828533866.21,2171062217.35,32450746.78,832482090.64,,20821257.5,,,251519437.37,,,,,,,,,58217434.23,4271605818.58,,,24006390.43,,,,,,,,,,,137843085.61,,,36703900.91,86807992.06,,42923803.79,1897596420.44,,,,,,,,,,,,,,,,,6169202239.02,544243043.59,113176544.38,,,,,37948249.88,511704027.12,735000.0,,,13385470.27,16446019.82,,,,,,,,,,,19584537.4,562764.98,750453307.27,,,,,3797841.72,53594860.31,,708860674.46,,,,,,,,,,,,,,,,,1459313981.73,,,,,97154949.88,4612733307.41,4709888257.29,6169202239.02,,,,,,,,,,,,,6801196.98,25973293.97,864932837.42,549652277.0,69178479.52,604821653.24,844219677.67,10937399.45,,,,0
688281.SH,20250425,20250425,20250331,1,1,1,194693339.0,3062216374.89,1258476924.02,97346669.5,,828533866.21,2171062217.35,32450746.78,832482090.64,,20821257.5,,,251519437.37,,,,,,,,,58217434.23,4271605818.58,,,24006390.43,,,,,604821653.24,844219677.67,,,,,137843085.61,,,36703900.91,86807992.06,,42923803.79,1897596420.44,,,,,,,,,,,,,,,,,6169202239.02,544243043.59,113176544.38,,,,,37948249.88,511704027.12,735000.0,,,13385470.27,16446019.82,,,,,,,,,,,19584537.4,562764.98,750453307.27,,,,,3797841.72,53594860.31,,708860674.46,,,,,,,,,,,,,,,,,1459313981.73,,,,,97154949.88,4612733307.41,4709888257.29,6169202239.02,,,,,,,,,,,,,6801196.98,25973293.97,864932837.42,549652277.0,69178479.52,604821653.24,844219677.67,10937399.45,,,,1
601211.SH,20250430,20250430,20250331,1,4,1,17629708696.0,182130096517.0,75459633286.0,7172796189.0,,361464203705.0,549746577553.0,,,,,,,,,,47224944745.0,405238609.0,,,,69978433320.0,,,,,23556599835.0,3231285980.0,,16399276488.0,74290380768.0,20020996680.0,636654755.0,,,,,3062629704.0,,4070761462.0,,4033752862.0,,,,,,,14727629650.0,,,,,95350850374.0,,,,281724881147.0,33650045072.0,,,1692961512878.0,39299369194.0,39733954542.0,,,15728263429.0,83357551182.0,,,,302521215456.0,,8315518804.0,1815795645.0,,,,,,,,,397782142647.0,767953389.0,,,,278236501485.0,,,671230088.0,875440277.0,,,,,12433406210.0,,,23640717931.0,,,,,,,,,,,,1356523587512.0,221107761.0,27807562646.0,,,14742665571.0,321695259795.0,336437925366.0,1692961512878.0,,1741287203.0,9975283019.0,,188562799311.0,29469852764.0,59412974309.0,89124927387.0,,,,,,252117477.0,,,,,,,,9087519428.0,120370868695.0,0
688248.SH,20250426,20250426,20250331,1,1,1,564700000.0,1714799862.59,667262675.43,98517789.84,,1116617853.96,901997700.0,5298617.67,427631464.11,,24212927.95,,,871992953.84,,,,,,,,,28260687.44,3463612416.78,,,175367141.97,9984003.7,,,,,,,,,,118082154.81,,23238940.85,36378198.37,40933348.43,,72015264.9,853242589.11,,,,,,,,,,,,,,,,,4316855005.89,,,,,,,,387203591.77,,,,47344141.82,3819944.34,,,,,,,,,,,28445852.6,15335272.18,1062014878.02,,,,43801226.52,34875409.63,16549983.95,,170988977.09,,,,,,,,,,,,,,,,,1233003855.11,,,,,38570822.92,3045280327.86,3083851150.78,4316855005.89,,,,,,,,,,,,,54673321.64,573784962.31,432930081.78,387203591.77,11889906.29,269317482.17,5079292.78,6081113.0,,,,0
003031.SZ,20250425,20250425,20250331,1,1,1,451052859.0,3187547046.9,2081508341.3,429449555.8,10939614.11,2972247505.97,652662417.4,94540705.62,866520363.24,,49539585.66,,,711451788.93,,,,,,,,,73583441.91,5581329267.27,,,,38963639.62,,,,1468859262.33,480442260.39,,,,,160458233.28,,5906732.32,1735543.08,15480906.63,,25303389.97,2209231807.3,,,,,,,,,,,,,,,,,7790561074.57,,,,,,,255199944.32,608644505.48,1606233.12,,,35900847.04,33483278.4,,,,,,,,,,,10436290.78,2380723.01,974995055.77,,,,,47269745.69,221837143.7,,288092176.44,,,,,,,,,,,,,,,,,1263087232.21,,,,,366976425.25,6160497417.11,6527473842.36,7790561074.57,,,,,,,,,,,,,,19476302.99,961061068.86,863844449.8,527407.66,1468859262.33,480442260.39,7866930.63,7720423.0,,,1
600188.SH,20250426,20250426,20250331,1,1,1,10039860000.0,4147962000.0,49962968000.0,2841392000.0,3203533000.0,42209180000.0,167180000.0,662995000.0,8949056000.0,,5579660000.0,,,8036466000.0,,3062346000.0,,,,,,,28931027000.0,105456622000.0,,,26107121000.0,1234824000.0,,,3483379000.0,,,,,,,66997400000.0,,298443000.0,724096000.0,4822633000.0,,20924449000.0,261317385000.0,,,,,,,,,,,,,,,,,366774007000.0,57155069000.0,19683625000.0,,,,539618000.0,12810848000.0,16978730000.0,,,,1640974000.0,1857332000.0,,2389963000.0,,,,,,,,,23278282000.0,952951000.0,120390811000.0,15893128000.0,,,12865503000.0,9387759000.0,345216000.0,10658000.0,109158520000.0,,,,,,,,,,,,,,,,,229549331000.0,56765000.0,,,,51551648000.0,85673028000.0,137224676000.0,366774007000.0,5686266000.0,-7807193000.0,23341271000.0,,,,,,,,,,,,,,,,,,,,,0
600188.SH,20250426,20250426,20250331,1,1,1,10039860402.0,4147962000.0,49962968000.0,2841392000.0,3203533000.0,42209180000.0,167180000.0,662995000.0,8949056000.0,,5579660000.0,,,8036466000.0,,3062346000.0,,,,,,,28931027000.0,105456622000.0,,,26107121000.0,1234824000.0,,,3483379000.0,,,,,,,66997400000.0,,298443000.0,724096000.0,4822633000.0,,20924449000.0,261317385000.0,,,,,,,,,,,,,,,,,366774007000.0,57155069000.0,19683625000.0,,,,539618000.0,12810848000.0,16978730000.0,,,,1640974000.0,1857332000.0,,2389963000.0,,,,,,,,,23278282000.0,952951000.0,120390811000.0,15893128000.0,,,12865503000.0,9387759000.0,345216000.0,10658000.0,109158520000.0,,,,,,,,,,,,,,,,,229549331000.0,56765000.0,,,,51551648000.0,85673028000.0,137224676000.0,366774007000.0,5686266000.0,-7807193000.0,23341271000.0,,,,,,,,,,80508000.0,5463744000.0,9612051000.0,29789578000.0,4222202000.0,110154714000.0,24261373000.0,37184707000.0,7347459000.0,64452000.0,,1
