ts_code,ann_date,end_date,total_liab,money_cap,total_assets
601212.SH,20161228,20151231,33091183341.89,7028270114.24,45098997255.27
603444.SH,20161220,20151231,128618284.03,449884564.33,619820885.64
603929.SH,20161212,20151231,636057456.21,240839902.89,1179874461.41
001206.SZ,20161201,20151231,274137443.82,15108818.11,381374623.45
002826.SZ,20161114,20151231,149444599.97,38147383.17,397695929.88
603816.SH,20160919,20151231,1334966032.98,262744361.02,2371996371.85
301039.SZ,20160816,20151231,5857830600.0,,12149962200.0
603031.SH,20160808,20151231,935763188.54,67115409.58,1269558324.73
601811.SH,20160719,20151231,3503775867.97,1929029300.5,10743289052.07
688303.SH,20160630,20151231,2460324669.43,67547576.68,3299896671.25
688318.SH,20160630,20151231,91700600.0,516521800.0,604537800.0
688380.SH,20160630,20151231,,,43788600.0
001229.SZ,20160630,20151231,,,17089000.27
688377.SH,20160629,20151231,357219493.44,93337324.62,839029060.97
301148.SZ,20160629,20151231,34721906.81,16265491.65,67385639.85
301319.SZ,20160629,20151231,199624000.0,,334003400.0
688691.SH,20160627,20151231,64721200.0,,88634500.0
920821.BJ,20160625,20151231,23931163.76,29211921.44,72126499.04
688639.SH,20160624,20151231,174734601.9,41297829.97,289196742.13
688687.SH,20160624,20151231,149384943.64,189948394.2,695213514.49
688223.SH,20160624,20151231,12658995695.81,3509640912.47,17647882966.11
301333.SZ,20160624,20151231,38952388.03,63857801.74,113622549.3
300614.SZ,20160624,20151231,203458822.35,17860718.98,554275859.11
300521.SZ,20160622,20151231,57149344.47,51012001.46,287103665.88
002803.SZ,20160622,20151231,346100625.29,56914333.68,612770436.37
301012.SZ,20160621,20151231,258309102.8,,425263930.51
603069.SH,20160621,20151231,749744433.92,323727174.54,1456024212.9
300522.SZ,20160621,20151231,90950224.48,55262748.57,319102270.85
300520.SZ,20160620,20151231,199392149.69,154080066.68,465067535.53
002805.SZ,20160620,20151231,50318955.79,22694885.65,479685675.38
688595.SH,20160618,20151231,35718954.94,14022538.7,89945044.07
603120.SH,20160618,20151231,74771024.97,11392882.46,148678952.08
003016.SZ,20160617,20151231,380386662.86,1022514695.11,2133368347.22
003033.SZ,20160617,20151231,230819911.84,62219517.48,421382996.98
688161.SH,20160615,20151231,272433589.35,183530226.93,920770907.83
688115.SH,20160614,20151231,,,8869000.0
603112.SH,20160614,20151231,1250975200.0,,1741794400.0
688435.SH,20160614,20151231,5385153.82,8598056.64,35392872.37
301092.SZ,20160614,20151231,141126701.86,22549222.35,329647787.79
301103.SZ,20160614,20151231,285694700.0,,302340700.0
601966.SH,20160613,20151231,12213721057.0,2086957774.0,16581839254.0
920344.BJ,20160609,20151231,67363494.16,12905844.39,233657947.48
688513.SH,20160608,20151231,67293330.83,71599757.64,311625220.51
603016.SH,20160608,20151231,107759604.92,225401459.04,581126645.75
688309.SH,20160607,20151231,14092781.37,14070758.43,48300524.35
603958.SH,20160607,20151231,568265852.2,96557000.3,1227259809.87
002801.SZ,20160607,20151231,80040128.84,154641324.16,490479091.48
002802.SZ,20160607,20151231,63560070.99,89618668.03,344861859.98
920985.BJ,20160607,20151231,656303520.15,113022071.62,826181097.34
300518.SZ,20160606,20151231,33907329.61,309906458.35,519451946.68
300519.SZ,20160606,20151231,53517984.56,175362149.4,362869535.3
603909.SH,20160606,20151231,87866234.39,60083765.74,387990653.4
300517.SZ,20160606,20151231,414998793.98,70535623.43,737112744.56
605151.SH,20160603,20151231,603959000.0,144280100.0,970515400.0
920663.BJ,20160602,20151231,38687532.93,16911928.64,85296543.59
301230.SZ,20160602,20151231,45933704.17,10428146.58,126195297.02
688244.SH,20160601,20151231,39433174.36,31532078.18,112844144.4
002997.SZ,20160601,20151231,781333163.74,76162893.7,975406251.1
301095.SZ,20160531,20151231,,,14390416.57
301096.SZ,20160528,20151231,15097698.58,4562073.11,28110976.9
688793.SH,20160528,20151231,133928454.56,15043679.12,166038796.7
001218.SZ,20160527,20151231,548088396.78,83793537.98,859661547.87
688611.SH,20160524,20151231,29407410.76,23543552.51,76536306.19
601127.SH,20160523,20151231,9241907874.12,1725475539.23,12438730034.45
688183.SH,20160521,20151231,857618694.49,,1967874298.9
688131.SH,20160521,20151231,41803740.48,18699146.05,74456876.1
301166.SZ,20160521,20151231,53610120.57,10613147.31,112121549.2
300515.SZ,20160520,20151231,117269870.69,37649840.96,345443462.73
688577.SH,20160520,20151231,160740073.94,21433020.74,281427794.74
301120.SZ,20160520,20151231,42829137.42,136432406.28,677248168.02
002799.SZ,20160519,20151231,267771308.27,54493196.61,586648641.54
300909.SZ,20160519,20151231,19783969.34,21144917.91,81794271.3
920242.BJ,20160519,20151231,81071802.91,19510023.33,94295628.28
688348.SH,20160518,20151231,,,165353408.22
605196.SH,20160518,20151231,752852507.65,281416911.33,1530548682.51
603131.SH,20160518,20151231,120457687.05,185662799.58,456053356.12
920212.BJ,20160518,20151231,84635905.57,4906139.72,127106110.16
002800.SZ,20160517,20151231,233872963.0,62343716.98,504498022.23
300862.SZ,20160517,20151231,344022802.22,,713143269.86
920046.BJ,20160517,20151231,44551739.74,7349798.9,96078515.65
603737.SH,20160516,20151231,436841294.47,162564146.85,984895723.22
300834.SZ,20160516,20151231,,,552577200.0
601611.SH,20160516,20151231,50409654743.47,8355994803.78,57160212954.77
300516.SZ,20160516,20151231,231110004.01,210955589.12,626631697.36
300513.SZ,20160516,20151231,159140720.11,92118130.23,466036164.33
603959.SH,20160516,20151231,700405854.9,95242001.84,1161399379.77
600916.SH,20160512,20151231,2013000000.0,,3433000000.0
301196.SZ,20160510,20151231,,,305076900.0
301106.SZ,20160505,20151231,83166227.71,10105867.31,136647988.72
600423.SH,20160430,20151231,4001269231.06,273492583.4,4788368863.83
920017.BJ,20160430,20151231,143267216.98,47530382.66,944034793.99
000887.SZ,20160430,20151231,3670395025.87,1274485426.49,7471113516.82
000690.SZ,20160430,20151231,4643296604.12,1268879463.8,9701528229.93
600686.SH,20160430,20151231,19408565959.77,6199578708.56,25381518473.15
600822.SH,20160430,20151231,5054565244.7,484212117.84,5387020850.19
002605.SZ,20160430,20151231,388788126.01,216610212.43,1450672805.75
000539.SZ,20160430,20151231,41697738746.0,5237406725.0,71919934143.0
002403.SZ,20160430,20151231,1071724749.55,145576185.29,2739169052.53
688680.SH,20160430,20151231,143071412.07,24997786.59,332664428.2
600645.SH,20160430,20151231,1134366785.07,544819618.3,2816147163.58
600189.SH,20160430,20151231,3159775728.33,486062297.07,4604173438.83
000546.SZ,20160430,20151231,2376510898.56,190012743.61,4374184363.66
600461.SH,20160430,20151231,3408549327.96,359563773.11,5497691012.81
000511.SZ,20160430,20151231,2486560589.35,665101026.71,3815159449.99
300318.SZ,20160430,20151231,786907208.37,111327776.59,2070197063.87
000630.SZ,20160430,20151231,29540555591.24,6466277356.7,44167489786.4
002312.SZ,20160430,20151231,2439578656.84,2243363642.15,6875082092.77
000938.SZ,20160430,20151231,3595490514.76,782340181.28,6283519406.59
002715.SZ,20160430,20151231,274145773.1,86413830.1,717796233.51
000767.SZ,20160430,20151231,25749818873.92,2291805058.47,33195953201.67
301300.SZ,20160430,20151231,74668062.76,6811592.61,144118822.81
000723.SZ,20160430,20151231,8202361475.09,1960300820.83,14860747942.36
920300.BJ,20160430,20151231,43277440.27,7016815.24,232621352.03
002366.SZ,20160430,20151231,2816687052.51,594220465.89,4304925619.16
000961.SZ,20160430,20151231,83011472200.33,6286850360.41,96226200677.24
002325.SZ,20160430,20151231,3481537196.6,470023001.18,6736285936.91
002118.SZ,20160430,20151231,2982923906.3,706753820.33,4998106954.08
000020.SZ,20160430,20151231,843682674.47,662115464.19,1155089236.67
000593.SZ,20160430,20151231,140404723.63,134980358.83,790227332.64
600112.SH,20160430,20151231,1219535528.39,122012872.67,2378989778.5
002069.SZ,20160430,20151231,3577201420.49,579527692.27,4485387128.18
300142.SZ,20160430,20151231,3234104703.96,1032291985.01,6257840624.43
000061.SZ,20160430,20151231,10046731841.72,1163749387.35,16131480258.2
000564.SZ,20160430,20151231,6772018050.78,3577987265.17,9142360099.03
920892.BJ,20160430,20151231,176696911.41,184345602.34,249120678.68
000809.SZ,20160430,20151231,3058007405.06,361007984.22,6302315407.17
300013.SZ,20160430,20151231,522300055.85,345039958.01,1718088815.67
300135.SZ,20160430,20151231,1630177648.28,496311614.37,2793738236.36
600512.SH,20160429,20151231,3461812074.85,633251726.57,5447347580.11
301116.SZ,20160429,20151231,778216737.33,150442438.62,1154532511.33
600004.SH,20160429,20151231,2552120231.86,1335887391.15,12324754328.28
600620.SH,20160429,20151231,1199720240.27,403446457.57,5394711937.99
000526.SZ,20160429,20151231,191208022.08,133182094.35,335359009.87
