ts_code,ann_date,f_ann_date,end_date,n_cashflow_act,c_pay_acq_const_fiolta,comp_type,report_type,end_type
688612.SH,20230707,20230707.0,20221231,96349960.09,367049798.77,,,
301468.SZ,20230630,20230630.0,20221231,77387294.15,69346997.68,,,
920751.BJ,20230630,20230630.0,20221231,35068393.71,4997938.31,,,
688563.SH,20230630,20230630.0,20221231,171609657.84,190291141.1,,,
301499.SZ,20230630,20230630.0,20221231,86375417.85,66075673.32,,,
688627.SH,20230629,20230629.0,20221231,-33965443.38,15268697.68,,,
002564.SZ,20230629,20230629.0,20221231,-475037136.79,56565933.45,,,
301505.SZ,20230629,20230629.0,20221231,58725529.53,35184561.88,,,
920701.BJ,20230629,20230629.0,20221231,163574760.83,159831477.41,,,
301503.SZ,20230628,20230628.0,20221231,158483324.72,34847514.29,,,
688610.SH,20230628,20230628.0,20221231,-13809511.09,43050028.37,,,
301381.SZ,20230621,20230621.0,20221231,418058619.38,35958064.65,,,
920576.BJ,20230621,20230621.0,20221231,48790207.9,45890211.61,,,
301393.SZ,20230620,20230620.0,20221231,138673297.82,81404556.04,,,
301329.SZ,20230620,20230620.0,20221231,201857825.51,34012248.99,,,
920592.BJ,20230620,20230620.0,20221231,10920321.65,27155943.49,,,
688638.SH,20230620,20230620.0,20221231,19324052.92,45133635.13,,,
301272.SZ,20230619,20230619.0,20221231,46355737.47,51657633.1,,,
301456.SZ,20230619,20230619.0,20221231,153036938.19,22959313.13,,,
301370.SZ,20230616,20230616.0,20221231,481236676.56,267139345.16,,,
688603.SH,20230616,20230616.0,20221231,72612133.61,48818315.15,,,
301486.SZ,20230615,20230615.0,20221231,142634095.77,400573917.52,,,
301261.SZ,20230614,20230614.0,20221231,33947371.37,59539479.11,,,
301202.SZ,20230614,20230614.0,20221231,113089299.48,22842937.93,,,
920717.BJ,20230614,20230614.0,20221231,50111222.73,18443687.55,,,
920175.BJ,20230613,20230613.0,20221231,42767254.64,65910789.28,,,
000587.SZ,20230613,20230613,20221231,4249407.75,,1,1,4
301488.SZ,20230612,20230612.0,20221231,108704690.55,41636563.9,,,
301292.SZ,20230612,20230612.0,20221231,487852529.4,1382845024.82,,,
688582.SH,20230609,20230609.0,20221231,66647540.66,24302473.25,,,
