ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,total_revenue,oper_cost,operate_profit,total_profit,n_income,basic_eps
605028.SH,20210601,20210601,20181231,1,1,252602153.13,252602153.13,122172594.9,75468657.87,75660820.4,61283721.45,
605162.SH,20210616,20210616,20181231,1,1,619440476.81,619440476.81,409580686.2,158495746.76,151629015.87,113519202.53,0.35
001216.SZ,20210831,20210831,20181231,1,1,844734901.87,844734901.87,586947441.93,121210794.85,121293223.61,107356625.23,0.57
605011.SH,20210608,20210608,20181231,1,1,1945367455.24,1945367455.24,1671422089.0,201403412.47,199428093.77,177004911.5,0.43
688789.SH,20210621,20210621,20181231,1,1,472759655.19,472759655.19,272117931.29,128481836.87,120632322.85,101752858.95,1.79
688148.SH,20210720,20210720,20181231,1,1,771761908.02,771761908.02,638407245.47,27985413.27,29999031.06,24946512.5,0.06
688305.SH,20210622,20210622,20181231,1,1,102825443.41,102825443.41,59516850.39,-46200608.69,-46187272.87,-37553482.72,-0.6115
688425.SH,20210601,20210601,20181231,1,1,7931175840.92,7931175840.92,5142331355.29,1889008309.37,1864244414.13,1606810126.14,
688216.SH,20210602,20210602,20181231,1,1,378960167.56,378960167.56,298814212.75,16598834.1,17023317.53,15300419.94,0.2
688779.SH,20210722,20210722,20181231,1,1,2638905230.96,2638905230.96,2220228854.35,199019766.64,198168840.12,180980775.16,
688280.SH,20210930,20210930,20181231,1,1,848749288.32,848749288.32,766616506.21,-81369827.47,-81062059.02,-78932884.93,-0.65
605566.SH,20210924,20210924,20181231,1,1,736477009.02,736477009.02,393361570.39,262718508.32,262177634.34,224798956.06,
605287.SH,20210616,20210616,20181231,1,1,3369621394.86,3369621394.86,3002485649.34,106473930.06,106243119.36,90297619.78,1.2
301025.SZ,20210624,20210624,20181231,1,1,319714092.92,319714092.92,159224847.6,64437523.72,68801139.37,51810832.59,0.14
688501.SH,20210629,20210629,20181231,1,1,586983681.23,586983681.23,413227916.78,62775130.36,63156460.1,55242494.76,0.77
688733.SH,20210729,20210729,20181231,1,1,115585723.59,115585723.59,67333926.29,23520241.88,24242363.27,21034802.37,0.2
603171.SH,20210608,20210608,20181231,1,1,1300580245.11,1300580245.11,504764353.42,273141607.42,272122955.54,272289922.31,0.78
688226.SH,20210616,20210616,20181231,1,1,934617904.92,934617904.92,696934447.21,64483475.71,64474473.05,54015830.28,0.43
