ts_code,ann_date,end_date,operate_profit
000671.SZ,20230901,20230630,-1373015135.23
600614.SH,20230901,20230630,-58263342.24
000806.SZ,20230901,20230630,-141187967.46
600086.SH,20230901,20230630,-692155966.6
600978.SH,20230901,20230630,-382333017.63
688506.SH,20230831,20230630,-343253421.51
600026.SH,20230831,20230630,3866643930.31
600406.SH,20230831,20230630,3048347953.4
605117.SH,20230831,20230630,1473298209.63
603296.SH,20230831,20230630,1428661872.83
600039.SH,20230831,20230630,6816808621.7
601988.SH,20230831,20230630,154568000000.0
600000.SH,20230831,20230630,26578000000.0
600837.SH,20230831,20230630,5166279991.4
601127.SH,20230831,20230630,-2043190860.9
000776.SZ,20230831,20230630,5973993090.45
600027.SH,20230831,20230630,3096412000.0
601390.SH,20230831,20230630,22297271000.0
601169.SH,20230831,20230630,16031000000.0
600760.SH,20230831,20230630,1698470260.29
600048.SH,20230831,20230630,19300210545.56
000338.SZ,20230831,20230630,5589628154.36
002555.SZ,20230831,20230630,1398040545.09
601216.SH,20230831,20230630,1751285849.3
300498.SZ,20230831,20230630,-4611030994.26
601009.SH,20230831,20230630,12888988000.0
601618.SH,20230831,20230630,9954758000.0
600958.SH,20230831,20230630,1956298468.13
600019.SH,20230831,20230630,6903687580.26
601688.SH,20230831,20230630,8686982036.76
601989.SH,20230831,20230630,280574987.75
601225.SH,20230831,20230630,22744691069.54
600150.SH,20230831,20230630,548875284.84
601877.SH,20230831,20230630,3270521747.79
600875.SH,20230831,20230630,2329548256.58
603659.SH,20230831,20230630,1626105858.95
600690.SH,20230831,20230630,11087718731.06
601212.SH,20230831,20230630,620438484.35
600295.SH,20230831,20230630,2389679262.87
600426.SH,20230831,20230630,1997869042.83
601166.SH,20230831,20230630,49039000000.0
000596.SZ,20230831,20230630,3784518870.12
601881.SH,20230831,20230630,5186700055.66
601633.SH,20230831,20230630,1225369351.86
000800.SZ,20230831,20230630,192530259.64
688169.SH,20230831,20230630,777285606.0
601236.SH,20230831,20230630,330394662.73
600104.SH,20230831,20230630,13586684117.48
601698.SH,20230831,20230630,378309752.18
603565.SH,20230831,20230630,1194025800.2
601117.SH,20230831,20230630,3691035742.81
002466.SZ,20230831,20230630,23410454919.7
601186.SH,20230831,20230630,19568871000.0
002459.SZ,20230831,20230630,5838582692.0
601021.SH,20230831,20230630,1105033269.0
600115.SH,20230831,20230630,-7073000000.0
600258.SH,20230831,20230630,382066921.54
600031.SH,20230831,20230630,3988197000.0
601012.SH,20230831,20230630,10393186110.89
600016.SH,20230831,20230630,24791000000.0
600061.SH,20230831,20230630,2544622387.11
000876.SZ,20230831,20230630,-3170149501.36
601398.SH,20230831,20230630,202876000000.0
600900.SH,20230831,20230630,10796425162.92
000333.SZ,20230831,20230630,22084793000.0
603883.SH,20230831,20230630,757363633.0
601816.SH,20230831,20230630,6767710410.97
688256.SH,20230831,20230630,-560152901.32
601857.SH,20230831,20230630,124413000000.0
000651.SZ,20230831,20230630,14506599483.4
601156.SH,20230831,20230630,1907179718.56
000625.SZ,20230831,20230630,7063837210.47
000002.SZ,20230831,20230630,20335189196.5
600905.SH,20230831,20230630,5554988559.46
600685.SH,20230831,20230630,12908658.42
600373.SH,20230831,20230630,876460493.56
600425.SH,20230831,20230630,328352026.02
600466.SH,20230831,20230630,-2907182029.91
600500.SH,20230831,20230630,-264156086.38
600521.SH,20230831,20230630,694035279.19
600536.SH,20230831,20230630,-527531374.2
600580.SH,20230831,20230630,736694111.79
600582.SH,20230831,20230630,2077054319.33
600611.SH,20230831,20230630,346359938.65
600628.SH,20230831,20230630,43196021.4
600635.SH,20230831,20230630,639988512.28
600651.SH,20230831,20230630,5537496.24
600654.SH,20230831,20230630,-1027578.67
600682.SH,20230831,20230630,531982577.4
