ts_code,ann_date,end_date,total_liab,money_cap,total_assets
688612.SH,20230707,20221231,3009861263.97,532929203.65,4058399007.97
301499.SZ,20230630,20221231,427172438.56,44675540.19,1001065999.97
688563.SH,20230630,20221231,1477684566.73,857618171.45,4068483614.04
301468.SZ,20230630,20221231,241900444.53,30686446.83,990999914.98
920751.BJ,20230630,20221231,81857780.66,42580089.51,305897588.38
301505.SZ,20230629,20221231,304580970.34,270944446.63,767792185.97
920701.BJ,20230629,20221231,603965952.75,67556712.07,925707520.64
688627.SH,20230629,20221231,353776658.14,216308720.94,961971844.58
002564.SZ,20230629,20221231,25951702288.19,1004047945.91,23796902917.98
688610.SH,20230628,20221231,128255835.05,105554844.13,471807570.36
301503.SZ,20230628,20221231,371274669.32,72302591.97,739874179.72
301381.SZ,20230621,20221231,905995787.88,723093593.74,2360554539.36
920576.BJ,20230621,20221231,343712499.37,59036226.15,660348086.08
920592.BJ,20230620,20221231,67977663.0,104766680.48,321688537.87
301329.SZ,20230620,20221231,228949400.36,301768026.25,890513992.39
301393.SZ,20230620,20221231,117772088.58,99323629.62,600048041.53
688638.SH,20230620,20221231,1493482506.39,188910734.25,1795127689.96
301272.SZ,20230619,20221231,205553299.0,87151199.01,490030050.31
603120.SH,20230619,20221231,280919899.43,68437356.3,956764846.95
301456.SZ,20230619,20221231,110883134.31,130072481.57,800751820.64
688603.SH,20230616,20221231,64746151.66,57570363.89,391231615.99
301370.SZ,20230616,20221231,5747827088.3,624901624.71,7308347493.91
301486.SZ,20230615,20221231,420168757.06,192996134.87,1175414001.07
920717.BJ,20230614,20221231,99152355.24,53677666.26,534831131.68
301202.SZ,20230614,20221231,434271750.26,50722035.54,867066175.4
301261.SZ,20230614,20221231,333579209.04,58787409.54,1000253769.89
920175.BJ,20230613,20221231,204548363.38,19942405.93,622262639.1
000587.SZ,20230613,20221231,1041977915.09,13288442.69,1071323863.0
301488.SZ,20230612,20221231,634185991.77,197901251.7,983432344.25
301292.SZ,20230612,20221231,2989097988.49,564593623.66,5247728779.35
688582.SH,20230609,20221231,47134937.47,123283623.09,662028664.71
301210.SZ,20230609,20221231,698197575.82,69734224.34,1460603504.69
301395.SZ,20230608,20221231,331269414.08,396587830.11,1043741352.76
688429.SH,20230608,20221231,1026805181.55,96128788.77,2401256157.16
301291.SZ,20230608,20221231,2826464254.48,403604226.2,3797264653.39
688631.SH,20230607,20221231,1813700699.26,648134742.65,2589989460.96
920651.BJ,20230607,20221231,194340370.09,43685957.63,513777079.4
688629.SH,20230606,20221231,1039608099.11,419145971.92,1917005236.17
301448.SZ,20230606,20221231,142647892.95,151553227.71,460432383.92
301295.SZ,20230606,20221231,195814699.75,20219550.9,514967592.61
920455.BJ,20230606,20221231,47137054.13,17208877.14,244123796.96
301170.SZ,20230605,20221231,276626450.22,21887494.79,1053889726.72
300804.SZ,20230605,20221231,327779513.56,17471341.22,935194745.74
688620.SH,20230605,20221231,207344006.37,136668358.71,787017390.75
600614.SH,20230603,20221231,3668407124.82,1230389.53,1170852848.64
688543.SH,20230602,20221231,1090122124.91,340930477.13,1773484354.07
301397.SZ,20230602,20221231,370181833.19,90209748.84,990601944.5
301315.SZ,20230601,20221231,116953261.3,218477801.38,453447788.42
301287.SZ,20230601,20221231,303310353.27,333320334.81,707577913.95
301376.SZ,20230601,20221231,1670385143.77,1039225990.71,3477568538.79
688443.SH,20230601,20221231,933025513.89,49275690.03,962107329.06
301262.SZ,20230531,20221231,386354993.99,403016148.4,2590759822.87
688334.SH,20230530,20221231,404184549.9,286273457.22,2254856518.77
301225.SZ,20230529,20221231,282680560.44,38729514.43,777797377.53
301232.SZ,20230526,20221231,1162221677.83,151932087.55,1841894721.38
688472.SH,20230523,20221231,36563178692.19,11940280390.78,48300197484.63
920221.BJ,20230523,20221231,119946257.85,35353935.98,343928082.39
301355.SZ,20230522,20221231,374530968.75,87780793.34,1099134980.1
301320.SZ,20230519,20221231,379748748.25,169749630.91,861519243.11
688623.SH,20230519,20221231,499243833.42,188706238.21,877874694.43
301383.SZ,20230519,20221231,595833386.82,169958655.25,1102569531.69
688576.SH,20230518,20221231,115357900.08,332885694.35,521736859.58
001373.SZ,20230518,20221231,141063819.16,182589841.7,607846652.23
688570.SH,20230517,20221231,1086640310.91,461100827.08,2679495713.17
920779.BJ,20230517,20221231,53214261.91,87126213.01,265222751.81
301353.SZ,20230517,20221231,303999728.76,190024357.48,877037676.71
301323.SZ,20230517,20221231,116857098.03,109923989.71,1024980547.5
301310.SZ,20230516,20221231,1676123414.25,591020904.21,2308996475.8
688593.SH,20230515,20221231,85146192.17,213252995.81,740459161.78
920017.BJ,20230512,20221231,295711034.47,95854544.34,1395161839.46
301252.SZ,20230511,20221231,450668223.65,72518500.53,919080979.6
920471.BJ,20230510,20221231,307037554.75,164166756.18,843106834.73
920719.BJ,20230509,20221231,970775048.87,31932188.59,1574675800.44
002721.SZ,20230430,20221231,8211878858.78,207652911.93,4778973075.88
603486.SH,20230429,20221231,6879058724.66,3991327449.08,13309572056.04
002201.SZ,20230429,20221231,1341287714.16,105439624.35,2385522726.09
002440.SZ,20230429,20221231,2805255405.82,1952561432.99,12650311650.13
600338.SH,20230429,20221231,1889620366.27,58570255.94,5376938070.58
002081.SZ,20230429,20221231,24223267601.42,6059386016.7,37036348694.9
000680.SZ,20230429,20221231,6343768568.91,2657355494.19,11523162666.93
002833.SZ,20230429,20221231,1131512519.9,1181865495.13,3765372419.7
603041.SH,20230429,20221231,203291908.3,544642609.54,1578878165.66
002164.SZ,20230429,20221231,1019749199.28,174267462.24,2309938635.0
603116.SH,20230429,20221231,1392361433.58,1679375201.41,4717081882.32
688218.SH,20230429,20221231,795928804.83,37922644.56,1667177350.41
603511.SH,20230429,20221231,635803258.41,732996482.34,5128323175.0
600779.SH,20230429,20221231,3589009775.46,1911718169.37,7047460201.68
002121.SZ,20230429,20221231,8103401454.93,1117885088.69,8797291463.42
600640.SH,20230429,20221231,1047162105.82,948686517.63,5481739725.78
000809.SZ,20230429,20221231,1426565894.82,46010487.23,4305018487.24
603168.SH,20230429,20221231,240993686.2,525059148.89,1957678280.27
001266.SZ,20230429,20221231,135093298.99,745200717.15,1166916197.96
002468.SZ,20230429,20221231,12124655026.53,2166231361.79,20332145368.97
601778.SH,20230429,20221231,24890961927.89,6199175422.11,37400026034.64
000935.SZ,20230429,20221231,694040181.84,581818550.09,7210714025.0
002386.SZ,20230429,20221231,9179386007.28,2651195434.75,15434402092.21
603360.SH,20230429,20221231,293121208.91,417962525.12,1754392289.92
600303.SH,20230429,20221231,1803558477.29,111554894.33,4025421589.17
688023.SH,20230429,20221231,2090769808.27,1852770156.84,5014299977.34
000816.SZ,20230429,20221231,888300786.28,363190109.36,3423352741.05
002364.SZ,20230429,20221231,1021282818.65,416699971.08,3273661195.42
600783.SH,20230429,20221231,3924568259.01,816292872.19,8509472992.43
000651.SZ,20230429,20221231,253148710864.63,157484332251.39,355024758878.82
600343.SH,20230429,20221231,1231385756.93,502992050.33,3147379717.98
002374.SZ,20230429,20221231,2533606579.95,145360261.92,3857806571.25
002097.SZ,20230429,20221231,15834824715.45,1981742130.26,20580277586.18
605186.SH,20230429,20221231,115583848.53,366273999.9,1198844121.4
002382.SZ,20230429,20221231,5320608352.79,2049254243.08,15872538527.91
603798.SH,20230429,20221231,190256567.95,317569351.44,1313956800.25
603272.SH,20230429,20221231,78241821.66,301570809.87,729855294.29
603033.SH,20230429,20221231,4088051733.55,547095369.15,7472507108.04
002356.SZ,20230429,20221231,227862870.12,563046204.6,844632282.85
002809.SZ,20230429,20221231,489676598.44,305318347.43,2006021327.93
002554.SZ,20230429,20221231,2459457021.8,752768726.74,5009049621.75
002976.SZ,20230429,20221231,1060866475.42,158542713.11,1911199485.06
000426.SZ,20230429,20221231,4067646418.9,293840617.38,9623982135.25
002675.SZ,20230429,20221231,2894619892.42,1021623576.58,8176965383.81
002371.SZ,20230429,20221231,22567493566.5,10434615089.01,42551398848.42
600637.SH,20230429,20221231,8843469384.55,7903107821.42,43278565241.44
002851.SZ,20230429,20221231,4621904938.78,519633325.49,8453550867.91
002272.SZ,20230429,20221231,1793246912.54,175558835.94,3277689640.47
000812.SZ,20230429,20221231,2268011469.83,257306377.58,4057761403.34
600843.SH,20230429,20221231,2388999632.6,1103032171.78,5837535754.47
688565.SH,20230429,20221231,379614197.77,101785840.66,960565681.7
000858.SZ,20230429,20221231,36030538264.13,92358426975.79,152714727880.22
603308.SH,20230429,20221231,5130565324.84,463409460.81,9899448579.11
002248.SZ,20230429,20221231,484417930.6,42829069.32,560740396.04
003003.SZ,20230429,20221231,454512805.06,93034636.9,1657158915.14
002757.SZ,20230429,20221231,1482361878.02,509693905.85,3921448951.66
688213.SH,20230429,20221231,2322555181.66,793424036.84,6054010518.2
603598.SH,20230429,20221231,1238898969.98,312771310.27,1384354848.07
600166.SH,20230429,20221231,34777568935.47,8569669639.06,48514665060.77
002403.SZ,20230429,20221231,3150880882.11,427935669.21,5202507288.11
002059.SZ,20230429,20221231,2971135813.02,1282369811.06,5007607248.67
603100.SH,20230429,20221231,4031638967.35,1498033125.29,7454219384.34
002799.SZ,20230429,20221231,919683735.82,906522100.48,2604514578.0
002573.SZ,20230429,20221231,16050790943.57,1569941734.27,23673394211.44
603237.SH,20230429,20221231,701561862.16,903268072.35,2382015073.09
601877.SH,20230429,20221231,62792660380.03,13357486406.13,104334421755.48
603683.SH,20230429,20221231,825802703.11,191257637.93,1840178305.26
