ts_code,ann_date,end_date,total_liab,money_cap,total_assets
000001.SZ,20111026,20110930,1135526235000.0,,1207212499000.0
000002.SZ,20111025,20110930,223652053634.26,33899446885.85,283205805806.24
000006.SZ,20111029,20110930,4902785975.07,528014121.1,7682876213.43
000008.SZ,20111026,20110930,3395488.11,38297754.17,77170328.25
000009.SZ,20111027,20110930,7261940559.12,1818715882.33,11258911922.46
000012.SZ,20111026,20110930,7676167291.0,905061894.0,14933070069.0
000021.SZ,20111027,20110930,4804300494.43,4152670301.59,9176382416.97
000025.SZ,20111021,20110930,381349294.3,44625579.48,578619923.15
000027.SZ,20111026,20110930,15076157866.31,3213450581.29,31992590334.61
000028.SZ,20111022,20110930,5976570297.53,579744090.3,7323929954.43
000030.SZ,20111026,20110930,65433041.44,2736064.93,67919935.63
000031.SZ,20111029,20110930,16425874432.81,1939408478.51,22785864058.09
000032.SZ,20111024,20110930,793533508.21,253454433.46,1646162030.45
000034.SZ,20111021,20110930,106224479.16,49448754.71,187882060.93
000039.SZ,20111028,20110930,44991125000.0,7050105000.0,66483415000.0
000046.SZ,20111026,20110930,14895121256.56,1500381265.31,23278368531.83
000049.SZ,20111028,20110930,849541965.6,160818081.75,1200306686.6
000050.SZ,20111025,20110930,5200463828.05,820115869.17,7958346614.54
000060.SZ,20111029,20110930,7482823985.94,1302290405.7,13756952619.34
000061.SZ,20111028,20110930,6378039844.55,2475047337.53,10551673656.44
000062.SZ,20111031,20110930,2706294984.52,880900106.52,4490348269.12
000063.SZ,20111028,20110930,74912204000.0,13372300000.0,100166935000.0
000066.SZ,20111029,20110930,23497768308.11,1706938990.07,33735660943.54
000069.SZ,20111022,20110930,45609939086.83,6299719128.43,61988672949.51
000078.SZ,20111026,20110930,3716510979.87,624179219.35,4697058939.45
000088.SZ,20111027,20110930,433301792.09,2639902888.34,5362721723.32
000089.SZ,20111029,20110930,2164485400.31,1944208085.66,8903347224.91
000090.SZ,20111021,20110930,4288869558.6,624025323.53,7799320462.99
000099.SZ,20111029,20110930,914602927.83,155315889.13,2612630650.07
000100.SZ,20111027,20110930,48523002054.0,21931219721.0,67604783028.0
000155.SZ,20111026,20110930,1617058874.17,217706824.45,3259083274.99
000156.SZ,20111025,20110930,498222416.82,57869134.91,289482104.95
000157.SZ,20111031,20110930,40344433657.66,21415556308.02,73864716903.4
000158.SZ,20111027,20110930,2940906744.78,882222188.86,5317445054.18
000301.SZ,20111025,20110930,926413296.31,362836548.97,3472623452.03
000333.SZ,20111031,20110930,74822277435.13,16479359156.2,104017139495.54
000338.SZ,20111029,20110930,29308978835.17,12395337677.11,56997481775.6
000401.SZ,20111027,20110930,25059101228.33,3599603340.46,35907017323.99
000400.SZ,20111031,20110930,3237912764.41,481130429.74,6072854529.9
000402.SZ,20111031,20110930,40092412280.0,10063921443.31,58382425256.32
000403.SZ,20111029,20110930,667416601.15,27653579.31,939133366.47
000408.SZ,20111026,20110930,301420365.48,37446643.19,476676220.88
