ts_code,ann_date,end_date,total_liab,money_cap,total_assets
601865.SH,20190121,20180930,3331777000.0,,6889232500.0
601598.SH,20190115,20180930,37534895151.2,11987629281.43,64781237388.54
002946.SZ,20190108,20180930,2785686469.0,230808156.0,4261369823.0
300759.SZ,20190107,20180930,2237291869.63,305059147.23,4477284800.2
601615.SH,20190102,20180930,16037934113.79,1955531855.83,20780765104.59
601298.SH,20181228,20180930,20051647300.0,,48734984500.0
603185.SH,20181227,20180930,269670647.68,31961652.88,881786917.52
300757.SZ,20181224,20180930,540165677.45,68636491.2,824536511.07
002941.SZ,20181127,20180930,8835654509.08,1330403143.76,10805186278.86
300751.SZ,20181108,20180930,1515896555.38,282264476.8,1965833845.36
601399.SH,20181101,20180930,20952881720.93,6909239507.11,25809267543.24
688180.SH,20181101,20180930,471986996.8,215439999.96,1477636337.46
605589.SH,20181101,20180930,2992707367.69,531717972.89,7499622170.27
002018.SZ,20181031,20180930,1680081317.1,98799581.06,4273260223.62
600978.SH,20181031,20180930,8698984960.66,4377386946.11,17210356476.95
600988.SH,20181031,20180930,2106682709.28,184767124.81,5004245060.54
600996.SH,20181031,20180930,7339466303.68,1549449377.78,11708826596.54
601866.SH,20181031,20180930,117979933803.73,12905644452.4,134583638120.59
601088.SH,20181031,20180930,198282000000.0,114684000000.0,599831000000.0
601001.SH,20181031,20180930,15134107704.19,6125318002.59,24962689288.01
601727.SH,20181031,20180930,137204155000.0,29836971000.0,209734452000.0
002004.SZ,20181031,20180930,14230109010.76,4728326327.98,26921056519.3
601006.SH,20181031,20180930,26807522301.0,15735898344.0,132925564622.0
601857.SH,20181031,20180930,1068308000000.0,166887000000.0,2483559000000.0
601012.SH,20181031,20180930,22939906258.41,7208948110.81,38834509752.49
001289.SZ,20181031,20180930,88416991071.51,2124721596.06,145482098192.18
601808.SH,20181031,20180930,39556949701.0,4311266690.0,73887332284.0
601016.SH,20181031,20180930,13756597292.9,1828727013.62,21423895480.27
002024.SZ,20181031,20180930,99810137000.0,37273859000.0,189042782000.0
601019.SH,20181031,20180930,4827767000.79,3845887258.3,14170066020.41
601058.SH,20181031,20180930,9134013564.97,2142887741.1,15601080799.82
600967.SH,20181031,20180930,10460548027.01,7121443626.05,18796142330.89
600893.SH,20181031,20180930,25351952232.69,4042070523.44,55321478303.99
002176.SZ,20181031,20180930,6225152396.11,579868962.99,10638538382.37
601567.SH,20181031,20180930,7638307209.8,2198115025.41,15254097274.5
601117.SH,20181031,20180930,64376818111.95,25484399907.44,96121892804.04
601138.SH,20181031,20180930,141787495000.0,56231700000.0,206962263000.0
601390.SH,20181031,20180930,718684141000.0,99897318000.0,913764213000.0
600827.SH,20181031,20180930,24794506344.29,10441245191.55,44614833973.37
000829.SZ,20181031,20180930,12045656909.22,4236728367.89,14762337509.71
601021.SH,20181031,20180930,12861689332.0,5206732725.0,26107366241.0
002308.SZ,20181031,20180930,815097868.15,566060806.46,4419014621.12
600886.SH,20181031,20180930,151520753695.17,9419449947.06,220314127436.59
000895.SZ,20181031,20180930,8205657413.81,3833059504.51,23787611399.13
601966.SH,20181031,20180930,12800038521.0,3103777028.0,22529245932.0
000893.SZ,20181031,20180930,339312013.75,226695036.49,4213399203.79
600885.SH,20181031,20180930,2694791627.44,670869268.91,8587780011.52
600887.SH,20181031,20180930,18723445032.54,10825372517.35,45275791954.27
000876.SZ,20181031,20180930,19802880422.45,4858037366.31,46990809274.51
601766.SH,20181031,20180930,252263995000.0,43403156000.0,398130210000.0
000861.SZ,20181031,20180930,8512266511.55,1397611766.73,12233004347.05
601800.SH,20181031,20180930,702921667492.0,111445428132.0,921794993496.0
002326.SZ,20181031,20180930,3590736662.89,437175241.76,6712274089.34
