ts_code,end_date,c_fr_sale_sg,c_pay_acq_const_fiolta
000001.SZ,20100331,,104051000.0
000002.SZ,20100331,12391917310.91,22032730.53
000004.SZ,20100331,26687811.55,315063.3
000005.SZ,20100331,9540148.9,
000006.SZ,20100331,364513611.8,2478366.0
000007.SZ,20100331,29197364.45,
000008.SZ,20100331,1323268.76,16796.0
000009.SZ,20100331,1204134512.51,18539520.41
000010.SZ,20100331,34725214.57,203735.0
000011.SZ,20100331,350943343.07,14447943.0
000012.SZ,20100331,1619274168.0,370451384.0
000014.SZ,20100331,83709048.76,342076.0
000015.SZ,20100331,,
000016.SZ,20100331,4720978879.59,53138753.62
000017.SZ,20100331,35827663.7,
000018.SZ,20100331,3890104.0,96282.0
000019.SZ,20100331,57436525.76,12577108.63
000020.SZ,20100331,195696213.79,497171.67
000021.SZ,20100331,5214500241.55,88465496.29
000023.SZ,20100331,183751777.81,1835207.87
000024.SZ,20100331,2376845424.0,2030375.0
000025.SZ,20100331,115824661.36,302676.0
000026.SZ,20100331,461956131.18,17588296.63
000027.SZ,20100331,3570141426.79,240640533.18
000028.SZ,20100331,2902718540.33,50461906.34
000029.SZ,20100331,298073680.46,27957.6
000030.SZ,20100331,,
000031.SZ,20100331,387404930.28,4436714.95
000032.SZ,20100331,376347151.32,2498192.86
000033.SZ,20100331,18118944.66,370276.0
000034.SZ,20100331,110444893.24,249600.0
000035.SZ,20100331,97900.0,
000036.SZ,20100331,494212130.01,20200.0
000037.SZ,20100331,450814094.97,17658898.44
000038.SZ,20100331,52568171.34,62490.1
000039.SZ,20100331,6769099000.0,319906000.0
000040.SZ,20100331,480679914.57,118483.7
000042.SZ,20100331,305148254.26,892837.53
000045.SZ,20100331,149306624.47,8921526.83
000046.SZ,20100331,433728452.75,988525.76
000047.SZ,20100331,,
000048.SZ,20100331,229532663.48,8995550.45
000049.SZ,20100331,275961990.2,13432002.28
000050.SZ,20100331,518552470.04,540378811.66
000055.SZ,20100331,154788742.13,4828883.06
000056.SZ,20100331,3142634.55,87529.0
000058.SZ,20100331,76838162.92,4591584.05
000059.SZ,20100331,3932490931.97,31682735.27
000060.SZ,20100331,2939944887.88,181042273.86
000061.SZ,20100331,350033334.64,103476284.51
000062.SZ,20100331,80722318.82,8670669.3
000063.SZ,20100331,11889391000.0,633704000.0
000065.SZ,20100331,406783547.84,210784.0
000066.SZ,20100331,16036337369.03,272659357.42
000068.SZ,20100331,29402715.9,
000069.SZ,20100331,2795728116.45,1671735486.52
000070.SZ,20100331,217166902.92,35223251.25
000078.SZ,20100331,879028781.58,56819705.41
000088.SZ,20100331,100135879.41,305442.18
000089.SZ,20100331,428889861.77,158692859.12
000090.SZ,20100331,994878437.2,3371417.0
000096.SZ,20100331,345159446.83,1117285.01
000099.SZ,20100331,205244625.65,2524251.05
000100.SZ,20100331,14031858986.0,280555452.0
000150.SZ,20100331,9315412.76,981800.0
000151.SZ,20100331,132731451.12,375050.5
000153.SZ,20100331,280473358.84,7459889.31
000155.SZ,20100331,452568608.83,81882188.32
000156.SZ,20100331,182030542.41,140136.74
000157.SZ,20100331,4802228030.26,193333758.8
000158.SZ,20100331,803050329.37,42411126.42
000159.SZ,20100331,95040601.99,15774805.78
000301.SZ,20100331,211133805.65,4007826.37
000333.SZ,20100331,12628753937.23,845229607.31
000338.SZ,20100331,9248269802.43,295073843.53
000400.SZ,20100331,482906877.97,36114282.41
000401.SZ,20100331,1217106733.62,1318817136.53
000402.SZ,20100331,1379431336.62,56761163.05
000403.SZ,20100331,159970335.56,3112952.95
000404.SZ,20100331,502744681.5,39232043.06
000407.SZ,20100331,229619446.96,6706563.2
000408.SZ,20100331,40310023.34,5500.0
000409.SZ,20100331,0.0,4035.0
000410.SZ,20100331,1944746797.83,47910983.5
000411.SZ,20100331,1444161165.47,13990547.5
000413.SZ,20100331,4695104.04,
000415.SZ,20100331,40655132.46,6157384.54
000416.SZ,20100331,224241721.97,97376.41
000417.SZ,20100331,2553863465.27,3170239.96
000418.SZ,20100331,411402277.53,16506899.27
000419.SZ,20100331,911381306.03,73779627.14
000420.SZ,20100331,241756985.81,1602330.32
000421.SZ,20100331,504161504.6,113388258.23
000422.SZ,20100331,2222649628.83,747369070.35
000423.SZ,20100331,542429028.25,34365293.51
000425.SZ,20100331,4626831742.59,210383404.04
000426.SZ,20100331,41446316.71,917070.0
000428.SZ,20100331,313232192.54,117745804.73
000429.SZ,20100331,232214613.93,313062584.26
000430.SZ,20100331,10596037.28,1700887.41
000488.SZ,20100331,4004494020.37,523466628.1
000498.SZ,20100331,,
000501.SZ,20100331,3542813212.18,136591481.38
000502.SZ,20100331,26366030.63,6700.0
000503.SZ,20100331,38544040.25,1279448.0
000504.SZ,20100331,45278053.37,
000505.SZ,20100331,125827958.74,7290312.93
