ts_code,ann_date,f_ann_date,end_date,n_cashflow_act,c_pay_acq_const_fiolta,comp_type,report_type,end_type
600804.SH,20260501,20260501,20251231,27951408.32,13580377.54,1,1,4
002308.SZ,20260501,20260501,20251231,-33630248.63,101067.0,1,1,4
000540.SZ,20260501,20260501,20251231,-6930572849.81,27657505.53,1,1,4
000587.SZ,20260501,20260501,20251231,300725.67,,1,1,4
600393.SH,20260501,20260501,20251231,42008360.78,,1,1,4
002665.SZ,20260501,20260501,20251231,288716579.12,25977764.98,1,1,4
002280.SZ,20260501,20260501,20251231,-165666826.27,42059724.67,1,1,4
600277.SH,20260501,20260501,20251231,-2231109452.95,794852253.06,1,1,4
002505.SZ,20260501,20260501,20251231,453855553.1,160634271.6,1,1,4
000961.SZ,20260501,20260501,20251231,221043409.72,50139.0,1,1,4
000939.SZ,20260501,20260501,20251231,40568967.65,25721668.33,1,1,4
920510.BJ,20260430,20260430,20251231,34120425.82,43067604.65,,,
600229.SH,20260430,20260430,20251231,97803337.13,23839715.14,,,
688007.SH,20260430,20260430,20251231,194795756.05,166059798.52,,,
603215.SH,20260430,20260430,20251231,55217938.21,585730668.03,,,
603051.SH,20260430,20260430,20251231,282937052.01,11522925.75,,,
601500.SH,20260430,20260430,20251231,894301364.89,1429142327.98,,,
601006.SH,20260430,20260430,20251231,4986743179.0,27181359442.0,,,
688057.SH,20260430,20260430,20251231,269893990.39,15164070.69,,,
600620.SH,20260430,20260430,20251231,-466903945.02,41341794.13,,,
688272.SH,20260430,20260430,20251231,-81990607.97,20732677.67,,,
300396.SZ,20260430,20260430,20251231,38799820.12,22652162.66,,,
688391.SH,20260430,20260430,20251231,-101054841.09,28842694.66,,,
688133.SH,20260430,20260430,20251231,237522714.42,284791500.66,,,
688333.SH,20260430,20260430,20251231,238718406.06,1245426784.29,,,
603222.SH,20260430,20260430,20251231,-10351563.48,46215146.21,,,
300430.SZ,20260430,20260430,20251231,106444378.17,209852743.89,,,
600004.SH,20260430,20260430,20251231,3074788371.68,737422743.94,,,
600897.SH,20260430,20260430,20251231,800327354.52,74783278.12,,,
600682.SH,20260430,20260430,20251231,732310946.81,350744996.63,,,
600779.SH,20260430,20260430,20251231,-624309026.73,264619234.92,,,
603707.SH,20260430,20260430,20251231,1182791067.72,560150989.14,,,
920039.BJ,20260430,20260430,20251231,-25936642.16,3375751.44,,,
603718.SH,20260430,20260430,20251231,58832698.85,12170326.05,,,
920725.BJ,20260430,20260430,20251231,45110130.75,78124672.87,,,
688021.SH,20260430,20260430,20251231,78722757.63,24979008.13,,,
600491.SH,20260430,20260430,20251231,1797473601.43,70437850.37,,,
688410.SH,20260430,20260430,20251231,308014063.45,156142095.83,,,
600436.SH,20260430,20260430,20251231,77026625.73,339796706.66,,,
600187.SH,20260430,20260430,20251231,-9388076.02,16928743.99,,,
688576.SH,20260430,20260430,20251231,60034724.31,95996086.68,,,
688218.SH,20260430,20260430,20251231,-10037457.61,10786603.21,,,
688032.SH,20260430,20260430,20251231,-286550340.12,507917145.27,,,
603052.SH,20260430,20260430,20251231,70982003.78,160669531.87,,,
920469.BJ,20260430,20260430,20251231,-285870394.25,18637582.39,,,
600783.SH,20260430,20260430,20251231,-57048299.32,1373089.75,,,
603195.SH,20260430,20260430,20251231,4743692351.84,500139110.24,,,
600009.SH,20260430,20260430,20251231,5981731896.44,1306646770.05,,,
600996.SH,20260430,20260430,20251231,351108482.57,180515980.17,,,
688409.SH,20260430,20260430,20251231,386790118.52,827729977.86,,,
603567.SH,20260430,20260430,20251231,322095197.09,68522595.62,,,
600482.SH,20260430,20260430,20251231,11571044052.73,1353356123.49,,,
688189.SH,20260430,20260430,20251231,114572112.33,79802045.48,,,
002486.SZ,20260430,20260430,20251231,103911413.38,85363061.27,,,
300076.SZ,20260430,20260430,20251231,-58001761.77,804223.65,,,
600540.SH,20260430,20260430,20251231,-1317307136.61,14270530.97,,,
605122.SH,20260430,20260430,20251231,213786888.98,13428804.53,,,
920392.BJ,20260430,20260430,20251231,47542324.08,66522864.51,,,
603989.SH,20260430,20260430,20251231,-24994015.87,80213870.48,,,
603690.SH,20260430,20260430,20251231,-429687908.21,236868965.09,,,
603520.SH,20260430,20260430,20251231,3666738.49,269195806.06,,,
688793.SH,20260430,20260430,20251231,-30423058.33,20951722.92,,,
920720.BJ,20260430,20260430,20251231,88011702.23,104841805.0,,,
600886.SH,20260430,20260430,20251231,31569574019.8,21438333922.52,,,
600844.SH,20260430,20260430,20251231,13279673.79,127941594.26,,,
000892.SZ,20260430,20260430,20251231,-122937013.13,1112895.43,,,
688033.SH,20260430,20260430,20251231,185294567.69,94169757.59,,,
600521.SH,20260430,20260430,20251231,1230088568.89,1966048669.65,,,
603801.SH,20260430,20260430,20251231,15826065.91,203171732.0,,,
920719.BJ,20260430,20260430,20251231,-5028458.82,1572350.85,,,
688443.SH,20260430,20260430,20251231,-337905452.27,85421878.71,,,
603189.SH,20260430,20260430,20251231,12330522.34,29371586.78,,,
688625.SH,20260430,20260430,20251231,284289362.8,66373395.66,,,
603027.SH,20260430,20260430,20251231,443009031.58,185953919.32,,,
600847.SH,20260430,20260430,20251231,-2105252.26,10063944.64,,,
600887.SH,20260430,20260430,20251231,14343920490.32,3036644156.68,,,
688573.SH,20260430,20260430,20251231,-39629045.74,85018286.42,,,
