ts_code,ann_date,end_date,total_liab,money_cap,total_assets
001227.SZ,20211207,20191231,314964128392.17,,336682707223.0
600927.SH,20211109,20191231,29935540124.23,,36799466218.55
601665.SH,20210507,20191231,284863916000.0,,307520304000.0
600906.SH,20210409,20191231,25543541835.62,8595196901.67,34214372921.17
688819.SH,20201225,20191231,12616978452.76,4379515371.63,17957843776.24
605377.SH,20201209,20191231,882248564.09,215506807.88,1967653210.37
003023.SZ,20201124,20191231,512447841.19,295989269.06,1305495142.9
689009.SH,20200930,20191231,1189671766.63,989244772.43,3309293000.37
605136.SH,20200909,20191231,644154149.31,871836631.1,2224904402.99
603565.SH,20200818,20191231,5340094586.6,2282777075.9,8312122555.34
300873.SZ,20200804,20191231,249558963.01,232962734.43,966896940.91
300861.SZ,20200727,20191231,278847552.95,372258062.51,1661623174.28
601456.SH,20200713,20191231,20352077000.0,9304971000.0,28419403000.0
002083.SZ,20200630,20191231,6282346881.42,1718558932.68,10072582472.58
600226.SH,20200630,20191231,619047621.98,90122688.29,4159059189.32
688488.SH,20200630,20191231,224743876.74,129693957.01,780980835.28
002086.SZ,20200630,20191231,1999794700.2,858613600.99,3748011897.5
688500.SH,20200630,20191231,127798970.47,355758101.13,731354232.8
688981.SH,20200630,20191231,43558038614.43,37268472713.91,114817063254.66
600168.SH,20200630,20191231,10154355503.39,1440244019.12,15575553892.38
600545.SH,20200630,20191231,6872172000.0,2402917000.0,13203971000.0
002450.SZ,20200630,20191231,15200195988.01,1742398959.11,9028882893.04
000525.SZ,20200630,20191231,9209006059.63,1405751173.84,13801586791.41
600240.SH,20200630,20191231,14639031706.13,65573417.78,6762674856.39
600035.SH,20200630,20191231,6833563609.17,870182924.74,13391545885.04
300209.SZ,20200630,20191231,1427646139.33,800593331.2,5418617859.07
600189.SH,20200630,20191231,3615200461.62,914550567.13,5144137104.23
002638.SZ,20200630,20191231,904770987.76,515629381.38,4466240317.62
688580.SH,20200630,20191231,149353181.67,244353396.51,404217189.87
600759.SH,20200630,20191231,8486503176.12,97668741.46,14081755036.92
002470.SZ,20200630,20191231,11069242901.7,1885947791.74,20927125262.74
688256.SH,20200630,20191231,311992772.79,383308680.43,4668472281.56
300278.SZ,20200630,20191231,2736983208.78,203728248.55,3029790348.38
603619.SH,20200630,20191231,3060368978.45,450740355.48,5425251320.37
002210.SZ,20200630,20191231,12875029679.2,80164503.47,2577457154.43
002432.SZ,20200629,20191231,341749509.13,331275123.15,1940253552.18
600112.SH,20200629,20191231,1305659252.65,21382592.92,1672653738.49
603085.SH,20200625,20191231,1595344580.37,111551047.58,2072079447.03
000413.SZ,20200624,20191231,36244879699.21,11598949986.0,67760453707.95
600338.SH,20200624,20191231,1438597420.6,205625557.43,4178371159.12
002085.SZ,20200624,20191231,7328102806.81,2054663514.31,13988933546.56
688567.SH,20200624,20191231,4597019076.41,4580619525.33,11700389963.9
000979.SZ,20200624,20191231,38026778110.91,41951171.93,37982082422.52
000923.SZ,20200624,20191231,3401081710.35,2506714500.33,12843258423.01
688579.SH,20200624,20191231,222424667.27,389665635.03,1063162875.57
002280.SZ,20200624,20191231,6440929835.76,988607649.04,8885346870.4
