ts_code,end_date,total_liab,money_cap,total_assets
000568.SZ,20020930,972935122.05,160403672.33,2226943669.57
600121.SH,20020930,843344170.0,219820030.0,2115488590.0
600198.SH,20020930,3189915124.6,254807464.87,5086531358.21
000908.SZ,20020930,242879922.92,192445713.37,763759847.25
600869.SH,20020930,210939382.48,23076101.63,401368939.55
600173.SH,20020930,580972183.37,38349265.24,1201003523.66
000931.SZ,20020930,8001330159.92,570217586.65,10425191310.68
000504.SZ,20020930,276500544.33,22269934.24,617504092.67
600210.SH,20020930,2392709593.67,562178048.81,4423551769.63
000576.SZ,20020930,994926809.2,258881530.06,1895596271.56
000530.SZ,20020930,597962820.28,390212215.51,1821759113.56
000949.SZ,20020930,475629390.94,247146189.19,1525417625.23
600864.SH,20020930,417193373.48,30491400.4,885492588.94
600762.SH,20020930,355952676.94,68989706.22,607090128.2
000615.SZ,20020930,559678084.81,107040666.4,1179254368.2
000021.SZ,20020930,2865113992.87,1091031954.12,5239207553.23
600233.SH,20020930,42254902.42,102439183.36,543003325.85
600704.SH,20020930,2150444495.09,442088438.96,3310778918.79
000825.SZ,20020930,2405630248.54,531806333.07,6032303317.87
600665.SH,20020930,43094412.97,217546590.72,1305606053.28
000965.SZ,20020930,553398378.75,18349720.89,1159358801.16
000151.SZ,20020930,130171804.04,493227784.12,963724433.5
600362.SH,20020930,4109637236.0,245479466.0,8860399766.0
600638.SH,20020930,735122879.82,330211256.57,2889230708.29
000569.SZ,20020930,1166987003.88,117064323.98,1984538011.88
600068.SH,20020930,1503077676.92,292246990.59,4843273598.44
600553.SH,20020930,294573464.57,366682808.9,959122900.4
600211.SH,20020930,350156282.15,92553263.26,762249872.77
600794.SH,20020930,210314986.17,9305942.13,536705722.13
600597.SH,20020930,1322769319.0,1179519559.0,3015737191.0
600078.SH,20020930,501595079.87,170214903.9,1209240453.62
600644.SH,20020930,668586619.92,93809799.82,1149509348.38
600268.SH,20020930,446119388.07,54187337.97,926665676.26
600157.SH,20020930,470111445.55,156982821.64,840686490.6
000005.SZ,20020930,829240641.57,26443625.85,1875121285.24
000038.SZ,20020930,58984827.01,50445351.49,167482932.37
600293.SH,20020930,410584574.8,105536164.19,1140860269.0
600323.SH,20020930,163261386.95,56929081.42,905463529.65
000048.SZ,20020930,1231016899.0,86454638.0,1319757765.0
000526.SZ,20020930,363219834.97,42432609.29,535376381.4
600647.SH,20020930,103583945.92,2613911.87,82534309.98
000548.SZ,20020930,571342601.07,273153078.27,1744975531.52
600234.SH,20020930,477882505.78,44290322.59,660816993.39
600300.SH,20020930,273822140.68,429058509.19,1856750170.87
600129.SH,20020930,1854675790.85,113720748.4,3049373575.34
000583.SZ,20020930,950613419.91,1156080712.33,2405387207.86
600823.SH,20020930,882352877.33,389508293.65,1475846457.69
000758.SZ,20020930,320000589.66,209155372.91,1277853509.11
000564.SZ,20020930,380265799.94,31727266.94,949403189.29
600163.SH,20020930,1398870770.18,146040110.62,2592421595.24
000612.SZ,20020930,1304636731.85,153684458.35,1996628669.48
000762.SZ,20020930,257131622.11,62514935.06,740512674.2
600566.SH,20020930,134466220.29,112770363.32,597772317.48
000910.SZ,20020930,735637191.23,132271109.94,1611518433.44
600060.SH,20020930,1321124774.08,532313159.7,3597672856.91
600229.SH,20020930,725950991.35,115832878.29,1598477446.68
600054.SH,20020930,311223657.71,258541815.82,1092354011.58
600568.SH,20020930,34926974.05,257044361.41,479618387.54
000018.SZ,20020930,83706561.31,31697628.17,392406707.96
000636.SZ,20020930,963535177.3,375265527.6,3223348197.95
600182.SH,20020930,1336107470.54,23257167.45,1893205118.35
600700.SH,20020930,717011622.45,81347052.57,1111058162.48
600679.SH,20020930,1133533742.35,295908023.04,2177467463.97
000587.SZ,20020930,480080254.03,62886801.2,950056606.86
600667.SH,20020930,1166593862.44,364678704.2,1719825926.04
000826.SZ,20020930,181329970.88,88349816.73,459952963.94
000869.SZ,20020930,286169020.0,695657165.0,1739619751.0
000732.SZ,20020930,708579815.42,400946904.0,1211334459.74
600793.SH,20020930,737774826.75,41476746.15,899606762.72
000915.SZ,20020930,242363504.31,41734320.62,494391840.6
000956.SZ,20020930,821257117.75,484809168.1,4067808539.58
000957.SZ,20020930,387947011.14,117582175.33,850262819.27
