ts_code,end_date,total_liab,money_cap,total_assets
688981.SH,20060930,13172676584.0,,37211919115.0
601988.SH,20060930,4862073000000.0,32344000000.0,5268846000000.0
601975.SH,20060930,1522408423.05,96443360.57,3031641307.85
601699.SH,20060930,4574262009.11,3292928859.17,8088876608.91
601607.SH,20060930,4685211915.92,474491045.62,6817216783.02
601588.SH,20060930,6729420220.0,6144771861.0,14855909532.0
601168.SH,20060930,5881607579.88,1170458289.4,9122840492.24
601111.SH,20060930,52475459046.0,7743619489.0,87603528236.0
601006.SH,20060930,4723434437.0,5623521932.0,38869352294.0
601001.SH,20060930,3197375080.54,3167505931.5,6587841406.6
600997.SH,20060930,2860411161.98,985209893.15,5435870175.51
600995.SH,20060930,688086769.28,73904126.34,1250936499.55
600993.SH,20060930,192764101.26,424957757.72,846542967.16
600992.SH,20060930,380780680.92,506554643.47,1102203399.82
600991.SH,20060930,2835931575.77,556236037.22,4867029196.07
600990.SH,20060930,145450235.61,99136209.39,450522681.66
600988.SH,20060930,242741988.79,17843.59,353185313.8
600987.SH,20060930,493530901.9,232187770.48,1644890601.41
600986.SH,20060930,971338654.96,234692588.55,1565754541.5
600985.SH,20060930,29970580.6,170065207.47,325775698.62
600984.SH,20060930,420178911.83,22245322.85,789324495.68
600983.SH,20060930,141510102.63,244453002.79,668048730.75
600982.SH,20060930,147672162.79,62174390.3,510563966.13
600981.SH,20060930,1043898510.82,376875122.7,1760909069.38
600980.SH,20060930,134817677.59,90139139.81,513396003.97
600979.SH,20060930,649192573.18,129584556.64,1126014135.36
600978.SH,20060930,821419326.89,582327208.93,1739392988.93
600976.SH,20060930,292570250.71,220120816.21,1063653070.05
600975.SH,20060930,32515253.76,264726863.04,509011142.97
600973.SH,20060930,1009238744.69,208801045.05,1658699311.97
600971.SH,20060930,627130744.12,486466520.96,1629528882.56
600970.SH,20060930,3838178182.77,1532133563.91,4752575351.68
600969.SH,20060930,1241333965.14,215933337.49,2024472196.52
600967.SH,20060930,764258099.71,70684130.54,1250705125.73
600966.SH,20060930,1607458028.0,158504037.14,3032231354.2
600965.SH,20060930,136779392.53,27258743.88,636912486.14
600963.SH,20060930,2686005357.34,256625828.93,3805867136.66
600962.SH,20060930,561131801.06,142942081.96,1165952251.1
600961.SH,20060930,1798780861.63,205672008.79,2955935951.67
600960.SH,20060930,1037321982.41,277206488.13,1621261163.12
600900.SH,20060930,17810642492.62,975456084.09,40960127101.93
600898.SH,20060930,820727932.57,371124016.16,1166808285.26
600897.SH,20060930,48160129.63,366225137.47,1347793311.51
600896.SH,20060930,89709338.62,490545364.74,1207396623.61
600895.SH,20060930,1371540321.17,366699124.17,4079634624.61
600894.SH,20060930,3364805128.23,850784227.47,4945303908.04
600893.SH,20060930,476987061.69,81669656.39,1272491567.46
600892.SH,20060930,142269695.02,1670465.37,137794672.85
600891.SH,20060930,637151661.01,7044352.27,828207175.38
600890.SH,20060930,224478626.97,60313253.64,584992978.47
600889.SH,20060930,861605606.04,98735741.81,1519593103.41
600888.SH,20060930,873115556.93,31520197.65,1348217080.47
600887.SH,20060930,4253674988.05,1327442334.71,7107516871.14
600886.SH,20060930,6953625667.9,243333126.58,11220375667.92
600885.SH,20060930,513646026.96,57567744.03,713341983.72
600884.SH,20060930,1500737215.16,473260831.63,3195374359.29
600883.SH,20060930,159029300.4,114088058.35,472227020.42
600882.SH,20060930,1074431561.53,116779323.69,1601903997.49
600881.SH,20060930,5779162314.06,415919564.81,8514024071.28
600880.SH,20060930,294840584.44,132432776.08,795971679.27
600879.SH,20060930,1224251525.92,231072278.78,2531968296.4
600877.SH,20060930,2296794560.74,710332156.22,3379046388.72
600876.SH,20060930,2049710000.0,379532000.0,2837613000.0
600875.SH,20060930,6604538582.67,2863601021.29,8863672892.21
600874.SH,20060930,2846573000.0,933542000.0,5355068000.0
600873.SH,20060930,503004512.9,67609757.15,721493587.4
600872.SH,20060930,959564921.35,294630620.44,2438832798.99
