ts_code,end_date,total_liab,money_cap,total_assets
688981.SH,20080930,12211269723.0,,30968155917.0
601999.SH,20080930,848447547.11,599725040.75,2178959627.48
601998.SH,20080930,994298000000.0,,1088675000000.0
601991.SH,20080930,120900981000.0,7579043000.0,151932595000.0
601988.SH,20080930,6116520000000.0,,6596615000000.0
601975.SH,20080930,7013982253.36,2003373603.44,11424308086.14
601958.SH,20080930,1299516077.09,9799854451.31,15037075551.16
601939.SH,20080930,6844097000000.0,,7323631000000.0
601919.SH,20080930,55290199852.85,36108600004.77,124168223275.55
601918.SH,20080930,8938056762.87,2006490547.83,13975076203.25
601899.SH,20080930,7267687203.0,5663440971.0,25222743163.0
601898.SH,20080930,28822192000.0,37693967000.0,93692978000.0
601872.SH,20080930,4851091223.0,5132182995.0,14434310063.0
601866.SH,20080930,18889610155.77,14357044277.3,51361412163.53
601857.SH,20080930,337397000000.0,85701000000.0,1122651000000.0
601808.SH,20080930,35560569368.0,5647645914.0,55175957553.0
601766.SH,20080930,26600257881.05,11226480667.45,44652168007.86
601699.SH,20080930,10255073976.2,2577920080.37,15848537930.79
601668.SH,20080930,162877399000.0,22756124000.0,192605667000.0
601666.SH,20080930,7195021526.93,5971547869.24,14872470790.89
601628.SH,20080930,813180000000.0,30516000000.0,946418000000.0
601607.SH,20080930,6108530183.13,948281969.42,8201529100.8
601601.SH,20080930,260877000000.0,16450000000.0,310369000000.0
601600.SH,20080930,65411552566.41,10570381218.47,127854817738.46
601588.SH,20080930,15946948280.0,4820783077.0,24514317132.0
601398.SH,20080930,8798528000000.0,,9384347000000.0
601390.SH,20080930,188205999000.0,50106629000.0,248659024000.0
601333.SH,20080930,5728652570.31,780555354.64,28023212253.8
601328.SH,20080930,2353416000000.0,,2491295000000.0
601318.SH,20080930,589266000000.0,67217000000.0,666385000000.0
601236.SH,20080930,2527128000.0,,5513848800.0
601200.SH,20080930,3130648253.56,440186065.79,4975719280.16
601198.SH,20080930,5578890151.55,6642365469.05,7572944983.62
601186.SH,20080930,174177126000.0,49120713000.0,220842119000.0
601169.SH,20080930,371687291000.0,,402958563000.0
601168.SH,20080930,6204167588.0,5303904218.0,17477197770.0
601166.SH,20080930,878624350713.13,,925312626549.56
601111.SH,20080930,67913791000.0,4049800000.0,97554239000.0
601099.SH,20080930,1811902493.65,1967421114.0,3301315816.21
601088.SH,20080930,101128000000.0,60856000000.0,266664000000.0
601009.SH,20080930,84209417050.76,,94960717084.38
601008.SH,20080930,720763594.61,301528811.85,2355158032.28
601007.SH,20080930,158337146.01,502442944.83,1255074392.09
601006.SH,20080930,19170889109.0,6056564727.0,58379665468.0
601005.SH,20080930,7314230000.0,982584000.0,13156890000.0
601003.SH,20080930,10926976232.49,430296605.64,15884808222.83
601002.SH,20080930,1377249680.65,127029904.2,3210345049.3
601001.SH,20080930,7362438511.99,5569635850.32,13314183452.47
600997.SH,20080930,6140007327.01,1729288183.89,10654404105.08
600995.SH,20080930,706900183.79,197128588.39,1484461840.86
