ts_code,ann_date,end_date,n_cashflow_act,c_pay_acq_const_fiolta,f_ann_date,comp_type,report_type,end_type
603345.SH,20170124,20160930,36610537.54,197820049.41,20170124,1,1,3
002841.SZ,20170118,20160930,754161899.07,94211594.54,20170118,1,1,3
603379.SH,20170113,20160930,379945128.51,123123789.2,20170113,1,1,3
300601.SZ,20170112,20160930,10646116.88,139161850.06,20170112,1,1,3
600939.SH,20170111,20160930,-249434132.11,242033491.75,20170111,1,1,3
603877.SH,20170106,20160930,-16494205.54,177353646.04,20170106,1,1,3
603228.SH,20170105,20160930,328250550.85,182180697.52,20170105,1,1,3
300595.SZ,20170104,20160930,81691652.75,21093338.9,20170104,1,1,3
601212.SH,20161228,20160930,2578709649.45,957340080.21,20161228,1,1,3
603444.SH,20161220,20160930,603430524.8,62478605.75,20161220,1,1,3
002831.SZ,20161125,20160930,545101417.44,625120958.81,20161125,1,1,3
300573.SZ,20161125,20160930,33050662.28,3717918.19,20161125,1,1,3
603708.SH,20161122,20160930,853954065.32,180426584.97,20161122,1,1,3
300567.SZ,20161121,20160930,12552455.96,3599699.08,20161121,1,1,3
002821.SZ,20161117,20160930,247358380.35,169304263.41,20161117,1,1,3
603858.SH,20161117,20160930,1495846095.72,597531717.4,20161117,1,1,3
300570.SZ,20161115,20160930,106774172.06,38565881.49,20161115,1,1,3
300568.SZ,20161111,20160930,126726434.79,182739107.88,20161111,1,1,3
603556.SH,20161109,20160930,243104553.96,69219027.95,20161109,1,1,3
002818.SZ,20161108,20160930,632013942.25,390974927.68,20161108,1,1,3
688981.SH,20161107,20160930,3817604772.0,,20161107,1,1,3
601228.SH,20161107,20160930,750033304.51,349337462.54,20161107,1,1,3
300558.SZ,20161105,20160930,324003418.2,174119467.44,20161105,1,1,3
000629.SZ,20161031,20160930,191540179.92,275555292.36,,,,
000425.SZ,20161031,20160930,1578645191.24,506597404.17,,,,
000415.SZ,20161031,20160930,15468269000.0,41489474000.0,,,,
000540.SZ,20161031,20160930,389897080.57,16530938.61,,,,
601021.SH,20161031,20160930,1720705928.0,4137180338.0,,,,
000999.SZ,20161031,20160930,995089469.27,238866134.66,,,,
