ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
688072.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2831601105.66,,,,,,,303664571.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688065.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,273093222.24,,,,,,,546099764.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688052.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-512386117.9,,,,,,,265258555.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601869.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1815930696.0,,,,,,,859432962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688017.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,110265491.84,,,,,,,63744443.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688008.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600671441.66,,,,,,,227859052.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600339.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3589111962.99,,,,,,,82415944.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688223.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1341418982.62,,,,,,,2014715853.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000661.SZ,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,721916281.86,,,,,,,1376935050.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688248.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-195224300.61,,,,,,,60768136.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601698.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,646518314.69,,,,,,,290385174.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688520.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-306820436.08,,,,,,,166106189.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688472.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5469244974.83,,,,,,,5085851891.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688396.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1361907753.85,,,,,,,935519706.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688348.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,15264246.2,,,,,,,153472831.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002335.SZ,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,174210400.17,,,,,,,246702414.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688331.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,217057433.94,,,,,,,175212674.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601727.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1645669000.0,,,,,,,3287255000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688321.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,59922074.78,,,,,,,114938351.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688361.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-678542897.18,,,,,,,443059743.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688349.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1169622000.0,,,,,,,987317000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688289.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84480051.67,,,,,,,172108929.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601766.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11527861000.0,,,,,,,5551266000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688276.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14809350.6,,,,,,,236791093.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688318.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,54320996.94,,,,,,,37002307.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601777.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2508495972.59,,,,,,,192992159.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688297.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1046936723.64,,,,,,,81495310.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601778.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3272690993.67,,,,,,,1523465156.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688266.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16733921.86,,,,,,,132497229.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603983.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,158873239.53,,,,,,,177169465.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601933.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1139554788.39,,,,,,,1041379465.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603000.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8801403.14,,,,,,,18713590.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601969.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1278942930.0,,,,,,,1015891150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000651.SZ,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,45728383685.2,,,,,,,1303992588.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000100.SZ,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,33836602144.0,,,,,,,11511651748.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000426.SZ,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2741992001.13,,,,,,,305588792.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000338.SZ,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,15014748052.19,,,,,,,4989765654.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601919.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,39981831734.27,,,,,,,17017949162.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000039.SZ,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,9827135000.0,,,,,,,2838206000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000538.SZ,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4455969511.54,,,,,,,327427165.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000568.SZ,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,9822590732.99,,,,,,,1137163772.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600820.SH,20251031,20251031,20250930,1,1,3,,,40809968847.46,29231422.5,,,,,,,,,,,,1102691116.13,41941891386.09,34342414590.57,3702785758.74,1529811589.68,,,,,,2009385827.29,41584397766.28,357493619.81,,845676503.22,1337005741.42,23242063.34,378600159.42,2584524467.4,842328962.48,1388685581.26,,,,2231014543.74,353509923.66,13517262795.68,,9801833432.13,27302926227.81,,17995613783.71,2051507077.97,,10846717720.55,30893838582.23,-3590912354.42,-8480952.1,-2888389763.05,23435728257.06,20547338494.01,3983830000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
600482.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,7558000140.19,,,,,,,898562364.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603056.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787781198.59,,,,,,,683677266.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600585.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,11099688251.0,,,,,,,6465739959.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600516.SH,20251031,20251031,20250930,1,1,3,,,2521329196.9,8721060.79,,,,,,,,,,,,290730305.1,2820780562.79,2413248869.77,517374815.23,171899957.85,,,,,,248532630.28,3351056273.13,-530275710.34,,3539826611.35,85342623.72,3666390.99,,3628835626.06,26424401.38,3607105436.75,,,,3633529838.13,-4694212.07,1819994983.83,,,1819994983.83,-464239125.2072,1449696960.2,95667814.1,,,1545364774.3,274630209.53,5433618.7,-254906094.18,5394411958.13,5139505863.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
000725.SZ,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,36774618263.0,,,,,,,30031729690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000858.SZ,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,28247488416.94,,,,,,,1488528821.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000876.SZ,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,7835356904.17,,,,,,,1343800405.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600642.SH,20251031,20251031,20250930,1,1,3,,,24076307165.24,63599216.99,,,,,,,,,,,,373408982.8,24513315365.03,14038813781.17,944117556.1,1768618452.58,,,,,,442337045.61,17193886835.46,7319428529.57,15089849.39,6156.38,663527623.46,3248178.38,1.0,681871808.61,4182617858.54,263563333.33,6581000.6,,,4452762192.47,-3770890383.86,18718309824.58,,804544665.58,21738217361.67,-2106358800.5097,19115760809.35,3158789744.24,91400000.0,730214975.83,23004765529.42,-1266548167.75,11978.55,2282001956.51,13769708502.96,16051710459.47,2215362871.51,16792871.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
688525.SH,20251031,20251031,20250930,1,1,3,,,6870329253.32,342253454.53,,,,,,,,,,,,238367395.51,7450950103.36,8213440514.21,476476818.89,37021450.56,,,,,,207140263.89,8934079047.55,-1483128944.19,,200000000.0,5086702.41,584000.0,-5168.0,205665534.41,1167330886.13,588411321.52,,,,1755742207.65,-1550076673.24,5264462827.63,,942099514.06,8294666257.11,-3287075968.4,3720840542.94,123193122.16,,880771065.48,4724804730.58,3569861526.53,-33756379.98,502899529.12,411141827.6,914041356.72,2088103915.42,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
601880.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320383503.14,,,,,,,193970546.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603267.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11461022.43,,,,,,,74818812.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603369.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,906847947.73,,,,,,,1361733967.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603228.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1527401208.71,,,,,,,1866023791.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603127.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,266391149.32,,,,,,,121121329.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603019.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1295679558.8,,,,,,,600419795.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601992.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3988712093.62,,,,,,,1362627398.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603001.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,152270872.35,,,,,,,34768952.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603087.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,481960456.57,,,,,,,627863920.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603638.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,461046840.1,,,,,,,406401095.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603026.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,252789283.58,,,,,,,179986579.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603195.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3621486874.87,,,,,,,412571935.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603179.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,256926699.5,,,,,,,832895334.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603169.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85868441.15,,,,,,,220217165.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600682.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,525507601.25,,,,,,,242044692.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603528.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,28011182.81,,,,,,,18897936.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603185.SH,20251031,20251031,20250930,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,215659159.08,,,,,,,739342557.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
