ts_code,end_date,total_liab,money_cap,total_assets
000016.SZ,20050930,4814836729.04,699946506.03,8263929496.53
002023.SZ,20050930,45295627.2,131499686.94,528488271.55
001267.SZ,20050930,612860202.34,386905.61,323008793.46
000003.SZ,20050930,,,458936843.16
000722.SZ,20050930,,158566463.85,2634877223.48
600816.SH,20050930,1469691717.09,9687440.53,1909208125.97
000563.SZ,20050930,1133520050.49,185794263.78,1452388465.97
600198.SH,20050930,3867901038.73,363895707.19,5473670716.81
000006.SZ,20050930,1576209059.01,400476236.48,2621265864.97
000658.SZ,20050930,615684607.74,329553.71,43701407.65
600625.SH,20050930,,,61854630.96
600813.SH,20050930,1724611718.7,485225.36,394233399.68
000588.SZ,20050930,1729011032.25,475855.1,303973391.24
000663.SZ,20050930,647781052.11,39628301.62,1006224637.14
000721.SZ,20050930,597930549.18,69085489.93,942334165.14
600207.SH,20050930,1681586770.02,539839667.88,4118740213.33
600253.SH,20050930,1008415762.48,109535889.23,1938113573.72
600191.SH,20050930,688958003.9,594736864.04,2103763186.47
600195.SH,20050930,1025289502.04,61949970.78,1976478532.38
600730.SH,20050930,714428442.51,136031294.79,1218409977.5
000952.SZ,20050930,385979291.04,40969185.9,914809090.25
600193.SH,20050930,383954278.56,4122855.28,695482161.78
600114.SH,20050930,348395024.19,77950943.57,1031298850.13
600768.SH,20050930,384833671.62,30806888.0,544790088.29
600208.SH,20050930,2030997832.07,408859077.87,2824399104.34
600298.SH,20050930,352830440.43,40222441.33,1004342899.46
600273.SH,20050930,205030356.71,291046426.63,824440613.35
600234.SH,20050930,853655609.18,1154066.97,399656089.14
600306.SH,20050930,881331014.3,381871395.34,1450933995.1
600500.SH,20050930,2321449460.92,633586687.44,5706653290.6
600461.SH,20050930,126995693.21,116224976.51,574511925.18
600493.SH,20050930,107212802.34,71180299.26,640790415.18
600756.SH,20050930,232802815.07,165032242.03,896801059.76
600502.SH,20050930,1132300082.2,136233203.32,1651770366.27
600201.SH,20050930,545822378.55,42995643.58,1138442444.84
002016.SZ,20050930,60874685.52,111645412.54,304420790.05
002005.SZ,20050930,1394180419.59,370925305.24,2038634499.14
000551.SZ,20050930,795102489.97,310847959.66,1525798691.02
600099.SH,20050930,95308101.53,265069999.88,552997950.18
600192.SH,20050930,1084195940.8,278306778.33,2197827683.08
000638.SZ,20050930,561556609.64,9309040.37,206190632.88
000720.SZ,20050930,2438545169.07,394406631.23,3993953491.72
000788.SZ,20050930,539975182.18,67372523.64,757334884.81
000858.SZ,20050930,2166269318.79,1571661619.25,9526985470.38
000012.SZ,20050930,2763253948.0,202883701.0,5370306816.0
000027.SZ,20050930,3944441299.63,2662780313.57,11128950971.62
600205.SH,20050930,924191057.28,700228061.75,3983006014.59
600206.SH,20050930,506090602.85,52575424.79,1151462563.12
600213.SH,20050930,869735097.97,66004004.99,1291769117.76
600221.SH,20050930,23944801615.0,2535135818.0,26149831346.0
600225.SH,20050930,742062007.37,57130751.32,1242182116.4
