ts_code,end_date,total_liab,money_cap,total_assets
603049.SH,20070930,3971870255.68,439764238.21,5117037502.93
688981.SH,20070930,11818987025.0,,34677958527.0
601998.SH,20070930,847877000000.0,,928918000000.0
601991.SH,20070930,77127379000.0,4404088000.0,109635410000.0
601988.SH,20070930,5569816000000.0,,6020209000000.0
601975.SH,20070930,1454250229.6,198328889.41,3192090350.48
601939.SH,20070930,6016119000000.0,,6406041000000.0
601919.SH,20070930,34618541480.83,23156054113.1,75679318959.15
601872.SH,20070930,3731922398.0,4189617227.0,12873931416.0
601808.SH,20070930,4934747972.0,8797012345.0,21614869409.0
601699.SH,20070930,5449844891.35,2824359602.79,9818836746.98
601666.SH,20070930,4279786011.72,2685878659.23,10329516775.69
601628.SH,20070930,755633000000.0,60542000000.0,925237000000.0
601607.SH,20070930,5356221346.22,714818467.32,7354334894.0
601600.SH,20070930,33504016003.83,13712077185.79,96160172806.68
601588.SH,20070930,12043289023.0,2746013541.0,20422308487.0
601398.SH,20070930,8071719000000.0,,8597756000000.0
601333.SH,20070930,5809855741.47,2272674970.56,27309730734.48
601328.SH,20070930,2097265000000.0,,2219881000000.0
601318.SH,20070930,518785000000.0,104374000000.0,623722000000.0
601169.SH,20070930,280615985000.0,,306752657000.0
601168.SH,20070930,4970974510.0,7093287193.0,14906417524.0
601166.SH,20070930,820618689530.03,,857615104731.91
601118.SH,20070930,3585321343.44,596365881.78,7148234374.49
601111.SH,20070930,53678669000.0,2967859000.0,85134723000.0
601009.SH,20070930,70855146038.0,,80590951305.23
601008.SH,20070930,576535040.03,416584545.11,2110254164.62
601007.SH,20070930,178509663.95,474627288.15,1161271368.95
601006.SH,20070930,5863222315.0,7466137957.0,41952778246.0
601005.SH,20070930,5538422000.0,1015912000.0,10714169000.0
601003.SH,20070930,7538533367.38,987754894.25,12252696305.83
601002.SH,20070930,848113646.74,364320170.77,2516829837.81
601001.SH,20070930,3616224462.7,3029627013.13,7677938651.28
600997.SH,20070930,3522235955.23,934441891.51,6524003908.83
600995.SH,20070930,732885869.55,114049983.9,1367719292.78
600993.SH,20070930,225802366.11,483098552.61,1071199334.79
