ts_code,ann_date,end_date,total_liab,money_cap,total_assets
002174.SZ,20190831,20190630,3134057711.89,1316626104.13,8147686482.16
000876.SZ,20190831,20190630,23198448834.08,3718643173.54,51930282600.6
601010.SH,20190831,20190630,1563757913.71,382846029.12,6177723110.5
002304.SZ,20190831,20190630,10592414548.97,2678376333.67,45285902343.2
002308.SZ,20190831,20190630,714989610.01,1071245331.02,4325691683.01
600875.SH,20190831,20190630,55219084662.05,24372317166.49,86363335265.95
600728.SH,20190831,20190630,3357157963.83,1024417268.06,7746797507.32
000951.SZ,20190831,20190630,16747549763.07,3030425834.08,23891162996.45
600487.SH,20190831,20190630,25602681205.37,5544753589.12,39798832159.03
000825.SZ,20190831,20190630,37604617536.98,8864624735.65,68970100347.32
000839.SZ,20190831,20190630,8068455485.41,340829689.29,17316052374.54
601919.SH,20190831,20190630,193187353573.1,33418445606.8,255995058383.47
000858.SZ,20190831,20190630,20401320707.41,49891869866.74,88082807409.78
000861.SZ,20190831,20190630,7567924600.28,1022048943.03,11387635515.42
600406.SH,20190831,20190630,23628990827.39,8389127982.08,52648100317.95
600500.SH,20190831,20190630,31544266871.62,9662930022.43,55427106207.87
600939.SH,20190831,20190630,61088617288.26,3605819501.25,70026971608.65
000898.SZ,20190831,20190630,37086000000.0,1781000000.0,89348000000.0
000917.SZ,20190831,20190630,11051190994.74,2088669633.87,22188059591.6
000930.SZ,20190831,20190630,9525953363.74,922482117.97,19366205454.62
601888.SH,20190831,20190630,6515732567.22,11882890131.92,27691450392.38
600978.SH,20190831,20190630,8795963208.36,2767419442.8,17245324915.53
000939.SZ,20190831,20190630,31367962388.54,224655814.18,32304861124.76
000960.SZ,20190831,20190630,20220030770.25,5007553085.04,34842309701.87
000806.SZ,20190831,20190630,1096516024.19,52523479.04,2384228276.15
000800.SZ,20190831,20190630,11104833812.58,314092737.91,19224533020.1
000792.SZ,20190831,20190630,55087074083.1,1346113544.24,73344089053.47
000685.SZ,20190831,20190630,5114067736.43,898455795.26,18097700449.32
601019.SH,20190831,20190630,4646920744.56,4379857613.59,14478971361.95
601258.SH,20190831,20190630,24219574301.0,4362789353.0,29581898737.0
600900.SH,20190831,20190630,161582997768.39,7319077672.03,298317440492.07
600177.SH,20190831,20190630,47663932278.52,16289217066.92,75827443900.66
600166.SH,20190831,20190630,38147629081.69,2963419182.86,53318953840.01
600158.SH,20190831,20190630,2271150380.99,877682003.26,4216251249.37
600170.SH,20190831,20190630,184327949756.96,46885003694.92,220802474671.23
600115.SH,20190831,20190630,220367000000.0,959000000.0,279909000000.0
600112.SH,20190831,20190630,1130348172.6,55144659.21,2275010322.27
600098.SH,20190831,20190630,20685178465.96,1021713877.29,40581461593.17
000021.SZ,20190831,20190630,8670034498.13,5342156374.36,15094334024.31
600068.SH,20190831,20190630,167662289798.91,19895195202.1,230441101376.96
600058.SH,20190831,20190630,15972888548.72,3588924823.33,22697550632.64
600039.SH,20190831,20190630,75624666710.59,10809513037.75,91821592769.44
600004.SH,20190831,20190630,9840020264.77,1613353163.2,26036010358.32
600751.SH,20190831,20190630,102555851000.0,5847251000.0,120905267000.0
000969.SZ,20190831,20190630,3838400359.73,1054166933.1,9275249071.77
600754.SH,20190831,20190630,24921751433.18,5494959890.33,38726104581.9
600783.SH,20190831,20190630,2157178627.75,295724002.8,5794875163.41
600745.SH,20190831,20190630,18594015962.71,2581331700.48,29535644574.33
600739.SH,20190831,20190630,14709291186.22,1902432822.82,37223384717.89
000732.SZ,20190831,20190630,201875192815.76,15300080114.19,238635797107.88
000729.SZ,20190831,20190630,4519851523.32,2716649623.97,18842837856.23
601866.SH,20190831,20190630,119187880703.33,13668807221.87,142748979637.35
002266.SZ,20190831,20190630,3541260741.12,1071291744.09,8049906068.8
600179.SH,20190831,20190630,7670145600.97,132076211.63,10769494742.35
601186.SH,20190831,20190630,784228998000.0,121877280000.0,999747999000.0
601118.SH,20190831,20190630,5523877284.4,3162659878.63,15494020882.7
601991.SH,20190831,20190630,208492876000.0,8501804000.0,281883086000.0
000627.SZ,20190831,20190630,157929592983.15,15877154910.71,191165457173.79
600188.SH,20190831,20190630,117420842000.0,27374546000.0,202392645000.0
000651.SZ,20190831,20190630,189176319506.16,121100131896.47,283152059224.48
002408.SZ,20190831,20190630,6247423315.74,1931408668.97,14375199625.26
601238.SH,20190831,20190630,47950015389.0,31126748599.0,129029012296.0
600567.SH,20190831,20190630,25256796999.14,3866337779.55,39529543684.16
603885.SH,20190831,20190630,13426843481.69,2394576225.53,23609761071.77
001696.SZ,20190831,20190630,3815630281.37,1699057337.21,8346718000.65
600827.SH,20190831,20190630,31708774740.48,13310754854.46,53132242509.81
001872.SZ,20190831,20190630,62463517041.65,7055470795.98,151736666169.08
601800.SH,20190831,20190630,760487658422.0,110677990541.0,1010172623215.0
002024.SZ,20190831,20190630,130339898000.0,46358841000.0,218948363000.0
601727.SH,20190831,20190630,166590264000.0,22194034000.0,254693497000.0
600320.SH,20190831,20190630,56545535201.0,3264402948.0,73996154454.0
600811.SH,20190831,20190630,25846089821.04,5170580535.43,47169601739.74
600300.SH,20190831,20190630,4938415523.71,1723935232.47,7936273984.97
600240.SH,20190831,20190630,13255075134.49,23083067.71,10716204064.32
