ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,n_cashflow_act,c_pay_acq_const_fiolta
000001.SZ,20121026,20121026,20120930,2,1,3,82782114000.0,328143000.0
000002.SZ,20121024,20121024,20120930,1,1,3,-3490551173.49,112265654.26
000006.SZ,20121020,20121020,20120930,1,1,3,1535706763.88,900338.98
000008.SZ,20121027,20121027,20120930,1,1,3,-1433965.26,920.0
000009.SZ,20121027,20121027,20120930,1,1,3,292462089.05,427916291.82
000012.SZ,20121030,20121030,20120930,1,1,3,1382917631.0,1061357422.0
000021.SZ,20121029,20121029,20120930,1,1,3,-7968794.19,211967784.71
000025.SZ,20121022,20121022,20120930,1,1,3,-5625542.69,3508143.79
000027.SZ,20121025,20121025,20120930,1,1,3,1539751827.52,959071855.62
000028.SZ,20121024,20121024,20120930,1,1,3,12085264.8,146451305.64
000030.SZ,20121020,20121020,20120930,1,1,3,-67892.39,
000031.SZ,20121024,20121024,20120930,1,1,3,1138564709.56,32607249.67
000032.SZ,20121031,20121031,20120930,1,1,3,-16719735.89,2490295.99
000034.SZ,20121022,20121022,20120930,1,1,3,-2837403.53,31040356.37
000039.SZ,20121030,20121030,20120930,1,1,3,932413000.0,1515324000.0
000046.SZ,20121027,20121027,20120930,1,1,3,-1335188976.9,2814142.91
000049.SZ,20121026,20121026,20120930,1,1,3,327848064.39,63197753.21
000050.SZ,20121023,20121023,20120930,1,1,3,341863286.0,340366013.0
000060.SZ,20121031,20121031,20120930,1,1,3,411417237.77,667588679.73
000061.SZ,20121031,20121031,20120930,1,1,3,5603211.28,823618576.85
000062.SZ,20121023,20121023,20120930,1,1,3,-150410306.61,15306033.2
000063.SZ,20121026,20121026,20120930,1,1,3,-5826768000.0,1630930000.0
000066.SZ,20121031,20121031,20120930,1,1,3,1669617774.4,980758486.69
000069.SZ,20121020,20121020,20120930,1,1,3,3796046896.88,2124714945.86
000078.SZ,20121030,20121030,20120930,1,1,3,-27731063.46,88948183.41
000088.SZ,20121018,20121018,20120930,1,1,3,96214227.98,70976876.65
000089.SZ,20121020,20121020,20120930,1,1,3,665479310.75,1589711291.96
000090.SZ,20121023,20121023,20120930,1,1,3,287218301.67,10699634.21
000099.SZ,20121030,20121030,20120930,1,1,3,113300788.5,101292374.54
000100.SZ,20121027,20121027,20120930,1,1,3,1719188601.0,4616611830.0
000155.SZ,20121031,20121031,20120930,1,1,3,179834878.34,32676825.51
000156.SZ,20121031,20121031,20120930,1,1,3,337867788.68,325655271.19
000157.SZ,20121031,20121031,20120930,1,1,3,179053084.52,1429605799.6
000158.SZ,20121029,20121029,20120930,1,1,3,-111773445.29,158657004.71
000301.SZ,20121026,20121026,20120930,1,1,3,382764488.1,174169768.65
000333.SZ,20121030,20121030,20120930,1,1,3,3110690290.0,2613466710.0
000338.SZ,20121029,20121029,20120930,1,1,3,-217528520.7,1668044136.69
000400.SZ,20121031,20121031,20120930,1,1,3,-75580041.68,63383025.48
000401.SZ,20121030,20121030,20120930,1,1,3,888232195.37,1669615469.1
000402.SZ,20121031,20121031,20120930,1,1,3,-2049766361.21,14733741.3
000403.SZ,20121024,20121024,20120930,1,1,3,47247599.41,111382439.69
000408.SZ,20121020,20121020,20120930,1,1,3,5916615.13,
000413.SZ,20121030,20121030,20120930,1,1,3,-328370684.88,426418765.51
000415.SZ,20121027,20121027,20120930,1,1,3,1370308405.55,6859417121.26
000417.SZ,20121024,20121024,20120930,1,1,3,354562454.85,230154356.9
000418.SZ,20121022,20121022,20120930,1,1,3,646968839.81,112947355.47
000423.SZ,20121024,20121024,20120930,1,1,3,27969957.85,182476267.72
000425.SZ,20121030,20121030,20120930,1,1,3,-3440167349.65,1593567376.1
000426.SZ,20121031,20121031,20120930,1,1,3,91092586.86,227180225.81
000429.SZ,20121026,20121026,20120930,1,1,3,512268846.01,805851971.46
000488.SZ,20121030,20121030,20120930,1,1,3,337787337.65,1504586877.77
000501.SZ,20121020,20121020,20120930,1,1,3,1302300179.37,1330377322.98
000503.SZ,20121024,20121024,20120930,1,1,3,-15660690.53,13187025.21
000511.SZ,20121025,20121025,20120930,1,1,3,324151515.8,3015841.19
000513.SZ,20121027,20121107,20120930,1,1,3,529219276.51,669948180.4
000517.SZ,20121023,20121023,20120930,1,1,3,2416296827.46,12092806.24
000519.SZ,20121029,20121029,20120930,1,1,3,-2133736.9,5728032.0
000528.SZ,20121027,20121027,20120930,1,1,3,1294189592.94,404494087.88
000536.SZ,20121030,20121030,20120930,1,1,3,367579708.99,417475286.37
000537.SZ,20121025,20121025,20120930,1,1,3,489794367.57,228130.0
000538.SZ,20121031,20121031,20120930,1,1,3,452721434.91,57114284.2
000539.SZ,20121031,20121031,20120930,1,1,3,2943966162.0,1668324365.0
000540.SZ,20121031,20121031,20120930,1,1,3,-1766354968.74,17975730.18
000541.SZ,20121026,20121026,20120930,1,1,3,307729823.62,29638109.47
000543.SZ,20121026,20121026,20120930,1,1,3,1593553829.43,1612989885.79
000547.SZ,20121025,20121025,20120930,1,1,3,-3399298.24,9209027.93
000550.SZ,20121027,20121027,20120930,1,1,3,1250778248.92,1038386875.62
000552.SZ,20121030,20121030,20120930,1,1,3,85539389.11,742721155.41
000553.SZ,20121024,20121024,20120930,1,1,3,316714525.5,116171486.38
000555.SZ,20121025,20121025,20120930,1,1,3,-8909158.01,
000559.SZ,20121031,20121031,20120930,1,1,3,380619124.19,253391530.28
000563.SZ,20121029,20121029,20120930,1,1,3,-869247928.63,464052.9
000564.SZ,20121030,20121030,20120930,1,1,3,178277452.53,449720817.81
000566.SZ,20121030,20121030,20120930,1,1,3,28329172.82,72693559.62
000568.SZ,20121019,20121019,20120930,1,1,3,3440745641.19,106513331.44
000572.SZ,20121027,20121027,20120930,1,1,3,-164772349.5,567575703.63
000581.SZ,20121027,20121027,20120930,1,1,3,956097847.36,123407053.31
000582.SZ,20121027,20121027,20120930,1,1,3,41121779.11,160086134.47
000587.SZ,20121022,20121022,20120930,1,1,3,-219616645.74,9875364.34
000591.SZ,20121020,20121020,20120930,1,1,3,98469745.12,37213550.03
000592.SZ,20121031,20121031,20120930,1,1,3,143240576.32,80456251.44
000596.SZ,20121029,20121029,20120930,1,1,3,1053503780.8,404625371.58
000598.SZ,20121026,20121026,20120930,1,1,3,749802895.88,990841491.82
000600.SZ,20121020,20121020,20120930,1,1,3,1099572658.63,1433180255.38
000612.SZ,20121030,20121030,20120930,1,1,3,176965416.5,722724726.57
000616.SZ,20121031,20121031,20120930,1,1,3,1132747111.3,43907707.06
000617.SZ,20121025,20130410,20120930,1,1,3,-74136130.56,18605391.92
000620.SZ,20121026,20121026,20120930,1,1,3,-477841391.42,117987415.25
000623.SZ,20121030,20121030,20120930,1,1,3,144743305.1,311625187.36
000625.SZ,20121030,20121030,20120930,1,1,3,795948990.4,3662749801.71
000627.SZ,20121031,20121031,20120930,1,1,3,75842234.43,85045924.8
000629.SZ,20121031,20121031,20120930,1,1,3,73066975.13,1634882257.8
000630.SZ,20121031,20121031,20120930,1,1,3,-639344404.86,1950270910.77
000631.SZ,20121026,20121026,20120930,1,1,3,1046833445.17,767951.58
000636.SZ,20121030,20121030,20120930,1,1,3,57861332.63,90347996.41
000651.SZ,20121031,20121031,20120930,1,1,3,18378149264.69,2832610132.27
000652.SZ,20121031,20121031,20120930,1,1,3,-596616692.56,360824398.99
000656.SZ,20121025,20121025,20120930,1,1,3,228225482.05,80226219.86
000657.SZ,20121026,20121026,20120930,1,1,3,11579107.27,4091326.39
000661.SZ,20121020,20121020,20120930,1,1,3,129826008.93,114231181.67
000667.SZ,20121023,20121023,20120930,1,1,3,-1970975073.45,22144499.17
000669.SZ,20121024,20121024,20120930,1,1,3,36747284.42,5950.0
000671.SZ,20121027,20121027,20120930,1,1,3,871151448.69,10371294.87
000680.SZ,20121027,20121027,20120930,1,1,3,217584521.13,174611266.68
000681.SZ,20121019,20121019,20120930,1,1,3,28014801.14,787048.96
000683.SZ,20121031,20121031,20120930,1,1,3,573559638.76,1122599190.55
000685.SZ,20121030,20121030,20120930,1,1,3,166855013.59,133153738.64
000686.SZ,20121025,20121025,20120930,4,1,3,-1917128744.76,27161653.23
000690.SZ,20121016,20121016,20120930,1,1,3,1001871529.63,773627795.95
000697.SZ,20121027,20121027,20120930,1,1,3,-67012555.14,3172489.4
000703.SZ,20121026,20121026,20120930,1,1,3,1535471741.66,378755082.79
000708.SZ,20121025,20121025,20120930,1,1,3,-82545074.0,65587818.0
000709.SZ,20121024,20121024,20120930,1,1,3,-2884206483.63,4039895973.31
000712.SZ,20121027,20121027,20120930,1,1,3,21014550.57,6492049.86
000717.SZ,20121029,20121029,20120930,1,1,3,1971131504.89,1318436091.91
000718.SZ,20121030,20121030,20120930,1,1,3,1668664365.72,6482928.86
000723.SZ,20121026,20121026,20120930,1,1,3,-78912442.46,1490731.93
000725.SZ,20121030,20121030,20120930,1,1,3,402871706.0,2724901135.0
000726.SZ,20121026,20121026,20120930,1,1,3,732296823.97,536263924.65
000727.SZ,20121022,20121022,20120930,1,1,3,172055101.57,20701943.18
000728.SZ,20121030,20121030,20120930,4,1,3,-2259185759.85,124040253.2
000729.SZ,20121020,20121020,20120930,1,1,3,2134640128.42,1340382658.98
000732.SZ,20121025,20121025,20120930,1,1,3,-398609795.74,303138444.45
000733.SZ,20121026,20121026,20120930,1,1,3,-55890462.59,84539216.45
000738.SZ,20121027,20121027,20120930,1,1,3,-95602151.32,239717595.15
000739.SZ,20121022,20121022,20120930,1,1,3,125320473.16,102960364.05
000748.SZ,20121026,20121026,20120930,1,1,3,-283948052.13,39787351.64
000750.SZ,20121027,20121027,20120930,4,1,3,175181470.66,22002642.62
000758.SZ,20121030,20121030,20120930,1,1,3,-1286036827.65,228069969.66
000761.SZ,20121022,20121022,20120930,1,1,3,89662963.2,1174464961.83
000762.SZ,20121023,20121023,20120930,1,1,3,-13223462.63,48223936.6
000766.SZ,20121026,20121026,20120930,1,1,3,-25432150.0,3201658.75
000768.SZ,20121030,20121030,20120930,1,1,3,-2775570375.63,357411726.07
000777.SZ,20121029,20121029,20120930,1,1,3,-72638775.9,105410181.46
000776.SZ,20121030,20121030,20120930,4,1,3,1506108630.46,286870803.82
000778.SZ,20121024,20121024,20120930,1,1,3,1078007960.29,3626295236.0
000783.SZ,20121019,20121019,20120930,4,1,3,-2123891986.53,57963297.17
000785.SZ,20121030,20121030,20120930,1,1,3,100696641.35,78731406.17
000786.SZ,20121027,20121027,20120930,1,1,3,587549042.86,686928817.33
000792.SZ,20121031,20121031,20120930,1,1,3,812984041.36,5865372038.66
000793.SZ,20121030,20121030,20120930,1,1,3,-215764724.68,123201739.78
000800.SZ,20121030,20121030,20120930,1,1,3,1235901585.29,1940452803.13
000806.SZ,20121026,20121026,20120930,1,1,3,283777889.61,14763857.17
000807.SZ,20121018,20121018,20120930,1,1,3,847534831.77,2835939291.72
000810.SZ,20121026,20121026,20120930,1,1,3,119481065.79,59549491.35
000813.SZ,20121026,20121026,20120930,1,1,3,-7657492.96,23330197.15
000816.SZ,20121027,20121027,20120930,1,1,3,73262833.11,79695265.25
000818.SZ,20121018,20121018,20120930,1,1,3,-57481852.54,42322025.96
000825.SZ,20121027,20121027,20120930,1,1,3,5365053195.38,2992395764.42
000826.SZ,20121026,20121026,20120930,1,1,3,215703632.33,61623157.14
000829.SZ,20121030,20121030,20120930,1,1,3,-1290123559.84,34597715.1
000830.SZ,20121030,20121030,20120930,1,1,3,943145827.38,1897644607.23
000831.SZ,20121027,20121027,20120930,1,1,3,-23660241.93,2241140.43
000839.SZ,20121031,20121031,20120930,1,1,3,-426734316.89,83021561.87
000848.SZ,20121026,20121026,20120930,1,1,3,42203348.11,147075200.06
000858.SZ,20121030,20121030,20120930,1,1,3,6548229191.19,228521903.89
000860.SZ,20121026,20121026,20120930,1,1,3,-180601830.51,390806441.01
000861.SZ,20121026,20121026,20120930,1,1,3,169085156.4,373114867.94
000869.SZ,20121026,20130620,20120930,1,1,3,621351067.0,516976433.0
000876.SZ,20121031,20121031,20120930,1,1,3,624684344.52,855989135.64
000877.SZ,20121020,20121020,20120930,1,1,3,-186463955.15,2026795912.79
000878.SZ,20121018,20121018,20120930,1,1,3,4459599380.2,624586716.27
000883.SZ,20121030,20121030,20120930,1,1,3,2491657321.37,852905168.1
000887.SZ,20121029,20121029,20120930,1,1,3,29306975.06,102690230.08
000893.SZ,20121024,20121024,20120930,1,1,3,29433956.34,135277070.67
000895.SZ,20121020,20121020,20120930,1,1,3,2837188864.18,940998645.46
000897.SZ,20121023,20121023,20120930,1,1,3,839232693.06,1648368.0
000898.SZ,20121025,20121025,20120930,1,1,3,1322000000.0,2389000000.0
000900.SZ,20121030,20121030,20120930,1,1,3,502274691.18,969467690.43
000917.SZ,20121022,20121022,20120930,1,1,3,490965136.41,511957989.29
