rb_date,next_rb,ret,nav,n_valid
2016-06-13,2016-09-12,0.10186689171867848,1.1018668917186785,50
2016-09-12,2016-12-12,0.12167019166426235,1.2359312476225952,50
2016-12-12,2017-03-13,0.03732709305846789,1.2820649683164722,50
2017-03-13,2017-06-12,0.14486975291461035,1.4677974034969572,50
2017-06-12,2017-09-11,0.06439911676186363,1.562322259867518,50
2017-09-11,2017-12-11,0.048520455954326525,1.638126848263884,50
2017-12-11,2018-03-12,-0.0022607329691108906,1.634423480890428,50
2018-03-12,2018-06-11,-0.05282180871499869,1.5480902764235316,50
2018-06-11,2018-09-17,-0.08671784179731254,1.4138432287446778,50
2018-09-17,2018-12-17,0.008294414425608585,1.4255702304167266,50
2018-12-17,2019-03-11,0.1342837214091169,1.6170011060871368,50
2019-03-11,2019-06-17,-0.02799606670981479,1.571731435251277,50
2019-06-17,2019-09-16,0.05440805393085055,1.6572462839452415,50
2019-09-16,2019-12-16,0.003752550861010495,1.6634651849149669,50
2019-12-16,2020-03-16,-0.07465706598862326,1.539275754834993,50
2020-03-16,2020-06-15,0.005163177058485591,1.54722330809904,50
2020-06-15,2020-09-14,0.13914243725024697,1.7625077301583303,50
2020-09-14,2020-12-14,-0.006619661972503574,1.7508405247607577,50
2020-12-14,2021-03-15,0.10286745831806689,1.9309450394631673,50
2021-03-15,2021-06-14,0.003102499949441754,1.9369357963504767,50
2021-06-14,2021-09-13,0.2157864541080937,2.3549003036799827,50
2021-09-13,2021-12-13,-0.09285137498751286,2.136244572524785,50
2021-12-13,2022-03-14,-0.02897555161802642,2.074345707644864,50
2022-03-14,2022-06-13,0.013533938733820921,2.1024197753648943,50
2022-06-13,2022-09-12,0.034132141407177394,2.174179864434895,50
2022-09-12,2022-12-12,0.010990770741065015,2.1980757768747385,50
2022-12-12,2023-03-13,0.09229427956771011,2.4009455971366274,50
2023-03-13,2023-06-12,-0.05211425028351181,2.2758221173703537,50
2023-06-12,2023-09-11,0.05854702285655789,2.409064726893496,50
2023-09-11,2023-12-11,-0.008558533809702984,2.3884466649786154,50
2023-12-11,2024-03-11,0.16574111546756862,2.784310479466965,50
2024-03-11,2024-06-17,0.028255189620013166,2.8629817000252937,50
2024-06-17,2024-09-16,-0.07717059693607774,2.6420436932172753,50
2024-09-16,2024-12-16,0.1797789919033604,3.117027644948508,50
2024-12-16,2025-03-17,-0.03575262627500197,3.0055857204698144,50
2025-03-17,2025-06-16,0.008131326892239365,3.0300251204656012,50
2025-06-16,2025-09-15,0.10067986660649499,3.335087645408407,50
2025-09-15,2025-12-15,0.03859822544913992,3.463816110238522,50
2025-12-15,2026-03-16,0.14828276170063437,3.977440329087839,50
2026-03-16,2026-06-04,-0.06603785102465745,3.7147787171760718,50
