trade_date,adj_close,adj_factor,ts_code,close
20120104,32.542440000000006,2.039,600373.SH,15.96
20120105,33.86779,2.039,600373.SH,16.61
20120106,33.86779,2.039,600373.SH,16.61
20120109,35.21353,2.039,600373.SH,17.27
20120110,36.37576,2.039,600373.SH,17.84
20120111,36.15147,2.039,600373.SH,17.73
20120113,32.542440000000006,2.039,600373.SH,15.96
20120116,30.381100000000004,2.039,600373.SH,14.9
20120117,32.07347,2.039,600373.SH,15.73
20120118,31.400600000000004,2.039,600373.SH,15.4
20120119,30.64617,2.039,600373.SH,15.03
20120120,32.33854,2.039,600373.SH,15.86
20120130,32.542440000000006,2.039,600373.SH,15.96
20120131,33.62311,2.039,600373.SH,16.49
20120201,32.23659000000001,2.039,600373.SH,15.81
20120202,35.17275,2.039,600373.SH,17.25
20120203,34.78534,2.039,600373.SH,17.06
20120206,34.64261,2.039,600373.SH,16.99
20120207,34.173640000000006,2.039,600373.SH,16.76
20120208,35.21353,2.039,600373.SH,17.27
20120209,35.03002,2.039,600373.SH,17.18
20120210,35.539770000000004,2.039,600373.SH,17.43
20120213,35.80484,2.039,600373.SH,17.56
20120214,35.539770000000004,2.039,600373.SH,17.43
20120215,36.9059,2.039,600373.SH,18.1
20120216,36.396150000000006,2.039,600373.SH,17.85
20120217,36.00874,2.039,600373.SH,17.66
20120220,35.92718000000001,2.039,600373.SH,17.62
20120221,37.00785,2.039,600373.SH,18.15
20120222,38.802170000000004,2.039,600373.SH,19.03
20120223,38.72061,2.039,600373.SH,18.99
20120224,39.678940000000004,2.039,600373.SH,19.46
20120227,39.352700000000006,2.039,600373.SH,19.3
20120228,39.65855,2.039,600373.SH,19.45
20120229,39.067240000000005,2.039,600373.SH,19.16
20120301,39.23036,2.039,600373.SH,19.24
20120302,40.1683,2.039,600373.SH,19.7
20120305,40.78,2.039,600373.SH,20.0
20120306,40.20908,2.039,600373.SH,19.72
20120307,40.67805,2.039,600373.SH,19.95
20120308,41.004290000000005,2.039,600373.SH,20.11
20120309,41.004290000000005,2.039,600373.SH,20.11
20120312,40.33142000000001,2.039,600373.SH,19.78
20120313,39.43426,2.039,600373.SH,19.34
20120314,36.559270000000005,2.039,600373.SH,17.93
20120315,35.111580000000004,2.039,600373.SH,17.22
20120316,36.33498,2.039,600373.SH,17.82
20120319,36.436930000000004,2.039,600373.SH,17.87
20120320,35.21353,2.039,600373.SH,17.27
20120321,35.64172000000001,2.039,600373.SH,17.48
20120322,35.84562,2.039,600373.SH,17.58
20120323,35.967960000000005,2.039,600373.SH,17.64
20120326,35.254310000000004,2.039,600373.SH,17.29
20120327,34.43871,2.039,600373.SH,16.89
20120328,32.52205,2.039,600373.SH,15.95
20120329,33.09297,2.039,600373.SH,16.23
20120330,33.031800000000004,2.039,600373.SH,16.2
20120405,34.499880000000005,2.039,600373.SH,16.92
20120406,34.54066,2.039,600373.SH,16.94
20120409,33.21531,2.039,600373.SH,16.29
20120411,33.62311,2.039,600373.SH,16.49
20120412,34.27559,2.039,600373.SH,16.81
20120413,34.54066,2.039,600373.SH,16.94
20120416,34.54066,2.039,600373.SH,16.94
20120417,34.88729,2.039,600373.SH,17.11
20120418,35.45821,2.039,600373.SH,17.39
20120419,35.111580000000004,2.039,600373.SH,17.22
20120420,35.397040000000004,2.039,600373.SH,17.36
20120423,33.39882,2.039,600373.SH,16.38
20120424,33.602720000000005,2.039,600373.SH,16.48
20120425,33.96974,2.039,600373.SH,16.66
20120426,33.25609,2.039,600373.SH,16.31
20120427,33.76584,2.039,600373.SH,16.56
20120502,35.0708,2.039,600373.SH,17.2
20120503,35.15236,2.039,600373.SH,17.24
20120504,35.519380000000005,2.039,600373.SH,17.42
20120507,36.702000000000005,2.039,600373.SH,18.0
20120508,36.885510000000004,2.039,600373.SH,18.09
20120509,36.02913000000001,2.039,600373.SH,17.67
20120510,36.4981,2.039,600373.SH,17.9
20120511,35.595119999999994,2.134,600373.SH,16.68
20120514,35.06162,2.134,600373.SH,16.43
20120515,34.54946,2.134,600373.SH,16.19
20120516,33.86658,2.134,600373.SH,15.87
20120517,34.7842,2.134,600373.SH,16.3
20120518,34.27204,2.134,600373.SH,16.06
20120521,34.314719999999994,2.134,600373.SH,16.08
20120522,34.762859999999996,2.134,600373.SH,16.29
20120523,34.2507,2.134,600373.SH,16.05
20120524,33.695859999999996,2.134,600373.SH,15.79
20120525,32.79958,2.134,600373.SH,15.37
20120528,33.01298,2.134,600373.SH,15.47
20120529,33.52514,2.134,600373.SH,15.71
20120530,33.269059999999996,2.134,600373.SH,15.59
20120531,33.88792,2.134,600373.SH,15.88
20120601,33.333079999999995,2.134,600373.SH,15.62
20120604,32.3301,2.134,600373.SH,15.15
20120605,32.52216,2.134,600373.SH,15.24
20120606,32.07402,2.134,600373.SH,15.03
20120607,31.75392,2.134,600373.SH,14.88
20120608,32.39412,2.134,600373.SH,15.18
20120611,32.77824,2.134,600373.SH,15.36
20120612,32.3301,2.134,600373.SH,15.15
20120613,32.756899999999995,2.134,600373.SH,15.35
20120614,32.67154,2.134,600373.SH,15.31
20120615,32.52216,2.134,600373.SH,15.24
20120618,32.77824,2.134,600373.SH,15.36
20120619,33.333079999999995,2.134,600373.SH,15.62
20120620,32.970299999999995,2.134,600373.SH,15.45
20120621,32.71422,2.134,600373.SH,15.33
20120625,32.1167,2.134,600373.SH,15.05
20120626,32.01,2.134,600373.SH,15.0
20120627,31.45516,2.134,600373.SH,14.74
20120628,30.644239999999996,2.134,600373.SH,14.36
20120702,31.561859999999996,2.134,600373.SH,14.79
20120703,33.03432,2.134,600373.SH,15.48
20120704,33.2904,2.134,600373.SH,15.6
20120705,32.88494,2.134,600373.SH,15.41
20120706,33.73854,2.134,600373.SH,15.81
20120709,32.5435,2.134,600373.SH,15.25
20120710,34.07998,2.134,600373.SH,15.97
20120711,34.01596,2.134,600373.SH,15.94
20120712,33.973279999999995,2.134,600373.SH,15.92
20120713,33.482459999999996,2.134,600373.SH,15.69
20120716,31.98866,2.134,600373.SH,14.99
20120717,31.263099999999998,2.134,600373.SH,14.65
20120718,31.24176,2.134,600373.SH,14.64
20120719,31.77526,2.134,600373.SH,14.89
20120720,31.13506,2.134,600373.SH,14.59
20120723,31.22042,2.134,600373.SH,14.63
20120724,32.18072,2.134,600373.SH,15.08
20120725,32.30876,2.134,600373.SH,15.14
20120726,32.01,2.134,600373.SH,15.0
20120727,31.83928,2.134,600373.SH,14.92
20120730,31.028359999999996,2.134,600373.SH,14.54
20120731,31.561859999999996,2.134,600373.SH,14.79
20120801,32.906279999999995,2.134,600373.SH,15.42
20120802,32.970299999999995,2.134,600373.SH,15.45
20120803,33.88792,2.134,600373.SH,15.88
20120806,33.99462,2.134,600373.SH,15.93
20120807,33.86658,2.134,600373.SH,15.87
20120808,34.65615999999999,2.134,600373.SH,16.24
20120809,34.54946,2.134,600373.SH,16.19
20120810,33.95194,2.134,600373.SH,15.91
20120813,33.20504,2.134,600373.SH,15.56
20120814,33.54648,2.134,600373.SH,15.72
20120815,33.055659999999996,2.134,600373.SH,15.49
20120816,32.67154,2.134,600373.SH,15.31
