trade_date,adj_close,adj_factor,ts_code,close
20120104,25.71795,1.005,601888.SH,25.59
20120105,24.29085,1.005,601888.SH,24.17
20120106,23.728049999999996,1.005,601888.SH,23.61
20120109,24.532049999999998,1.005,601888.SH,24.41
20120110,25.727999999999998,1.005,601888.SH,25.6
20120111,26.079749999999997,1.005,601888.SH,25.95
20120112,25.597349999999995,1.005,601888.SH,25.47
20120113,25.05465,1.005,601888.SH,24.93
20120116,23.707949999999997,1.005,601888.SH,23.59
20120117,24.843599999999995,1.005,601888.SH,24.72
20120118,24.13005,1.005,601888.SH,24.01
20120119,24.532049999999998,1.005,601888.SH,24.41
20120120,25.13505,1.005,601888.SH,25.01
20120130,25.2255,1.005,601888.SH,25.1
20120131,24.85365,1.005,601888.SH,24.73
20120201,24.83355,1.005,601888.SH,24.71
20120202,25.2255,1.005,601888.SH,25.1
20120203,25.014449999999997,1.005,601888.SH,24.89
20120206,25.13505,1.005,601888.SH,25.01
20120207,25.5471,1.005,601888.SH,25.42
20120208,25.99935,1.005,601888.SH,25.87
20120209,25.898849999999996,1.005,601888.SH,25.77
20120210,26.03955,1.005,601888.SH,25.91
20120213,26.210399999999996,1.005,601888.SH,26.08
20120214,26.160149999999998,1.005,601888.SH,26.03
20120215,26.180249999999997,1.005,601888.SH,26.05
20120216,26.411399999999997,1.005,601888.SH,26.28
20120217,26.843549999999997,1.005,601888.SH,26.71
20120220,26.702849999999998,1.005,601888.SH,26.57
20120221,26.592299999999998,1.005,601888.SH,26.46
20120222,26.823449999999998,1.005,601888.SH,26.69
20120223,26.64255,1.005,601888.SH,26.51
20120224,26.813399999999998,1.005,601888.SH,26.68
20120227,27.255599999999998,1.005,601888.SH,27.12
20120228,27.3963,1.005,601888.SH,27.26
20120229,27.175199999999997,1.005,601888.SH,27.04
20120301,27.0948,1.005,601888.SH,26.96
20120302,27.315899999999996,1.005,601888.SH,27.18
20120305,27.044549999999997,1.005,601888.SH,26.91
20120306,27.155099999999997,1.005,601888.SH,27.02
20120307,27.466649999999994,1.005,601888.SH,27.33
20120308,27.52695,1.005,601888.SH,27.39
20120309,27.637499999999996,1.005,601888.SH,27.5
20120312,28.340999999999998,1.005,601888.SH,28.2
20120313,28.280699999999996,1.005,601888.SH,28.14
20120314,27.426449999999996,1.005,601888.SH,27.29
20120315,27.034499999999994,1.005,601888.SH,26.9
20120316,28.039499999999997,1.005,601888.SH,27.9
20120319,28.240499999999997,1.005,601888.SH,28.1
20120320,27.7782,1.005,601888.SH,27.64
20120321,27.215399999999995,1.005,601888.SH,27.08
20120322,26.833499999999997,1.005,601888.SH,26.7
20120323,26.732999999999997,1.005,601888.SH,26.6
20120326,27.476699999999997,1.005,601888.SH,27.34
20120327,27.315899999999996,1.005,601888.SH,27.18
20120328,26.511899999999997,1.005,601888.SH,26.38
20120330,25.667699999999996,1.005,601888.SH,25.54
20120405,26.330999999999996,1.005,601888.SH,26.2
20120406,26.4717,1.005,601888.SH,26.34
20120409,26.310899999999997,1.005,601888.SH,26.18
20120410,26.531999999999996,1.005,601888.SH,26.4
20120411,27.426449999999996,1.005,601888.SH,27.29
20120412,28.51185,1.005,601888.SH,28.37
20120413,28.602299999999996,1.005,601888.SH,28.46
20120416,28.31085,1.005,601888.SH,28.17
20120417,28.280699999999996,1.005,601888.SH,28.14
20120418,28.692749999999997,1.005,601888.SH,28.55
20120419,28.712849999999996,1.005,601888.SH,28.57
20120420,29.144999999999996,1.005,601888.SH,29.0
20120423,28.954049999999995,1.005,601888.SH,28.81
20120424,28.160099999999996,1.005,601888.SH,28.02
20120425,29.124899999999997,1.005,601888.SH,28.98
20120426,28.873649999999998,1.005,601888.SH,28.73
20120427,29.0646,1.005,601888.SH,28.92
20120502,28.823399999999996,1.005,601888.SH,28.68
20120503,27.969149999999996,1.005,601888.SH,27.83
20120504,27.949049999999996,1.005,601888.SH,27.81
20120507,28.119899999999998,1.005,601888.SH,27.98
20120508,28.139999999999997,1.005,601888.SH,28.0
20120509,27.717899999999997,1.005,601888.SH,27.58
20120510,27.275699999999997,1.005,601888.SH,27.14
20120511,27.1149,1.005,601888.SH,26.98
20120514,27.536999999999995,1.005,601888.SH,27.4
20120515,27.818399999999997,1.005,601888.SH,27.68
20120516,27.104849999999995,1.005,601888.SH,26.97
20120518,26.712899999999994,1.005,601888.SH,26.58
20120521,27.014399999999995,1.005,601888.SH,26.88
20120522,27.617399999999996,1.005,601888.SH,27.48
20120523,27.798299999999998,1.005,601888.SH,27.66
20120524,27.677699999999998,1.005,601888.SH,27.54
20120525,26.501849999999997,1.005,601888.SH,26.37
20120528,26.672699999999995,1.005,601888.SH,26.54
20120529,27.084749999999996,1.005,601888.SH,26.95
20120530,26.692799999999995,1.005,601888.SH,26.56
20120531,27.255599999999998,1.005,601888.SH,27.12
20120601,27.446549999999995,1.005,601888.SH,27.31
20120604,27.66765,1.005,601888.SH,27.53
20120605,27.476699999999997,1.005,601888.SH,27.34
20120606,27.165599999999998,1.008,601888.SH,26.95
20120607,27.226080000000003,1.008,601888.SH,27.01
20120608,27.115199999999998,1.008,601888.SH,26.9
20120611,27.6696,1.008,601888.SH,27.45
20120612,28.10304,1.008,601888.SH,27.88
20120613,28.576800000000002,1.008,601888.SH,28.35
20120614,28.919520000000002,1.008,601888.SH,28.69
20120615,28.728,1.008,601888.SH,28.5
20120618,29.211840000000002,1.008,601888.SH,28.98
20120619,28.667520000000003,1.008,601888.SH,28.44
20120620,28.596960000000003,1.008,601888.SH,28.37
20120621,28.113120000000002,1.008,601888.SH,27.89
20120625,28.10304,1.008,601888.SH,27.88
20120626,28.607039999999998,1.008,601888.SH,28.38
20120627,28.71792,1.008,601888.SH,28.49
20120628,27.972,1.008,601888.SH,27.75
20120629,28.44576,1.008,601888.SH,28.22
20120702,29.57472,1.008,601888.SH,29.34
20120703,29.92752,1.008,601888.SH,29.69
