trade_date,adj_close,adj_factor,ts_code,close
20120104,976.7099999999999,55.812,000651.SZ,17.5
20120105,989.54676,55.812,000651.SZ,17.73
20120106,975.59376,55.812,000651.SZ,17.48
20120109,1021.9177199999999,55.812,000651.SZ,18.31
20120110,1038.1032,55.812,000651.SZ,18.6
20120111,1001.8254,55.812,000651.SZ,17.95
20120112,979.5006,55.812,000651.SZ,17.55
20120118,988.43052,55.812,000651.SZ,17.71
20120119,1036.42884,55.812,000651.SZ,18.57
20120120,1047.59124,55.812,000651.SZ,18.77
20120130,1024.70832,55.812,000651.SZ,18.36
20120131,1015.7783999999999,55.812,000651.SZ,18.2
20120201,1024.1502,55.812,000651.SZ,18.35
20120202,1038.1032,55.812,000651.SZ,18.6
20120203,1040.8937999999998,55.812,000651.SZ,18.65
20120206,1052.61432,55.812,000651.SZ,18.86
20120207,1029.7314,55.812,000651.SZ,18.45
20120208,1051.4980799999998,55.812,000651.SZ,18.84
20120209,1051.4980799999998,55.812,000651.SZ,18.84
20120210,1058.19552,55.812,000651.SZ,18.96
20120213,1042.0100400000001,55.812,000651.SZ,18.67
20120214,1026.9407999999999,55.812,000651.SZ,18.4
20120215,1031.4057599999999,55.812,000651.SZ,18.48
20120216,1040.33568,55.812,000651.SZ,18.64
20120217,1039.77756,55.812,000651.SZ,18.63
20120220,1061.54424,55.812,000651.SZ,19.02
20120221,1087.77588,55.812,000651.SZ,19.49
20120222,1103.4032399999999,55.812,000651.SZ,19.77
20120223,1098.93828,55.812,000651.SZ,19.69
20120224,1110.6588,55.812,000651.SZ,19.9
20120227,1121.8212,55.812,000651.SZ,20.1
20120228,1107.8682000000001,55.812,000651.SZ,19.85
20120229,1111.77504,55.812,000651.SZ,19.92
20120301,1146.9366,55.812,000651.SZ,20.55
20120302,1183.77252,55.812,000651.SZ,21.21
20120305,1171.4938799999998,55.812,000651.SZ,20.99
20120306,1175.95884,55.812,000651.SZ,21.07
20120307,1183.77252,55.812,000651.SZ,21.21
20120308,1187.67936,55.812,000651.SZ,21.28
20120309,1205.5392,55.812,000651.SZ,21.6
20120312,1187.12124,55.812,000651.SZ,21.27
20120313,1188.23748,55.812,000651.SZ,21.29
20120314,1149.7272,55.812,000651.SZ,20.6
20120315,1146.9366,55.812,000651.SZ,20.55
20120316,1155.3084,55.812,000651.SZ,20.7
20120319,1139.68104,55.812,000651.SZ,20.42
20120320,1141.3554,55.812,000651.SZ,20.45
20120321,1141.91352,55.812,000651.SZ,20.46
20120322,1151.4015599999998,55.812,000651.SZ,20.63
20120323,1141.3554,55.812,000651.SZ,20.45
20120326,1159.77336,55.812,000651.SZ,20.78
20120327,1148.6109599999997,55.812,000651.SZ,20.58
20120328,1100.05452,55.812,000651.SZ,19.71
20120329,1111.21692,55.812,000651.SZ,19.91
20120330,1134.6579599999998,55.812,000651.SZ,20.33
20120405,1164.23832,55.812,000651.SZ,20.86
20120406,1163.1220799999999,55.812,000651.SZ,20.84
20120409,1169.2613999999999,55.812,000651.SZ,20.95
20120410,1186.56312,55.812,000651.SZ,21.26
20120411,1199.39988,55.812,000651.SZ,21.49
20120412,1205.5392,55.812,000651.SZ,21.6
20120413,1212.79476,55.812,000651.SZ,21.73
20120416,1211.1204,55.812,000651.SZ,21.7
20120417,1174.8426,55.812,000651.SZ,21.05
20120418,1206.0973199999999,55.812,000651.SZ,21.61
20120419,1194.93492,55.812,000651.SZ,21.41
20120420,1205.5392,55.812,000651.SZ,21.6
20120423,1202.7486,55.812,000651.SZ,21.55
20120424,1180.4237999999998,55.812,000651.SZ,21.15
20120425,1201.63236,55.812,000651.SZ,21.53
20120426,1203.86484,55.812,000651.SZ,21.57
20120427,1221.72468,55.812,000651.SZ,21.89
20120502,1237.35204,55.812,000651.SZ,22.17
20120503,1226.74776,55.812,000651.SZ,21.98
20120504,1230.6546,55.812,000651.SZ,22.05
20120507,1242.9332399999998,55.812,000651.SZ,22.27
20120508,1237.35204,55.812,000651.SZ,22.17
20120509,1223.39904,55.812,000651.SZ,21.92
20120510,1226.1896399999998,55.812,000651.SZ,21.97
20120511,1205.5392,55.812,000651.SZ,21.6
20120514,1189.3537199999998,55.812,000651.SZ,21.31
20120515,1222.8409199999999,55.812,000651.SZ,21.91
20120516,1202.7486,55.812,000651.SZ,21.55
20120517,1216.7016,55.812,000651.SZ,21.8
20120518,1207.21356,55.812,000651.SZ,21.63
20120521,1212.79476,55.812,000651.SZ,21.73
20120522,1225.0734,55.812,000651.SZ,21.95
20120523,1225.0734,55.812,000651.SZ,21.95
20120524,1212.79476,55.812,000651.SZ,21.73
20120528,1226.74776,55.812,000651.SZ,21.98
20120529,1240.70076,55.812,000651.SZ,22.23
20120530,1247.3982,55.812,000651.SZ,22.35
20120531,1272.5136,55.812,000651.SZ,22.8
20120601,1260.2349599999998,55.812,000651.SZ,22.58
20120604,1251.8631599999999,55.812,000651.SZ,22.43
20120605,1234.0033199999998,55.812,000651.SZ,22.11
20120606,1229.53836,55.812,000651.SZ,22.03
20120607,1194.3767999999998,55.812,000651.SZ,21.4
20120608,1176.51696,55.812,000651.SZ,21.08
20120611,1196.05116,55.812,000651.SZ,21.43
20120612,1211.67852,55.812,000651.SZ,21.71
20120613,1225.0734,55.812,000651.SZ,21.95
20120614,1202.7486,55.812,000651.SZ,21.55
20120615,1220.60844,55.812,000651.SZ,21.87
20120618,1225.0734,55.812,000651.SZ,21.95
20120619,1208.3298,55.812,000651.SZ,21.65
20120620,1202.7486,55.812,000651.SZ,21.55
20120621,1210.56228,55.812,000651.SZ,21.69
20120625,1186.0049999999999,55.812,000651.SZ,21.25
20120626,1182.09816,55.812,000651.SZ,21.18
20120627,1149.7272,55.812,000651.SZ,20.6
20120628,1160.3314799999998,55.812,000651.SZ,20.79
20120629,1163.6802,55.812,000651.SZ,20.85
20120702,1159.77336,55.812,000651.SZ,20.78
20120703,1205.5392,55.812,000651.SZ,21.6
20120704,1194.3767999999998,55.812,000651.SZ,21.4
20120705,1199.9579999999999,55.812,000651.SZ,21.5
20120706,1225.0816,57.14,000651.SZ,21.44
20120709,1221.0818000000002,57.14,000651.SZ,21.37
20120710,1225.0816,57.14,000651.SZ,21.44
20120711,1230.7956,57.14,000651.SZ,21.54
20120712,1231.367,57.14,000651.SZ,21.55
20120713,1263.3654,57.14,000651.SZ,22.11
20120716,1244.5092,57.14,000651.SZ,21.78
20120717,1267.3652,57.14,000651.SZ,22.18
20120718,1253.0802,57.14,000651.SZ,21.93
20120719,1242.2236,57.14,000651.SZ,21.74
20120720,1227.9386,57.14,000651.SZ,21.49
20120723,1219.939,57.14,000651.SZ,21.35
20120724,1215.3678,57.14,000651.SZ,21.27
20120725,1218.7962,57.14,000651.SZ,21.33
20120726,1211.9394,57.14,000651.SZ,21.21
20120727,1198.7972,57.14,000651.SZ,20.98
20120730,1211.9394,57.14,000651.SZ,21.21
20120731,1242.2236,57.14,000651.SZ,21.74
20120801,1244.5092,57.14,000651.SZ,21.78
20120802,1208.511,57.14,000651.SZ,21.15
20120803,1197.6544000000001,57.14,000651.SZ,20.96
20120806,1205.654,57.14,000651.SZ,21.1
20120807,1200.5114,57.14,000651.SZ,21.01
20120808,1179.941,57.14,000651.SZ,20.65
20120809,1206.2254,57.14,000651.SZ,21.11
20120810,1197.6544000000001,57.14,000651.SZ,20.96
20120813,1172.5128,57.14,000651.SZ,20.52
20120814,1172.5128,57.14,000651.SZ,20.52
20120815,1171.3700000000001,57.14,000651.SZ,20.5
20120816,1190.2261999999998,57.14,000651.SZ,20.83
20120817,1191.3690000000001,57.14,000651.SZ,20.85
20120820,1171.9414000000002,57.14,000651.SZ,20.51
20120821,1166.7988,57.14,000651.SZ,20.42
20120822,1130.8006,57.14,000651.SZ,19.79
20120823,1137.6574,57.14,000651.SZ,19.91
20120824,1150.2282,57.14,000651.SZ,20.13
20120827,1159.3706,57.14,000651.SZ,20.29
20120828,1175.9412,57.14,000651.SZ,20.58
20120829,1162.7990000000002,57.14,000651.SZ,20.35
20120830,1154.7994,57.14,000651.SZ,20.21
20120831,1169.6558,57.14,000651.SZ,20.47
20120903,1189.0834,57.14,000651.SZ,20.81
20120904,1185.655,57.14,000651.SZ,20.75
20120905,1197.083,57.14,000651.SZ,20.95
20120906,1198.7972,57.14,000651.SZ,20.98
20120907,1225.653,57.14,000651.SZ,21.45
20120910,1234.7954,57.14,000651.SZ,21.61
20120911,1222.7959999999998,57.14,000651.SZ,21.4
20120912,1209.0824,57.14,000651.SZ,21.16
20120913,1198.7972,57.14,000651.SZ,20.98
20120914,1196.5116,57.14,000651.SZ,20.94
20120917,1178.2268000000001,57.14,000651.SZ,20.62
20120918,1178.2268000000001,57.14,000651.SZ,20.62
20120919,1188.512,57.14,000651.SZ,20.8
20120920,1171.3700000000001,57.14,000651.SZ,20.5
20120921,1165.0846000000001,57.14,000651.SZ,20.39
20120924,1165.656,57.14,000651.SZ,20.4
20120925,1165.656,57.14,000651.SZ,20.4
20120926,1167.3702,57.14,000651.SZ,20.43
20120927,1201.6542000000002,57.14,000651.SZ,21.03
20120928,1221.6532,57.14,000651.SZ,21.38
20121008,1205.0826,57.14,000651.SZ,21.09
20121009,1235.9382,57.14,000651.SZ,21.63
20121010,1237.081,57.14,000651.SZ,21.65
20121011,1226.2244,57.14,000651.SZ,21.46
20121012,1231.367,57.14,000651.SZ,21.55
20121015,1239.9379999999999,57.14,000651.SZ,21.7
20121016,1239.3666,57.14,000651.SZ,21.69
20121017,1221.6532,57.14,000651.SZ,21.38
20121018,1240.5094000000001,57.14,000651.SZ,21.71
20121019,1245.652,57.14,000651.SZ,21.8
20121022,1251.366,57.14,000651.SZ,21.9
20121023,1231.9384,57.14,000651.SZ,21.56
20121024,1228.51,57.14,000651.SZ,21.5
20121025,1225.653,57.14,000651.SZ,21.45
20121026,1207.9396000000002,57.14,000651.SZ,21.14
20121029,1198.7972,57.14,000651.SZ,20.98
20121030,1223.3674,57.14,000651.SZ,21.41
20121031,1319.3626,57.14,000651.SZ,23.09
