ts_code,trade_date,close,adj_factor,adj_close
600377.SH,20150105,7.42,2.191,16.25722
600377.SH,20150106,7.74,2.191,16.95834
600377.SH,20150107,7.58,2.191,16.607779999999998
600377.SH,20150108,7.36,2.191,16.12576
600377.SH,20150109,7.34,2.191,16.08194
600377.SH,20150112,7.06,2.191,15.468459999999999
600377.SH,20150113,7.08,2.191,15.512279999999999
600377.SH,20150114,7.13,2.191,15.62183
600377.SH,20150115,7.24,2.191,15.862839999999998
600377.SH,20150116,7.18,2.191,15.731379999999998
600377.SH,20150119,6.65,2.191,14.57015
600377.SH,20150120,6.96,2.191,15.24936
600377.SH,20150121,7.19,2.191,15.75329
600377.SH,20150122,7.16,2.191,15.68756
600377.SH,20150123,7.12,2.191,15.59992
600377.SH,20150126,7.29,2.191,15.972389999999999
600377.SH,20150127,7.26,2.191,15.906659999999999
600377.SH,20150128,7.15,2.191,15.66565
600377.SH,20150129,7.12,2.191,15.59992
600377.SH,20150130,7.14,2.191,15.643739999999998
600377.SH,20150202,6.94,2.191,15.20554
600377.SH,20150203,7.05,2.191,15.446549999999998
600377.SH,20150204,7.02,2.191,15.380819999999998
600377.SH,20150205,7.03,2.191,15.40273
600377.SH,20150206,6.92,2.191,15.161719999999999
600377.SH,20150209,6.94,2.191,15.20554
600377.SH,20150210,6.94,2.191,15.20554
600377.SH,20150211,6.95,2.191,15.22745
600377.SH,20150212,6.97,2.191,15.271269999999998
600377.SH,20150213,7.05,2.191,15.446549999999998
600377.SH,20150216,7.07,2.191,15.490369999999999
600377.SH,20150217,7.11,2.191,15.578009999999999
600377.SH,20150225,7.09,2.191,15.534189999999999
600377.SH,20150226,7.18,2.191,15.731379999999998
600377.SH,20150227,7.19,2.191,15.75329
600377.SH,20150302,7.26,2.191,15.906659999999999
600377.SH,20150303,7.09,2.191,15.534189999999999
600377.SH,20150304,7.14,2.191,15.643739999999998
600377.SH,20150305,7.06,2.191,15.468459999999999
600377.SH,20150306,7.1,2.191,15.556099999999999
600377.SH,20150309,7.12,2.191,15.59992
600377.SH,20150310,7.14,2.191,15.643739999999998
600377.SH,20150311,7.27,2.191,15.928569999999997
600377.SH,20150312,7.25,2.191,15.884749999999999
600377.SH,20150313,7.27,2.191,15.928569999999997
600377.SH,20150316,7.41,2.191,16.23531
600377.SH,20150317,7.65,2.191,16.76115
600377.SH,20150318,7.8,2.191,17.089799999999997
600377.SH,20150319,7.72,2.191,16.91452
600377.SH,20150320,7.73,2.191,16.93643
600377.SH,20150323,7.8,2.191,17.089799999999997
600377.SH,20150324,7.78,2.191,17.04598
600377.SH,20150325,7.81,2.191,17.11171
600377.SH,20150326,7.71,2.191,16.892609999999998
600377.SH,20150327,7.71,2.191,16.892609999999998
600377.SH,20150330,7.87,2.191,17.24317
600377.SH,20150331,7.74,2.191,16.95834
600377.SH,20150401,7.82,2.191,17.13362
600377.SH,20150402,7.82,2.191,17.13362
600377.SH,20150403,7.97,2.191,17.462269999999997
600377.SH,20150407,8.26,2.191,18.097659999999998
600377.SH,20150408,8.23,2.191,18.03193
600377.SH,20150409,8.14,2.191,17.83474
600377.SH,20150410,8.23,2.191,18.03193
600377.SH,20150413,8.69,2.191,19.039789999999996
600377.SH,20150414,8.85,2.191,19.390349999999998
600377.SH,20150415,9.28,2.191,20.332479999999997
600377.SH,20150416,9.08,2.191,19.89428
600377.SH,20150417,9.05,2.191,19.82855
600377.SH,20150420,8.6,2.191,18.842599999999997
600377.SH,20150421,8.78,2.191,19.236979999999996
600377.SH,20150422,8.97,2.191,19.65327
600377.SH,20150423,8.91,2.191,19.52181
600377.SH,20150424,8.86,2.191,19.412259999999996
600377.SH,20150427,9.25,2.191,20.26675
600377.SH,20150428,9.1,2.191,19.9381
600377.SH,20150429,9.26,2.191,20.288659999999997
600377.SH,20150430,9.01,2.191,19.74091
600377.SH,20150504,9.28,2.191,20.332479999999997
600377.SH,20150505,8.96,2.191,19.63136
600377.SH,20150506,8.59,2.191,18.82069
600377.SH,20150507,8.19,2.191,17.94429
600377.SH,20150508,8.38,2.191,18.36058
600377.SH,20150511,8.59,2.191,18.82069
600377.SH,20150512,8.61,2.191,18.864509999999996
600377.SH,20150513,8.51,2.191,18.64541
600377.SH,20150514,8.45,2.191,18.513949999999998
600377.SH,20150515,8.28,2.191,18.141479999999998
600377.SH,20150518,8.19,2.191,17.94429
600377.SH,20150519,8.43,2.191,18.470129999999997
600377.SH,20150520,8.48,2.191,18.57968
600377.SH,20150521,8.59,2.191,18.82069
600377.SH,20150522,8.81,2.191,19.30271
600377.SH,20150525,9.2,2.191,20.157199999999996
600377.SH,20150526,9.19,2.191,20.135289999999998
600377.SH,20150527,9.15,2.191,20.04765
600377.SH,20150528,8.71,2.191,19.08361
600377.SH,20150529,8.67,2.191,18.99597
600377.SH,20150601,9.21,2.191,20.17911
600377.SH,20150602,9.48,2.191,20.77068
600377.SH,20150603,9.97,2.191,21.844269999999998
600377.SH,20150604,9.74,2.191,21.340339999999998
600377.SH,20150605,9.83,2.191,21.53753
600377.SH,20150608,10.21,2.191,22.37011
600377.SH,20150609,9.97,2.191,21.844269999999998
600377.SH,20150610,9.9,2.191,21.6909
600377.SH,20150611,10.14,2.191,22.216739999999998
600377.SH,20150612,10.43,2.191,22.85213
600377.SH,20150615,11.47,2.191,25.13077
600377.SH,20150616,11.15,2.191,24.42965
600377.SH,20150617,10.95,2.191,23.991449999999997
600377.SH,20150618,10.85,2.191,23.772349999999996
600377.SH,20150619,10.09,2.191,22.10719
600377.SH,20150623,10.3,2.191,22.5673
600377.SH,20150624,10.49,2.191,22.98359
600377.SH,20150625,9.93,2.191,21.756629999999998
600377.SH,20150626,8.96,2.191,19.63136
600377.SH,20150629,9.15,2.191,20.04765
600377.SH,20150630,9.68,2.191,21.208879999999997
600377.SH,20150701,9.67,2.191,21.18697
600377.SH,20150702,8.7,2.191,19.0617
600377.SH,20150703,7.84,2.191,17.177439999999997
600377.SH,20150706,7.96,2.191,17.44036
600377.SH,20150707,7.77,2.191,17.02407
600377.SH,20150708,7.05,2.191,15.446549999999998
600377.SH,20150709,7.76,2.191,17.00216
600377.SH,20150710,8.12,2.303,18.700359999999996
600377.SH,20150713,8.76,2.303,20.17428
600377.SH,20150714,8.15,2.303,18.76945
600377.SH,20150715,7.67,2.303,17.66401
600377.SH,20150716,7.76,2.303,17.87128
600377.SH,20150717,8.12,2.303,18.700359999999996
600377.SH,20150720,8.11,2.303,18.677329999999998
600377.SH,20150721,8.92,2.303,20.542759999999998
600377.SH,20150722,8.73,2.303,20.10519
600377.SH,20150723,8.81,2.303,20.28943
600377.SH,20150724,8.47,2.303,19.506410000000002
600377.SH,20150727,7.62,2.303,17.54886
600377.SH,20150728,7.63,2.303,17.57189
600377.SH,20150729,8.0,2.303,18.424
600377.SH,20150730,7.76,2.303,17.87128
600377.SH,20150731,7.74,2.303,17.82522
600377.SH,20150803,7.94,2.303,18.28582
600377.SH,20150804,8.18,2.303,18.83854
600377.SH,20150805,8.07,2.303,18.58521
600377.SH,20150806,7.85,2.303,18.07855
600377.SH,20150807,7.97,2.303,18.35491
600377.SH,20150810,8.28,2.303,19.068839999999998
600377.SH,20150811,8.21,2.303,18.90763
600377.SH,20150812,8.26,2.303,19.022779999999997
600377.SH,20150813,8.4,2.303,19.345200000000002
600377.SH,20150814,8.36,2.303,19.253079999999997
600377.SH,20150817,8.46,2.303,19.48338
600377.SH,20150818,7.81,2.303,17.98643
600377.SH,20150819,8.0,2.303,18.424
600377.SH,20150820,8.44,2.303,19.43732
600377.SH,20150821,7.95,2.303,18.30885
600377.SH,20150824,7.21,2.303,16.60463
600377.SH,20150825,6.73,2.303,15.49919
600377.SH,20150826,6.91,2.303,15.91373
600377.SH,20150827,7.32,2.303,16.85796
600377.SH,20150828,8.05,2.303,18.53915
600377.SH,20150831,8.08,2.303,18.60824
600377.SH,20150901,7.77,2.303,17.894309999999997
600377.SH,20150902,7.61,2.303,17.52583
600377.SH,20150907,7.61,2.303,17.52583
600377.SH,20150908,8.02,2.303,18.47006
600377.SH,20150909,8.12,2.303,18.700359999999996
600377.SH,20150910,7.94,2.303,18.28582
600377.SH,20150911,7.98,2.303,18.37794
600377.SH,20150914,7.76,2.303,17.87128
600377.SH,20150915,7.72,2.303,17.779159999999997
600377.SH,20150916,8.14,2.303,18.74642
600377.SH,20150917,7.76,2.303,17.87128
600377.SH,20150918,7.76,2.303,17.87128
600377.SH,20150921,7.82,2.303,18.00946
600377.SH,20150922,8.08,2.303,18.60824
600377.SH,20150923,8.16,2.303,18.79248
600377.SH,20150924,8.28,2.303,19.068839999999998
600377.SH,20150925,8.05,2.303,18.53915
600377.SH,20150928,8.16,2.303,18.79248
600377.SH,20150929,7.87,2.303,18.12461
600377.SH,20150930,7.96,2.303,18.331879999999998
600377.SH,20151008,8.09,2.303,18.63127
600377.SH,20151009,8.13,2.303,18.723390000000002
600377.SH,20151012,8.26,2.303,19.022779999999997
600377.SH,20151013,8.4,2.303,19.345200000000002
600377.SH,20151014,8.27,2.303,19.04581
600377.SH,20151015,8.43,2.303,19.414289999999998
600377.SH,20151016,8.41,2.303,19.36823
600377.SH,20151019,8.33,2.303,19.183989999999998
600377.SH,20151020,8.44,2.303,19.43732
600377.SH,20151021,8.38,2.303,19.29914
600377.SH,20151022,8.62,2.303,19.85186
600377.SH,20151023,8.63,2.303,19.87489
600377.SH,20151026,8.56,2.303,19.71368
600377.SH,20151027,8.55,2.303,19.69065
600377.SH,20151028,8.28,2.303,19.068839999999998
600377.SH,20151029,8.3,2.303,19.114900000000002
600377.SH,20151030,8.39,2.303,19.32217
600377.SH,20151102,8.35,2.303,19.23005
600377.SH,20151103,8.43,2.303,19.414289999999998
600377.SH,20151104,8.85,2.303,20.381549999999997
600377.SH,20151105,8.75,2.303,20.15125
600377.SH,20151106,8.86,2.303,20.40458
600377.SH,20151109,8.85,2.303,20.381549999999997
600377.SH,20151110,8.71,2.303,20.05913
600377.SH,20151111,8.73,2.303,20.10519
600377.SH,20151112,8.61,2.303,19.828829999999996
600377.SH,20151113,8.53,2.303,19.644589999999997
600377.SH,20151116,8.55,2.303,19.69065
600377.SH,20151117,8.66,2.303,19.94398
600377.SH,20151118,8.59,2.303,19.78277
600377.SH,20151119,8.73,2.303,20.10519
600377.SH,20151120,8.75,2.303,20.15125
600377.SH,20151123,8.63,2.303,19.87489
600377.SH,20151124,8.61,2.303,19.828829999999996
600377.SH,20151125,8.6,2.303,19.805799999999998
600377.SH,20151126,8.68,2.303,19.99004
600377.SH,20151127,8.34,2.303,19.20702
600377.SH,20151130,8.25,2.303,18.99975
600377.SH,20151201,8.41,2.303,19.36823
600377.SH,20151202,8.6,2.303,19.805799999999998
