trade_date,adj_close
20260605,70.174008
20260604,69.21032
20260603,70.174008
20260602,71.05008799999999
20260601,71.22530400000001
20260529,70.787264
20260528,68.159024
20260527,68.859888
20260526,69.56075200000001
20260525,69.735968
20260522,70.52444
20260521,70.96248
20260520,72.01377600000001
20260519,73.327896
20260518,72.889856
20260515,73.765936
20260514,74.46679999999999
20260513,75.78092
20260512,76.13135199999999
20260511,75.693312
20260508,75.51809599999999
20260507,75.78092
20260506,75.605704
20260430,75.430488
20260429,76.21896
20260428,76.306568
20260427,75.693312
20260424,76.744608
20260423,76.83221599999999
20260422,76.21896
20260421,76.21896
20260420,76.569392
20260417,76.657
20260416,77.182648
20260415,79.548064
20260414,78.8472
20260413,79.81088799999999
20260410,80.774576
20260409,79.72327999999999
20260408,79.28524
20260407,76.83221599999999
20260403,76.91982399999999
20260402,77.53308
20260401,77.79590400000001
20260331,77.35786399999999
20260330,77.007432
20260327,76.21896
20260326,75.78092
20260325,77.09504
20260324,75.34288
20260323,74.11636800000001
20260320,78.8472
20260319,80.073712
20260318,80.336536
20260317,80.16132
20260316,80.68696800000001
20260313,80.073712
20260312,80.24892799999999
20260311,79.986104
20260310,78.759592
20260309,78.584376
20260306,78.14633599999999
20260305,77.09504
20260304,77.007432
20260303,78.759592
20260302,79.548064
20260227,80.336536
20260226,80.24892799999999
20260225,80.68696800000001
20260224,79.898496
20260213,79.898496
20260212,80.336536
20260211,81.30022399999999
20260210,83.13999199999999
20260209,80.949792
20260206,79.635672
20260205,80.68696800000001
20260204,80.336536
20260203,79.72327999999999
20260202,79.02241599999999
20260130,80.59935999999999
20260129,80.424144
20260128,78.93480799999999
20260127,78.8472
20260126,79.28524
20260123,80.16132
20260122,80.24892799999999
20260121,79.986104
20260120,80.68696800000001
20260119,78.93480799999999
20260116,78.759592
20260115,80.862184
20260114,81.38783199999999
20260113,80.68696800000001
20260112,81.563048
20260109,78.496768
20260108,77.445472
20260107,77.62068799999999
20260106,78.759592
20260105,78.233944
20251231,77.79590400000001
20251230,76.481784
20251229,76.04374399999999
20251226,77.70829599999999
20251225,77.79590400000001
20251224,77.445472
20251223,76.91982399999999
20251222,77.09504
20251219,78.233944
20251218,78.233944
20251217,78.233944
20251216,78.14633599999999
20251215,78.496768
20251212,80.16132
20251211,80.949792
20251210,80.949792
20251209,80.51175199999999
20251208,79.898496
20251205,80.16132
20251204,80.774576
20251203,80.774576
20251202,80.51175199999999
20251201,79.635672
20251128,75.430488
20251127,75.34288
20251126,76.306568
20251125,77.09504
20251124,77.445472
20251121,76.21896
20251120,77.09504
20251119,76.91982399999999
20251118,77.70829599999999
20251117,78.14633599999999
20251114,79.02241599999999
20251113,78.93480799999999
20251112,79.372848
20251111,79.110024
20251110,78.584376
20251107,78.321552
20251106,78.233944
20251105,78.759592
20251104,78.233944
20251103,77.883512
20251031,76.744608
20251030,75.868528
20251029,76.481784
20251028,77.007432
20251027,77.35786399999999
20251024,76.394176
20251023,77.53308
20251022,77.09504
20251021,76.394176
20251020,75.25527199999999
20251017,74.81723199999999
20251016,74.642016
20251015,75.868528
20251014,76.04374399999999
20251013,75.25527199999999
20251010,75.956136
20251009,75.868528
20250930,74.554408
20250929,74.90484000000001
20250926,74.81723199999999
20250925,73.59072
20250924,74.379192
20250923,73.15267999999999
20250922,73.59072
20250919,73.94115199999999
20250918,73.24028799999999
20250917,74.81723199999999
20250916,75.430488
20250915,75.868528
20250912,76.306568
20250911,76.83221599999999
20250910,76.306568
20250909,76.04374399999999
20250908,77.09504
20250905,76.569392
20250904,76.394176
20250903,76.83221599999999
20250902,77.97112
20250901,79.110024
20250829,81.03739999999999
20250828,80.424144
20250827,80.16132
20250826,81.03739999999999
20250825,82.70195199999999
20250822,82.61434399999999
20250821,83.66564000000001
20250820,83.49042399999999
20250819,83.40281599999999
20250818,84.19128799999999
20250815,83.840856
20250814,83.92846399999999
20250813,84.71693599999999
20250812,84.71693599999999
20250811,84.71693599999999
20250808,85.067368
20250807,84.892152
20250806,85.154976
20250805,84.27889599999999
20250804,84.19128799999999
20250801,83.052384
20250731,82.61434399999999
20250730,84.27889599999999
20250729,83.66564000000001
20250728,83.49042399999999
20250725,83.753248
20250724,84.27889599999999
20250723,84.27889599999999
20250722,85.24258400000001
20250721,85.680624
20250718,85.24258400000001
20250717,84.19128799999999
20250716,84.71693599999999
20250715,85.067368
20250714,86.29387999999999
20250711,87.08235199999999
20250710,86.55670400000001
20250709,86.644312
20250708,85.680624
20250707,86.73192
20250704,84.45411200000001
20250703,84.016072
20250702,82.70195199999999
20250701,81.738264
20250630,81.30022399999999
20250627,81.738264
20250626,81.650656
20250625,81.38783199999999
20250624,81.47544
20250623,80.51175199999999
20250620,80.59935999999999
20250619,81.47544
20250618,79.81088799999999
20250617,80.16132
20250616,80.949792
20250613,80.949792
20250612,83.1402
20250611,82.46836
20250610,81.37661999999999
20250609,80.87274000000001
20250606,81.79652
20250605,82.21641999999999
20250604,82.3004
20250603,83.81204
20250530,81.12468
20250529,79.02517999999999
20250528,78.68925999999999
20250527,77.84946
20250526,78.9412
20250523,78.77324
20250522,80.45284
