trade_date,adj_close,adj_factor,ts_code,close
20120104,30.24615,3.795,002078.SZ,7.97
20120105,29.8287,3.795,002078.SZ,7.86
20120106,30.815399999999997,3.795,002078.SZ,8.12
20120109,31.688249999999996,3.795,002078.SZ,8.35
20120110,32.4852,3.795,002078.SZ,8.56
20120111,32.029799999999994,3.795,002078.SZ,8.44
20120112,31.422599999999996,3.795,002078.SZ,8.28
20120113,29.601,3.795,002078.SZ,7.8
20120116,26.6409,3.795,002078.SZ,7.02
20120117,27.36195,3.795,002078.SZ,7.21
20120118,26.67885,3.795,002078.SZ,7.03
20120119,26.7168,3.795,002078.SZ,7.04
20120120,26.67885,3.795,002078.SZ,7.03
20120130,26.98245,3.795,002078.SZ,7.11
20120131,26.90655,3.795,002078.SZ,7.09
20120201,26.944499999999998,3.795,002078.SZ,7.1
20120202,27.21015,3.795,002078.SZ,7.17
20120203,27.5517,3.795,002078.SZ,7.26
20120206,27.89325,3.795,002078.SZ,7.35
20120207,26.944499999999998,3.795,002078.SZ,7.1
20120208,27.66555,3.795,002078.SZ,7.29
20120209,28.27275,3.795,002078.SZ,7.45
20120210,28.766099999999998,3.795,002078.SZ,7.58
20120213,28.690199999999997,3.795,002078.SZ,7.56
20120214,28.993799999999997,3.795,002078.SZ,7.64
20120215,29.145599999999998,3.795,002078.SZ,7.68
20120216,28.72815,3.795,002078.SZ,7.57
20120217,28.4625,3.795,002078.SZ,7.5
20120220,29.10765,3.795,002078.SZ,7.67
20120221,29.2974,3.795,002078.SZ,7.72
20120222,29.601,3.795,002078.SZ,7.8
20120223,29.9805,3.795,002078.SZ,7.9
20120224,30.1323,3.795,002078.SZ,7.94
20120228,28.955849999999998,3.795,002078.SZ,7.63
20120229,28.72815,3.795,002078.SZ,7.57
20120301,29.2215,3.795,002078.SZ,7.7
20120302,29.487149999999996,3.795,002078.SZ,7.77
20120305,30.7395,3.795,002078.SZ,8.1
20120306,30.6636,3.795,002078.SZ,8.08
20120307,29.86665,3.795,002078.SZ,7.87
20120308,30.09435,3.795,002078.SZ,7.93
20120309,30.284100000000002,3.795,002078.SZ,7.98
20120312,30.435899999999997,3.795,002078.SZ,8.02
20120313,30.397949999999998,3.795,002078.SZ,8.01
20120314,28.27275,3.795,002078.SZ,7.45
20120315,27.28605,3.795,002078.SZ,7.19
20120316,28.12095,3.795,002078.SZ,7.41
20120319,28.34865,3.795,002078.SZ,7.47
20120320,27.7035,3.795,002078.SZ,7.3
20120321,27.6276,3.795,002078.SZ,7.28
20120322,27.89325,3.795,002078.SZ,7.35
20120323,27.3999,3.795,002078.SZ,7.22
20120326,27.324,3.795,002078.SZ,7.2
20120327,27.13425,3.795,002078.SZ,7.15
20120328,25.805999999999997,3.795,002078.SZ,6.8
20120329,25.54035,3.795,002078.SZ,6.73
20120330,25.76805,3.795,002078.SZ,6.79
20120405,26.299349999999997,3.795,002078.SZ,6.93
20120406,25.91985,3.795,002078.SZ,6.83
20120409,25.502399999999998,3.795,002078.SZ,6.72
20120410,25.6542,3.795,002078.SZ,6.76
20120411,25.61625,3.795,002078.SZ,6.75
20120412,26.22345,3.795,002078.SZ,6.91
20120413,26.98245,3.795,002078.SZ,7.11
20120416,26.98245,3.795,002078.SZ,7.11
20120417,26.792699999999996,3.795,002078.SZ,7.06
20120418,27.28605,3.795,002078.SZ,7.19
20120419,27.1722,3.795,002078.SZ,7.16
20120420,27.05835,3.795,002078.SZ,7.13
20120425,27.81735,3.795,002078.SZ,7.33
20120426,27.7794,3.795,002078.SZ,7.32
20120427,27.513749999999998,3.795,002078.SZ,7.25
20120502,27.5517,3.795,002078.SZ,7.26
20120503,27.13425,3.795,002078.SZ,7.15
20120504,27.28605,3.795,002078.SZ,7.19
20120507,27.741449999999997,3.795,002078.SZ,7.31
20120508,27.4758,3.795,002078.SZ,7.24
20120509,26.754749999999998,3.795,002078.SZ,7.05
20120510,26.6409,3.795,002078.SZ,7.02
20120511,26.754749999999998,3.795,002078.SZ,7.05
20120514,26.67885,3.795,002078.SZ,7.03
20120515,26.6409,3.795,002078.SZ,7.02
20120517,26.4891,3.795,002078.SZ,6.98
20120518,25.61625,3.795,002078.SZ,6.75
20120521,25.6542,3.795,002078.SZ,6.76
20120522,25.91985,3.795,002078.SZ,6.83
20120523,25.6542,3.795,002078.SZ,6.76
20120524,25.3506,3.795,002078.SZ,6.68
20120525,25.1988,3.795,002078.SZ,6.64
20120528,25.61625,3.795,002078.SZ,6.75
20120529,25.805999999999997,3.795,002078.SZ,6.8
20120530,25.9578,3.795,002078.SZ,6.84
20120531,25.805999999999997,3.795,002078.SZ,6.8
20120601,26.0337,3.795,002078.SZ,6.86
20120604,25.046999999999997,3.795,002078.SZ,6.6
20120605,24.9711,3.795,002078.SZ,6.58
20120606,24.553649999999998,3.795,002078.SZ,6.47
20120607,24.5157,3.795,002078.SZ,6.46
20120608,24.553649999999998,3.795,002078.SZ,6.47
20120611,24.85725,3.795,002078.SZ,6.55
20120612,24.4398,3.795,002078.SZ,6.44
20120613,24.70545,3.795,002078.SZ,6.51
20120614,24.6675,3.795,002078.SZ,6.5
20120615,24.78135,3.795,002078.SZ,6.53
20120618,24.8193,3.795,002078.SZ,6.54
20120619,24.5916,3.795,002078.SZ,6.48
20120620,24.629550000000002,3.795,002078.SZ,6.49
20120621,24.4398,3.795,002078.SZ,6.44
20120625,23.187450000000002,3.795,002078.SZ,6.11
20120626,23.1495,3.795,002078.SZ,6.1
20120627,22.88385,3.795,002078.SZ,6.03
20120628,22.011,3.795,002078.SZ,5.8
20120629,21.897149999999996,3.795,002078.SZ,5.77
20120702,22.4664,3.795,002078.SZ,5.92
20120703,22.42845,3.795,002078.SZ,5.91
20120704,21.897149999999996,3.795,002078.SZ,5.77
20120705,21.3279,3.795,002078.SZ,5.62
20120706,21.6328,3.863,002078.SZ,5.6
20120709,20.28075,3.863,002078.SZ,5.25
20120710,20.31938,3.863,002078.SZ,5.26
20120711,20.358009999999997,3.863,002078.SZ,5.27
20120712,20.55116,3.863,002078.SZ,5.32
20120713,20.203490000000002,3.863,002078.SZ,5.23
20120716,19.46952,3.863,002078.SZ,5.04
20120717,19.66267,3.863,002078.SZ,5.09
20120718,19.66267,3.863,002078.SZ,5.09
20120719,19.93308,3.863,002078.SZ,5.16
20120720,19.7013,3.863,002078.SZ,5.1
20120723,19.54678,3.863,002078.SZ,5.06
20120724,19.66267,3.863,002078.SZ,5.09
20120725,19.66267,3.863,002078.SZ,5.09
20120726,19.43089,3.863,002078.SZ,5.03
20120727,19.46952,3.863,002078.SZ,5.04
20120730,19.35363,3.863,002078.SZ,5.01
20120731,19.237740000000002,3.863,002078.SZ,4.98
20120801,19.43089,3.863,002078.SZ,5.03
20120802,19.392259999999997,3.863,002078.SZ,5.02
20120803,19.46952,3.863,002078.SZ,5.04
20120806,19.73993,3.863,002078.SZ,5.11
20120807,20.43527,3.863,002078.SZ,5.29
20120808,20.203490000000002,3.863,002078.SZ,5.23
20120809,20.31938,3.863,002078.SZ,5.26
20120810,20.28075,3.863,002078.SZ,5.25
20120813,19.43089,3.863,002078.SZ,5.03
20120814,19.392259999999997,3.863,002078.SZ,5.02
20120815,19.27637,3.863,002078.SZ,4.99
20120816,20.24212,3.863,002078.SZ,5.24
20120817,19.855819999999998,3.863,002078.SZ,5.14
20120820,19.77856,3.863,002078.SZ,5.12
20120821,20.358009999999997,3.863,002078.SZ,5.27
20120822,20.31938,3.863,002078.SZ,5.26
20120823,20.39664,3.863,002078.SZ,5.28
20120824,19.73993,3.863,002078.SZ,5.11
20120827,19.27637,3.863,002078.SZ,4.99
20120828,19.16048,3.863,002078.SZ,4.96
20120829,19.121850000000002,3.863,002078.SZ,4.95
20120830,18.50377,3.863,002078.SZ,4.79
20120831,19.005959999999998,3.863,002078.SZ,4.92
20120903,19.315,3.863,002078.SZ,5.0
20120904,18.928700000000003,3.863,002078.SZ,4.9
20120905,18.928700000000003,3.863,002078.SZ,4.9
20120906,18.85144,3.863,002078.SZ,4.88
20120907,19.54678,3.863,002078.SZ,5.06
20120910,19.971709999999998,3.863,002078.SZ,5.17
20120911,19.77856,3.863,002078.SZ,5.12
20120912,19.93308,3.863,002078.SZ,5.16
20120913,19.54678,3.863,002078.SZ,5.06
20120914,19.894450000000003,3.863,002078.SZ,5.15
20120917,19.08322,3.863,002078.SZ,4.94
20120918,18.96733,3.863,002078.SZ,4.91
20120919,19.121850000000002,3.863,002078.SZ,4.95
