trade_date,adj_close,adj_factor,ts_code,close
20120104,135.60840000000002,9.756,000417.SZ,13.9
20120105,128.58408,9.756,000417.SZ,13.18
20120106,131.41332,9.756,000417.SZ,13.47
20120109,137.75472,9.756,000417.SZ,14.12
20120111,146.24244000000002,9.756,000417.SZ,14.99
20120112,141.16932,9.756,000417.SZ,14.47
20120113,133.6572,9.756,000417.SZ,13.7
20120116,130.82796,9.756,000417.SZ,13.41
20120117,137.5596,9.756,000417.SZ,14.1
20120118,134.6328,9.756,000417.SZ,13.8
20120119,137.36448000000001,9.756,000417.SZ,14.08
20120120,141.75468,9.756,000417.SZ,14.53
20120130,139.12056,9.756,000417.SZ,14.26
20120131,139.51080000000002,9.756,000417.SZ,14.3
20120201,139.51080000000002,9.756,000417.SZ,14.3
20120202,145.07172,9.756,000417.SZ,14.87
20120203,145.75464,9.756,000417.SZ,14.94
20120206,149.36436,9.756,000417.SZ,15.31
20120207,149.26680000000002,9.756,000417.SZ,15.3
20120208,149.36436,9.756,000417.SZ,15.31
20120209,147.60828,9.756,000417.SZ,15.13
20120210,146.14488,9.756,000417.SZ,14.98
20120213,148.19364,9.756,000417.SZ,15.19
20120214,148.48632,9.756,000417.SZ,15.22
20120215,148.779,9.756,000417.SZ,15.25
20120216,148.779,9.756,000417.SZ,15.25
20120217,149.94971999999999,9.756,000417.SZ,15.37
20120220,148.2912,9.756,000417.SZ,15.2
20120221,147.70584,9.756,000417.SZ,15.14
20120222,150.7302,9.756,000417.SZ,15.45
20120223,153.1692,9.756,000417.SZ,15.7
20120224,154.33992,9.756,000417.SZ,15.82
20120227,156.29112,9.756,000417.SZ,16.02
20120228,152.87652,9.756,000417.SZ,15.67
20120229,150.04728,9.756,000417.SZ,15.38
20120301,148.68144,9.756,000417.SZ,15.24
20120302,151.12044,9.756,000417.SZ,15.49
20120305,148.2912,9.756,000417.SZ,15.2
20120306,144.8766,9.756,000417.SZ,14.85
20120307,146.24244000000002,9.756,000417.SZ,14.99
20120308,147.8034,9.756,000417.SZ,15.15
20120309,154.04724,9.756,000417.SZ,15.79
20120312,158.24232,9.756,000417.SZ,16.22
20120313,158.73012,9.756,000417.SZ,16.27
20120314,151.80336,9.756,000417.SZ,15.56
20120315,159.90084000000002,9.756,000417.SZ,16.39
20120316,165.55931999999999,9.756,000417.SZ,16.97
20120319,165.852,9.756,000417.SZ,17.0
20120320,159.70572,9.756,000417.SZ,16.37
20120321,156.48624,9.756,000417.SZ,16.04
20120322,156.38868000000002,9.756,000417.SZ,16.03
20120323,151.99848,9.756,000417.SZ,15.58
20120326,154.1448,9.756,000417.SZ,15.8
20120327,152.29116,9.756,000417.SZ,15.61
20120328,145.8522,9.756,000417.SZ,14.95
20120329,140.4864,9.756,000417.SZ,14.4
20120330,139.9986,9.756,000417.SZ,14.35
20120405,143.70588,9.756,000417.SZ,14.73
20120406,143.4132,9.756,000417.SZ,14.7
20120409,139.9986,9.756,000417.SZ,14.35
20120410,144.3888,9.756,000417.SZ,14.8
20120411,147.12048000000001,9.756,000417.SZ,15.08
20120412,149.26680000000002,9.756,000417.SZ,15.3
20120413,150.2424,9.756,000417.SZ,15.4
20120416,148.38876000000002,9.756,000417.SZ,15.21
20120417,145.8522,9.756,000417.SZ,14.95
20120418,147.99852,9.756,000417.SZ,15.17
20120419,147.51072,9.756,000417.SZ,15.12
20120420,148.09608,9.756,000417.SZ,15.18
20120423,147.41316,9.756,000417.SZ,15.11
20120424,142.63272,9.756,000417.SZ,14.62
20120425,144.3888,9.756,000417.SZ,14.8
20120426,145.36440000000002,9.756,000417.SZ,14.9
20120427,142.9254,9.756,000417.SZ,14.65
20120502,142.82784,9.756,000417.SZ,14.64
20120503,145.16928000000001,9.756,000417.SZ,14.88
20120504,147.41316,9.756,000417.SZ,15.11
20120507,149.55948,9.756,000417.SZ,15.33
20120508,148.48632,9.756,000417.SZ,15.22
20120509,145.46196,9.756,000417.SZ,14.91
20120510,145.65708,9.756,000417.SZ,14.93
20120511,143.901,9.756,000417.SZ,14.75
20120514,143.51076,9.756,000417.SZ,14.71
20120515,142.9254,9.756,000417.SZ,14.65
20120516,139.60836,9.756,000417.SZ,14.31
20120517,141.462,9.756,000417.SZ,14.5
20120518,138.5352,9.756,000417.SZ,14.2
20120521,136.48644000000002,9.756,000417.SZ,13.99
20120522,137.26692,9.756,000417.SZ,14.07
20120524,132.97428000000002,9.756,000417.SZ,13.63
20120525,127.8036,9.756,000417.SZ,13.1
20120528,129.75480000000002,9.756,000417.SZ,13.3
20120529,131.70600000000002,9.756,000417.SZ,13.5
20120530,131.70600000000002,9.756,000417.SZ,13.5
20120531,130.14504,9.756,000417.SZ,13.34
20120601,133.94988,9.756,000417.SZ,13.73
20120604,131.80356,9.756,000417.SZ,13.51
20120605,131.70600000000002,9.756,000417.SZ,13.5
20120606,129.75480000000002,9.756,000417.SZ,13.3
20120607,128.2914,9.756,000417.SZ,13.15
20120608,124.8768,9.756,000417.SZ,12.8
20120611,134.53524,9.756,000417.SZ,13.79
20120612,132.29136,9.756,000417.SZ,13.56
20120613,135.70596,9.756,000417.SZ,13.91
20120614,135.1206,9.756,000417.SZ,13.85
20120615,133.6572,9.756,000417.SZ,13.7
20120618,133.94988,9.756,000417.SZ,13.73
