ts_code,trade_date,close,adj_factor,adj_close
600763.SH,20150105,47.35,1.2,56.82
600763.SH,20150106,47.69,1.2,57.227999999999994
600763.SH,20150107,45.93,1.2,55.116
600763.SH,20150108,46.19,1.2,55.428
600763.SH,20150109,47.76,1.2,57.312
600763.SH,20150112,47.96,1.2,57.552
600763.SH,20150113,49.68,1.2,59.616
600763.SH,20150114,48.34,1.2,58.008
600763.SH,20150115,47.95,1.2,57.54
600763.SH,20150116,48.05,1.2,57.66
600763.SH,20150119,46.79,1.2,56.147999999999996
600763.SH,20150120,50.97,1.2,61.163999999999994
600763.SH,20150121,50.95,1.2,61.14
600763.SH,20150122,51.34,1.2,61.608000000000004
600763.SH,20150123,50.43,1.2,60.516
600763.SH,20150126,51.77,1.2,62.124
600763.SH,20150127,51.52,1.2,61.824
600763.SH,20150128,51.58,1.2,61.895999999999994
600763.SH,20150129,51.34,1.2,61.608000000000004
600763.SH,20150130,51.53,1.2,61.836
600763.SH,20150202,51.65,1.2,61.98
600763.SH,20150203,52.41,1.2,62.891999999999996
600763.SH,20150204,51.67,1.2,62.004
600763.SH,20150205,52.01,1.2,62.41199999999999
600763.SH,20150206,51.65,1.2,61.98
600763.SH,20150209,51.46,1.2,61.751999999999995
600763.SH,20150210,51.04,1.2,61.248
600763.SH,20150211,51.91,1.2,62.291999999999994
600763.SH,20150212,53.41,1.2,64.092
600763.SH,20150213,54.77,1.2,65.724
600763.SH,20150216,60.25,1.2,72.3
600763.SH,20150217,60.36,1.2,72.432
600763.SH,20150225,59.66,1.2,71.592
600763.SH,20150226,59.67,1.2,71.604
600763.SH,20150227,59.86,1.2,71.832
600763.SH,20150302,61.1,1.2,73.32
600763.SH,20150303,60.68,1.2,72.816
600763.SH,20150304,63.01,1.2,75.612
600763.SH,20150305,60.81,1.2,72.972
600763.SH,20150306,58.61,1.2,70.332
600763.SH,20150309,58.52,1.2,70.224
600763.SH,20150310,60.4,1.2,72.47999999999999
600763.SH,20150311,61.29,1.2,73.548
600763.SH,20150312,62.14,1.2,74.568
600763.SH,20150313,61.94,1.2,74.32799999999999
600763.SH,20150316,61.98,1.2,74.37599999999999
600763.SH,20150317,60.96,1.2,73.152
600763.SH,20150318,61.0,1.2,73.2
600763.SH,20150319,59.72,1.2,71.664
600763.SH,20150320,59.9,1.2,71.88
600763.SH,20150323,61.85,1.2,74.22
600763.SH,20150324,61.97,1.2,74.36399999999999
600763.SH,20150325,65.75,1.2,78.89999999999999
600763.SH,20150326,65.12,1.2,78.144
600763.SH,20150327,66.33,1.2,79.59599999999999
600763.SH,20150330,68.58,1.2,82.29599999999999
600763.SH,20150331,68.64,1.2,82.368
600763.SH,20150401,69.16,1.2,82.99199999999999
600763.SH,20150402,67.93,1.2,81.516
600763.SH,20150403,68.39,1.2,82.068
600763.SH,20150407,68.07,1.2,81.68399999999998
600763.SH,20150408,68.0,1.2,81.6
600763.SH,20150409,69.95,1.2,83.94
600763.SH,20150410,71.33,1.2,85.59599999999999
600763.SH,20150413,78.46,1.2,94.15199999999999
600763.SH,20150414,86.31,1.2,103.572
600763.SH,20150415,82.9,1.2,99.48
600763.SH,20150416,83.92,1.2,100.704
600763.SH,20150417,90.07,1.2,108.08399999999999
600763.SH,20150420,81.06,1.2,97.272
600763.SH,20150421,84.11,1.2,100.932
600763.SH,20150422,86.18,1.2,103.41600000000001
600763.SH,20150423,83.49,1.2,100.18799999999999
600763.SH,20150424,87.08,1.2,104.496
600763.SH,20150427,88.62,1.2,106.34400000000001
600763.SH,20150428,87.7,1.2,105.24
600763.SH,20150429,86.08,1.2,103.29599999999999
600763.SH,20150430,88.14,1.2,105.768
600763.SH,20150504,88.14,1.2,105.768
600763.SH,20150505,84.49,1.2,101.38799999999999
600763.SH,20150506,84.16,1.2,100.99199999999999
